연도,자치구코드,모형,연평균_스트레스점수,연합계_총이동인구수,연평균_평균이동시간,월개수
2022,11010,CRITIC기반,18.22478879759929,15044292.61,63.82605119520804,1
2022,11010,PCA기반,31.44995399521938,15044292.61,63.82605119520804,1
2022,11010,문헌기반,28.250418327475153,15044292.61,63.82605119520804,1
2022,11020,CRITIC기반,17.79848630788528,15100748.03,62.86652162815676,1
2022,11020,PCA기반,30.899176877099436,15100748.03,62.86652162815676,1
2022,11020,문헌기반,27.83262747602008,15100748.03,62.86652162815676,1
2022,11030,CRITIC기반,13.252268718553085,12007954.75,57.02683522307845,1
2022,11030,PCA기반,23.630609976502722,12007954.75,57.02683522307845,1
2022,11030,문헌기반,21.58917719169873,12007954.75,57.02683522307845,1
2022,11040,CRITIC기반,14.51817335382228,14296294.68,53.951925130295926,1
2022,11040,PCA기반,26.816774025626064,14296294.68,53.951925130295926,1
2022,11040,문헌기반,24.657916222925905,14296294.68,53.951925130295926,1
2022,11050,CRITIC기반,15.064055552729245,15187587.03,52.46197142901736,1
2022,11050,PCA기반,28.221185361261828,15187587.03,52.46197142901736,1
2022,11050,문헌기반,26.034810976479914,15187587.03,52.46197142901736,1
2022,11060,CRITIC기반,15.006595036281864,14869986.18,53.52889081948953,1
2022,11060,PCA기반,27.835010179437475,14869986.18,53.52889081948953,1
2022,11060,문헌기반,25.61264002889148,14869986.18,53.52889081948953,1
2022,11070,CRITIC기반,12.849328355137555,13083360.33,51.82939313464706,1
2022,11070,PCA기반,24.14149444686753,13083360.33,51.82939313464706,1
2022,11070,문헌기반,22.320078161685355,13083360.33,51.82939313464706,1
2022,11080,CRITIC기반,16.809204642162783,16863398.9,53.07619138301546,1
2022,11080,PCA기반,31.37456287567001,16863398.9,53.07619138301546,1
2022,11080,문헌기반,28.895178538905224,16863398.9,53.07619138301546,1
2022,11090,CRITIC기반,10.925406619530742,10751150.22,52.99356395304017,1
2022,11090,PCA기반,20.167602751784223,10751150.22,52.99356395304017,1
2022,11090,문헌기반,18.60219578624753,10751150.22,52.99356395304017,1
2022,11100,CRITIC기반,10.052304212773437,9959173.12,52.53581142272766,1
2022,11100,PCA기반,18.610816836536596,9959173.12,52.53581142272766,1
2022,11100,문헌기반,17.186999126191946,9959173.12,52.53581142272766,1
2022,11110,CRITIC기반,18.53402650190098,19017386.26,51.79403176442627,1
2022,11110,PCA기반,34.98103437335411,19017386.26,51.79403176442627,1
2022,11110,문헌기반,32.32952862960936,19017386.26,51.79403176442627,1
