파일명,원본행수,전처리후행수,커버리지
20221101_OUTPUT.csv,7092693,4859784,0.96482357542442
20221102_OUTPUT.csv,7147792,4881266,0.9650997509268577
20221103_OUTPUT.csv,7052953,4823275,0.9655383389319738
20221104_OUTPUT.csv,7178318,4808539,0.9652267421187934
20221105_OUTPUT.csv,6412370,4247430,0.9658460059571201
20221106_OUTPUT.csv,5487249,3759882,0.9643051281531725
20221107_OUTPUT.csv,6879212,4781230,0.9642905546822652
20221108_OUTPUT.csv,7106841,4895115,0.9648793234997411
20221109_OUTPUT.csv,7133176,4896233,0.9650044699617479
20221110_OUTPUT.csv,7156978,4884957,0.9650593415510669
20221111_OUTPUT.csv,7388346,4923099,0.9645479432698881
20221112_OUTPUT.csv,6145384,4129874,0.9659211346535985
20221113_OUTPUT.csv,5240994,3624442,0.9633324888633249
20221114_OUTPUT.csv,6831028,4765208,0.9639179459175706
20221115_OUTPUT.csv,6951125,4817628,0.9654281396091339
20221116_OUTPUT.csv,7124789,4896156,0.964289557773429
20221117_OUTPUT.csv,7094174,4853401,0.9649257236697512
20221118_OUTPUT.csv,7315985,4876302,0.9646926667477965
20221119_OUTPUT.csv,6554597,4342367,0.9660685325583183
20221120_OUTPUT.csv,5647074,3873432,0.9648208777423456
20221121_OUTPUT.csv,6918489,4819816,0.964326792953735
20221122_OUTPUT.csv,6988955,4837221,0.9655980828289658
20221123_OUTPUT.csv,7104277,4875091,0.9654387146927105
20221124_OUTPUT.csv,7075124,4846414,0.9662586124925643
20221125_OUTPUT.csv,7314306,4876598,0.9651626682226422
20221126_OUTPUT.csv,6324077,4203381,0.967092771011799
20221127_OUTPUT.csv,5279108,3626988,0.9647799930130803
20221128_OUTPUT.csv,6504650,4569110,0.9661508181509959
20221129_OUTPUT.csv,6816455,4708990,0.9663918453808411
20221130_OUTPUT.csv,6626349,4507088,0.967167272343955
