"자치구","지역","소음 평균(dB)"
강남구,industrial_area,54.783904619970194
강남구,main_street,60.04036697247707
강남구,residential_area,44.63809463562753
강남구,roads_and_parks,59.306608884073675
강남구,traditional_markets,46.15244229736983
강동구,commercial_area,37.04150943396226
강동구,industrial_area,46.79808841099164
강동구,main_street,64.57842387146137
강동구,parks,56.440298507462686
강동구,residential_area,53.75618354626731
강동구,roads_and_parks,58.15891563449404
강동구,traditional_markets,45.544534412955464
강북구,commercial_area,52.509433962264154
강북구,parks,53.8997005988024
강북구,residential_area,47.37588189182127
강북구,roads_and_parks,50.936964980544744
강북구,traditional_markets,49.511567164179105
강서구,commercial_area,64.5203007518797
강서구,industrial_area,48.71299093655589
강서구,main_street,63.35891647855531
강서구,residential_area,46.263465571868444
강서구,roads_and_parks,52.27169811320755
강서구,traditional_markets,44.8693039559339
관악구,commercial_area,50.792792792792795
관악구,industrial_area,42.452095808383234
관악구,main_street,58.75671641791045
관악구,residential_area,46.438198535484226
관악구,roads_and_parks,50.56178861788618
관악구,traditional_markets,47.0254110612855
광진구,commercial_area,35.24925373134328
광진구,main_street,49.659274193548384
광진구,residential_area,46.19153526970954
광진구,roads_and_parks,56.306804374240585
광진구,traditional_markets,48.700548081714004
구로구,commercial_area,43.84902840059791
구로구,industrial_area,50.449305555555554
구로구,residential_area,46.91316302998049
구로구,roads_and_parks,63.78652535957608
구로구,traditional_markets,43.78304164152082
금천구,commercial_area,54.50266159695818
금천구,industrial_area,45.04931714719272
금천구,public_facilities,42.84261624936127
금천구,residential_area,45.53324533905296
금천구,roads_and_parks,48.194700460829495
노원구,commercial_area,55.93282442748092
노원구,industrial_area,39.72518703241895
노원구,residential_area,47.26881328768121
노원구,roads_and_parks,53.71203402551914
노원구,traditional_markets,41.03032345013477
도봉구,commercial_area,55.25931445603577
도봉구,industrial_area,44.576980568011955
도봉구,main_street,58.055130168453296
도봉구,residential_area,46.40954773869347
도봉구,roads_and_parks,56.85736056080463
도봉구,traditional_markets,42.33014067644418
동대문구,commercial_area,50.279661016949156
동대문구,residential_area,44.58066203392364
동대문구,roads_and_parks,64.25616131441375
동작구,commercial_area,46.77198211624441
동작구,industrial_area,42.417910447761194
동작구,residential_area,49.575245935952
동작구,roads_and_parks,53.67581047381546
동작구,traditional_markets,48.41106128550075
마포구,commercial_area,53.377245508982035
마포구,industrial_area,44.919719016557956
마포구,main_street,58.55705996131528
마포구,residential_area,46.57747808085728
마포구,roads_and_parks,59.28794666111053
마포구,traditional_markets,43.660821643286575
서대문구,commercial_area,44.1371087928465
서대문구,public_facilities,55.45305514157973
서대문구,residential_area,46.315327666575264
서대문구,roads_and_parks,56.25117545162089
서대문구,traditional_markets,54.31716417910448
서초구,commercial_area,53.571641791044776
서초구,industrial_area,41.47129008202834
서초구,main_street,64.97168405365127
서초구,residential_area,49.223108816396774
서초구,roads_and_parks,49.24420823112565
성동구,commercial_area,50.109756097560975
성동구,industrial_area,48.35914702581369
성동구,main_street,52.502985074626864
성동구,parks,59.95928338762215
성동구,residential_area,46.62644178742049
성동구,roads_and_parks,69.6274217585693
성북구,commercial_area,
성북구,industrial_area,54.61698956780924
성북구,residential_area,46.93074383648241
성북구,roads_and_parks,56.7559880239521
송파구,commercial_area,48.2010522360015
송파구,industrial_area,50.41766467065868
송파구,parks,58.80120481927711
송파구,residential_area,45.61796227147083
송파구,roads_and_parks,55.24024024024024
송파구,traditional_markets,56.09370314842579
양천구,commercial_area,48.87742899850523
양천구,industrial_area,48.04207436399217
양천구,main_street,62.82116244411326
양천구,residential_area,45.24863566906789
양천구,roads_and_parks,60.544315129812
양천구,traditional_markets,43.17585170340681
영등포구,commercial_area,49.38973384030418
영등포구,industrial_area,47.34873188405797
영등포구,residential_area,44.782967500425386
영등포구,roads_and_parks,57.58375634517766
용산구,commercial_area,43.525449101796404
용산구,main_street,56.09985096870343
용산구,residential_area,45.11673615247171
용산구,roads_and_parks,54.436472346786246
은평구,commercial_area,56.82831325301205
은평구,main_street,68.37910447761195
은평구,parks,59.070044709388974
은평구,residential_area,45.314318783068785
은평구,roads_and_parks,60.45935162094763
종로구,main_street,49.30281903607154
종로구,public_facilities,45.65512048192771
종로구,residential_area,45.99216931216931
종로구,roads_and_parks,57.96771771771772
중구,commercial_area,48.95964125560538
중구,industrial_area,44.53899652260308
중구,main_street,53.261928429423456
중구,residential_area,44.788171178415084
중구,roads_and_parks,49.21462379631141
중랑구,commercial_area,44.48731343283582
중랑구,industrial_area,49.96341463414634
중랑구,residential_area,45.9634063918123
중랑구,roads_and_parks,57.023889511011575
중랑구,traditional_markets,41.18787425149701
