"자치구","지역","소음 평균(dB)"
강남구,industrial_area,54.8177304964539
강남구,main_street,63.23635174893756
강남구,residential_area,43.0592730413981
강남구,roads_and_parks,64.71098157201956
강남구,traditional_markets,46.312254901960785
강동구,commercial_area,42.86107193229901
강동구,industrial_area,46.39657282741738
강동구,main_street,64.7332854061826
강동구,parks,53.324894514767934
강동구,residential_area,52.386104084289116
강동구,roads_and_parks,61.237928007023704
강동구,traditional_markets,45.43327067669173
강북구,commercial_area,49.28508771929825
강북구,parks,54.26300578034682
강북구,residential_area,46.81338949518157
강북구,roads_and_parks,50.17295219793418
강북구,traditional_markets,49.358718861209965
강서구,commercial_area,64.55710306406685
강서구,industrial_area,49.44728546409807
강서구,main_street,62.99127094972067
강서구,residential_area,48.43034477070274
강서구,roads_and_parks,52.38553370786517
강서구,traditional_markets,53.90725995316159
관악구,commercial_area,51.076379066478076
관악구,industrial_area,44.03307529908515
관악구,main_street,58.98721590909091
관악구,residential_area,46.61649526318456
관악구,roads_and_parks,51.36014234875445
관악구,traditional_markets,48.96234309623431
광진구,commercial_area,36.98581560283688
광진구,main_street,58.022662889518415
광진구,residential_area,45.94327470894228
광진구,roads_and_parks,56.64956053303091
광진구,traditional_markets,48.44332493702771
구로구,commercial_area,43.67134831460674
구로구,industrial_area,50.351214003387916
구로구,residential_area,46.4607250755287
구로구,roads_and_parks,64.67089499647639
구로구,traditional_markets,43.11408450704225
금천구,commercial_area,53.80028228652082
금천구,industrial_area,42.11864406779661
금천구,public_facilities,42.77794263105836
금천구,residential_area,47.16605374823197
금천구,roads_and_parks,49.724570950188365
노원구,commercial_area,54.64565826330532
노원구,industrial_area,42.08149882903981
노원구,residential_area,47.57349952580951
노원구,roads_and_parks,53.96255924170616
노원구,traditional_markets,43.21655753040225
도봉구,commercial_area,36.59180790960452
도봉구,industrial_area,46.47932330827068
도봉구,main_street,58.76437587657784
도봉구,residential_area,46.15225979243388
도봉구,roads_and_parks,50.68648648648649
도봉구,traditional_markets,42.118805159538354
동대문구,commercial_area,50.84510357815443
동대문구,residential_area,45.255810432281024
동대문구,roads_and_parks,64.1228448275862
동작구,commercial_area,47.88091822094692
동작구,industrial_area,48.022792022792025
동작구,residential_area,48.41991007446958
동작구,roads_and_parks,54.697213037316956
동작구,traditional_markets,49.00130039011704
마포구,commercial_area,54.16361071932299
마포구,industrial_area,46.51889168765743
마포구,main_street,58.811001410437235
마포구,residential_area,45.598313677945555
마포구,roads_and_parks,58.6409233399829
마포구,traditional_markets,44.07949200376294
서대문구,commercial_area,44.908321579689705
서대문구,public_facilities,52.859773371104815
서대문구,residential_area,44.61892023346304
서대문구,roads_and_parks,56.58636044059058
서대문구,traditional_markets,54.61756373937677
서초구,commercial_area,54.10511363636363
서초구,industrial_area,42.90099715099715
서초구,main_street,65.79258704605017
서초구,residential_area,48.09126263935701
서초구,roads_and_parks,52.324359939759034
성동구,commercial_area,50.33550488599349
성동구,industrial_area,47.924521615875264
성동구,main_street,51.88243626062323
성동구,parks,61.7029702970297
성동구,residential_area,46.88984139590292
성동구,roads_and_parks,69.23620933521924
성북구,commercial_area,56.3399433427762
성북구,industrial_area,55.46110325318246
성북구,residential_area,45.7648100231513
성북구,roads_and_parks,57.79971791255289
송파구,commercial_area,48.99407616361072
송파구,industrial_area,49.06629055007052
송파구,parks,55.84180790960452
송파구,residential_area,45.851038979999025
송파구,roads_and_parks,56.87523540489642
송파구,traditional_markets,55.305144467935165
양천구,commercial_area,48.445344129554655
양천구,industrial_area,49.68588322246859
양천구,main_street,62.95435092724679
양천구,residential_area,45.70786642761094
양천구,roads_and_parks,60.596916928347135
양천구,traditional_markets,43.11028893587033
영등포구,commercial_area,48.51126992853216
영등포구,industrial_area,46.88382783117426
영등포구,residential_area,45.26422888616891
영등포구,roads_and_parks,58.04120676968359
용산구,commercial_area,45.558886509635975
용산구,main_street,56.41497659906396
용산구,residential_area,44.73738014105714
용산구,roads_and_parks,53.93385490753912
은평구,commercial_area,56.18651362984218
은평구,main_street,68.63494318181819
은평구,parks,59.516452074391985
은평구,residential_area,46.019617670222665
은평구,roads_and_parks,59.10220729366603
종로구,main_street,48.91496018202503
종로구,public_facilities,47.60912981455064
종로구,residential_area,44.93236409608091
종로구,roads_and_parks,61.18432304038005
중구,commercial_area,49.513888888888886
중구,industrial_area,44.95070422535211
중구,main_street,56.84846248462485
중구,residential_area,44.91595453414088
중구,roads_and_parks,51.290359291172166
중랑구,commercial_area,43.91561181434599
중랑구,industrial_area,41.895627644569814
중랑구,residential_area,46.1307616058153
중랑구,roads_and_parks,57.358450704225355
중랑구,traditional_markets,43.42696629213483
