"자치구","지역","소음 평균(dB)"
강남구,industrial_area,54.704828660436135
강남구,main_street,60.56933624181988
강남구,residential_area,43.14071793436428
강남구,roads_and_parks,63.141128281511826
강남구,traditional_markets,45.89689119170985
강동구,commercial_area,39.85968992248062
강동구,industrial_area,46.15469613259668
강동구,main_street,64.67032967032966
강동구,parks,53.59345794392523
강동구,residential_area,52.22806130594434
강동구,roads_and_parks,61.46744412050535
강동구,traditional_markets,45.39979177511713
강북구,commercial_area,48.891891891891895
강북구,parks,53.86069651741293
강북구,residential_area,46.84406005221932
강북구,roads_and_parks,49.838389261744965
강북구,traditional_markets,49.301835220616944
강서구,commercial_area,64.57585139318886
강서구,industrial_area,49.241379310344826
강서구,main_street,62.59961315280464
강서구,residential_area,47.97257826805413
강서구,roads_and_parks,52.09034749034749
강서구,traditional_markets,53.616020671834626
관악구,commercial_area,49.874608150470216
관악구,industrial_area,43.55294117647059
관악구,main_street,58.330232558139535
관악구,residential_area,46.214354347942134
관악구,roads_and_parks,51.64733178654292
관악구,traditional_markets,48.49024199843872
광진구,commercial_area,37.02503912363067
광진구,main_street,57.89751552795031
광진구,residential_area,45.38399241836822
광진구,roads_and_parks,56.560535325241204
광진구,traditional_markets,48.64411157024794
구로구,commercial_area,43.63705972434916
구로구,industrial_area,49.942088934850055
구로구,residential_area,45.93099501267272
구로구,roads_and_parks,64.7376160990712
구로구,traditional_markets,42.653395061728396
금천구,commercial_area,52.899146625290925
금천구,industrial_area,42.10867865519938
금천구,public_facilities,42.1923474663909
금천구,residential_area,47.14108141702921
금천구,roads_and_parks,47.83106267029973
노원구,commercial_area,54.519672131147544
노원구,industrial_area,41.420859538784065
노원구,residential_area,46.80189949677511
노원구,roads_and_parks,53.93485086342229
노원구,traditional_markets,42.769067796610166
도봉구,commercial_area,36.165869218500795
도봉구,industrial_area,45.80062794348509
도봉구,main_street,58.60741885625966
도봉구,residential_area,46.00449935723468
도봉구,roads_and_parks,51.59734858331167
도봉구,traditional_markets,41.76976377952756
동대문구,commercial_area,50.70322245322245
동대문구,residential_area,45.425641828428304
동대문구,roads_and_parks,64.08844065166797
동작구,commercial_area,47.38461538461539
동작구,industrial_area,47.81974921630094
동작구,residential_area,48.28957737773314
동작구,roads_and_parks,54.4
동작구,traditional_markets,48.128603822481374
마포구,commercial_area,53.606531881804045
마포구,industrial_area,45.82276507276507
마포구,main_street,58.497667185069986
마포구,residential_area,45.326777231435955
마포구,roads_and_parks,59.12604952704857
마포구,traditional_markets,43.53782383419689
서대문구,commercial_area,44.57098765432099
서대문구,public_facilities,53.271186440677965
서대문구,residential_area,44.311776547559134
서대문구,roads_and_parks,56.478840728391894
서대문구,traditional_markets,54.64660493827161
서초구,commercial_area,53.8006230529595
서초구,industrial_area,42.38335925349922
서초구,main_street,65.07112485504446
서초구,residential_area,48.350260328622625
서초구,roads_and_parks,53.141390867197316
성동구,commercial_area,50.04489164086687
성동구,industrial_area,46.82346109175378
성동구,main_street,51.53250773993808
성동구,parks,61.12868217054264
성동구,residential_area,46.552642898107436
성동구,roads_and_parks,69.01545595054095
성북구,commercial_area,55.99843505477308
성북구,industrial_area,54.64296754250386
성북구,residential_area,45.42430414120842
성북구,roads_and_parks,57.49065420560748
송파구,commercial_area,48.92310209424084
송파구,industrial_area,46.79037267080745
송파구,parks,56.25660964230171
송파구,residential_area,45.44659699209788
송파구,roads_and_parks,56.948132780082986
송파구,traditional_markets,55.25911559348332
양천구,commercial_area,48.35404896421846
양천구,industrial_area,44.487587276958884
양천구,main_street,62.909516380655226
양천구,residential_area,45.373977414715796
양천구,roads_and_parks,60.55548628428928
양천구,traditional_markets,42.6298600311042
영등포구,commercial_area,48.335410176531674
영등포구,industrial_area,46.87223300970874
영등포구,residential_area,44.952591800900834
영등포구,roads_and_parks,57.533208020050125
용산구,commercial_area,44.65264797507788
용산구,main_street,56.561797752808985
용산구,residential_area,44.88015043877977
용산구,roads_and_parks,54.09235668789809
은평구,commercial_area,56.92701863354037
은평구,main_street,68.55727554179566
은평구,parks,59.18012422360248
은평구,residential_area,45.763792709839436
은평구,roads_and_parks,59.37938144329897
종로구,main_street,48.38029039233859
종로구,public_facilities,47.05081967213115
종로구,residential_area,46.13647401651287
종로구,roads_and_parks,61.00923866552609
중구,commercial_area,49.53694581280788
중구,industrial_area,44.49974025974026
중구,main_street,56.943636363636365
중구,residential_area,43.988185731294074
중구,roads_and_parks,51.598269262772504
중랑구,commercial_area,43.9491133384734
중랑구,industrial_area,61.82742681047766
중랑구,residential_area,45.61085390946502
중랑구,roads_and_parks,57.24729102167183
중랑구,traditional_markets,42.54083204930662
