"자치구","지역","소음 평균(dB)"
강남구,industrial_area,54.15384615384615
강남구,main_street,59.93811074918567
강남구,residential_area,43.47592769863168
강남구,roads_and_parks,60.2433900760594
강남구,traditional_markets,46.51824324324324
강동구,commercial_area,39.03403675970048
강동구,industrial_area,44.37027027027027
강동구,main_street,64.6601752677702
강동구,parks,55.55449591280654
강동구,residential_area,51.8462925241741
강동구,roads_and_parks,59.69536829218527
강동구,traditional_markets,44.957523723452326
강북구,parks,52.899018232819074
강북구,residential_area,46.382855418050106
강북구,roads_and_parks,50.58716323296355
강북구,traditional_markets,49.5709939148073
강서구,commercial_area,63.99184782608695
강서구,industrial_area,47.62190573075619
강서구,main_street,63.249830508474574
강서구,residential_area,46.8742476900907
강서구,roads_and_parks,51.29938482570061
강서구,traditional_markets,44.30914826498423
관악구,commercial_area,50.6774628879892
관악구,industrial_area,43.39608636977058
관악구,main_street,58.441295546558706
관악구,residential_area,46.3004758836068
관악구,roads_and_parks,49.97706093189964
관악구,traditional_markets,48.212676056338026
광진구,commercial_area,36.12027027027027
광진구,main_street,57.87567567567567
광진구,residential_area,45.66361327072589
광진구,roads_and_parks,56.20394289598912
광진구,traditional_markets,49.08352668213457
구로구,commercial_area,43.52297297297297
구로구,industrial_area,49.18673883626522
구로구,residential_area,46.25652866242038
구로구,roads_and_parks,64.18702553485163
구로구,traditional_markets,42.772172497965826
금천구,commercial_area,53.25406504065041
금천구,industrial_area,43.00473292765382
금천구,public_facilities,42.527462551066726
금천구,residential_area,44.337021531100476
금천구,roads_and_parks,47.45259515570934
노원구,commercial_area,54.398648648648646
노원구,industrial_area,41.16779127305443
노원구,residential_area,47.20147386924481
노원구,roads_and_parks,52.72060535506403
노원구,traditional_markets,41.75226130653267
도봉구,commercial_area,56.2442645074224
도봉구,industrial_area,45.653621232568604
도봉구,main_street,57.96761133603239
도봉구,residential_area,45.922977829005355
도봉구,roads_and_parks,57.00384702421362
도봉구,traditional_markets,42.788647010195646
동대문구,commercial_area,50.53600360036003
동대문구,residential_area,44.044423440453684
동대문구,roads_and_parks,63.95687885010267
동작구,commercial_area,47.063427800269906
동작구,industrial_area,42.84615384615385
동작구,residential_area,49.55424375917768
동작구,roads_and_parks,53.72827125119389
동작구,traditional_markets,47.83160549173438
마포구,commercial_area,53.41644204851752
마포구,industrial_area,45.42503376857272
마포구,main_street,58.98898678414097
마포구,residential_area,45.98077382691133
마포구,roads_and_parks,59.125084910237746
마포구,traditional_markets,43.21869244935543
서대문구,commercial_area,44.15768194070081
서대문구,public_facilities,54.03234501347709
서대문구,residential_area,44.76122142499583
서대문구,roads_and_parks,55.03461091753775
서대문구,traditional_markets,54.20647773279352
서초구,commercial_area,54.18733153638814
서초구,industrial_area,41.93391773432232
서초구,main_street,64.1923076923077
서초구,residential_area,47.48462068965517
서초구,roads_and_parks,49.55507325013565
성동구,commercial_area,50.1
성동구,industrial_area,47.59359190556492
성동구,main_street,51.56064690026954
성동구,parks,61.08093278463649
성동구,residential_area,46.01673071515606
성동구,roads_and_parks,69.45417789757413
성북구,commercial_area,56.31578947368421
성북구,industrial_area,54.770580296896085
성북구,residential_area,45.62618855260705
성북구,roads_and_parks,56.62264150943396
송파구,commercial_area,46.09271955599086
송파구,industrial_area,48.53243243243243
송파구,parks,55.57877813504823
송파구,residential_area,45.37828918026938
송파구,roads_and_parks,55.61739522307346
송파구,traditional_markets,55.418353576248315
양천구,commercial_area,48.26585695006747
양천구,industrial_area,46.474137931034484
양천구,main_street,62.690958164642375
양천구,residential_area,44.72754298913508
양천구,roads_and_parks,59.611260053619304
양천구,traditional_markets,43.157802042972875
영등포구,commercial_area,49.09041835357625
영등포구,industrial_area,46.78902384165542
영등포구,residential_area,44.8624422533269
영등포구,roads_and_parks,57.10206849779586
용산구,commercial_area,42.81917808219178
용산구,main_street,55.61331444759207
용산구,residential_area,44.49519858646386
용산구,roads_and_parks,54.11156186612576
은평구,commercial_area,47.02046783625731
은평구,main_street,68.30810810810812
은평구,parks,58.7967032967033
은평구,residential_area,45.55575737917613
은평구,roads_and_parks,57.82435491172476
종로구,main_street,48.17683923705722
종로구,public_facilities,44.62143826322931
종로구,residential_area,45.42739826919536
종로구,roads_and_parks,57.63716204580678
중구,commercial_area,48.88108108108108
중구,industrial_area,43.65796579657966
중구,main_street,53.71889295516926
중구,residential_area,43.98177830268264
중구,roads_and_parks,49.14526524541398
중랑구,commercial_area,44.00337381916329
중랑구,industrial_area,48.26720647773279
중랑구,residential_area,44.90289163138456
중랑구,roads_and_parks,57.05836707152497
중랑구,traditional_markets,42.164522681110356
