"자치구","지역","소음 평균(dB)"
강남구,commercial_area,
강남구,industrial_area,55.02972399150743
강남구,main_street,60.78739710474028
강남구,residential_area,43.97413077014359
강남구,roads_and_parks,63.29835058214748
강남구,traditional_markets,46.32172936552499
강동구,commercial_area,39.67678193366267
강동구,industrial_area,51.153774464119294
강동구,main_street,65.41696621135874
강동구,parks,54.75609756097561
강동구,residential_area,52.74057595462768
강동구,roads_and_parks,61.96565836298932
강동구,traditional_markets,45.61643835616438
강북구,commercial_area,49.398791540785496
강북구,parks,53.85457271364318
강북구,residential_area,47.40699466508595
강북구,roads_and_parks,50.38552437223043
강북구,traditional_markets,49.485704200494176
강서구,commercial_area,64.66193181818181
강서구,industrial_area,50.15547703180212
강서구,main_street,63.874247254693586
강서구,residential_area,48.16750184835291
강서구,roads_and_parks,52.05095541401274
강서구,traditional_markets,54.18564005668399
관악구,commercial_area,49.63390313390313
관악구,industrial_area,44.019787985865726
관악구,main_street,58.59290780141844
관악구,residential_area,46.29145691442108
관악구,roads_and_parks,52.563739376770535
관악구,traditional_markets,48.869750889679715
광진구,commercial_area,36.638328530259365
광진구,main_street,57.61363636363637
광진구,residential_area,46.0636423513914
광진구,roads_and_parks,57.42598447829836
광진구,traditional_markets,48.889943074003796
구로구,commercial_area,44.57784011220196
구로구,industrial_area,50.65089034676664
구로구,residential_area,46.1891602045867
구로구,roads_and_parks,65.06855123674912
구로구,traditional_markets,43.13688964154671
금천구,commercial_area,53.34816384180791
금천구,industrial_area,42.63988724453841
금천구,public_facilities,42.40037682524729
금천구,residential_area,47.469160197600566
금천구,roads_and_parks,48.359363957597175
노원구,industrial_area,42.13327032136106
노원구,residential_area,47.40916655110248
노원구,roads_and_parks,55.54887573964497
노원구,traditional_markets,43.70772337203432
도봉구,commercial_area,36.312236286919834
도봉구,industrial_area,46.4399434762129
도봉구,main_street,58.74047954866008
도봉구,residential_area,46.4194296014936
도봉구,roads_and_parks,51.50650271931899
도봉구,traditional_markets,42.291690220463536
동대문구,commercial_area,50.95185891325072
동대문구,residential_area,45.53288529789322
동대문구,roads_and_parks,64.38916967509026
동작구,commercial_area,47.69176136363637
동작구,industrial_area,47.94893617021277
동작구,residential_area,48.73944928739449
동작구,roads_and_parks,54.71367521367522
동작구,traditional_markets,48.55106448626967
마포구,commercial_area,53.74651810584958
마포구,industrial_area,46.19227188081937
마포구,main_street,57.642956764295675
마포구,residential_area,45.747927752763
마포구,roads_and_parks,59.3715360253365
마포구,traditional_markets,43.88650163475012
서대문구,commercial_area,44.33239831697055
서대문구,public_facilities,54.48241912798875
서대문구,residential_area,44.52346923424101
서대문구,roads_and_parks,56.88325111580926
서대문구,traditional_markets,56.39859154929577
서초구,commercial_area,54.193776520509196
서초구,industrial_area,42.18953323903819
서초구,main_street,65.26669021547157
서초구,residential_area,48.82908859955541
서초구,roads_and_parks,52.97547238372093
성동구,commercial_area,50.50773558368495
성동구,industrial_area,47.8572942423172
성동구,main_street,51.958333333333336
성동구,parks,63.31938633193863
성동구,residential_area,46.91502867399203
성동구,roads_and_parks,69.00557880055788
성북구,commercial_area,56.333333333333336
성북구,industrial_area,54.34593837535014
성북구,residential_area,45.703119197920536
성북구,roads_and_parks,57.00697350069735
송파구,commercial_area,49.102814474439974
송파구,industrial_area,46.9
송파구,parks,55.877266387726635
송파구,residential_area,45.95974800423199
송파구,roads_and_parks,57.08383791336749
송파구,traditional_markets,55.49965205288796
양천구,commercial_area,48.76136363636363
양천구,industrial_area,45.99176470588235
양천구,main_street,63.10241820768137
양천구,residential_area,45.93873094894973
양천구,roads_and_parks,61.25912200684151
양천구,traditional_markets,42.86244312215611
영등포구,commercial_area,48.4541567695962
영등포구,industrial_area,47.382706164931946
영등포구,residential_area,45.3366292798111
영등포구,roads_and_parks,58.098659823210724
용산구,commercial_area,45.29237288135593
용산구,main_street,55.76824034334764
용산구,residential_area,44.77393011385944
용산구,roads_and_parks,55.17766853932584
은평구,commercial_area,57.06638418079096
은평구,main_street,68.63507779349364
은평구,parks,59.31734837799718
은평구,residential_area,46.237760778859524
은평구,roads_and_parks,60.332704995287465
종로구,main_street,49.30706445257529
종로구,public_facilities,
종로구,residential_area,47.20090925622841
종로구,roads_and_parks,61.31013450109478
중구,commercial_area,49.80701754385965
중구,industrial_area,46.38867924528302
중구,main_street,55.74205030849549
중구,residential_area,44.40131414788323
중구,roads_and_parks,51.27272727272727
중랑구,commercial_area,44.07708628005658
중랑구,industrial_area,57.65912305516266
중랑구,residential_area,46.590197306608204
중랑구,roads_and_parks,59.854552621206146
중랑구,traditional_markets,42.00494699646643
