"자치구","지역","소음 평균(dB)"
강남구,industrial_area,56.0054
강남구,main_street,60.908
강남구,residential_area,44.9267
강남구,roads_and_parks,63.5491
강남구,traditional_markets,46.5746
강동구,commercial_area,37.9672
강동구,industrial_area,50.8005
강동구,main_street,65.1258
강동구,parks,53.9342
강동구,residential_area,53.375
강동구,roads_and_parks,62.0057
강동구,traditional_markets,46.1745
강북구,commercial_area,49.3536
강북구,parks,53.6039
강북구,residential_area,47.6704
강북구,roads_and_parks,50.0162
강북구,traditional_markets,49.48
강서구,commercial_area,64.74
강서구,industrial_area,50.1425
강서구,main_street,63.735
강서구,residential_area,48.4545
강서구,roads_and_parks,52.5184
강서구,traditional_markets,54.5101
관악구,commercial_area,49.8554
관악구,industrial_area,44.4978
관악구,main_street,58.3501
관악구,residential_area,46.8969
관악구,roads_and_parks,51.8848
관악구,traditional_markets,48.4155
광진구,commercial_area,36.8139
광진구,main_street,57.8449
광진구,residential_area,46.768
광진구,roads_and_parks,58.0418
광진구,traditional_markets,49.0253
구로구,commercial_area,44.5437
구로구,industrial_area,50.9644
구로구,residential_area,46.5598
구로구,roads_and_parks,65.2355
구로구,traditional_markets,43.8733
금천구,commercial_area,53.9537
금천구,industrial_area,42.902
금천구,public_facilities,43.1062
금천구,residential_area,47.5837
금천구,roads_and_parks,47.8563
노원구,industrial_area,42.75
노원구,residential_area,47.729
노원구,roads_and_parks,54.9098
노원구,traditional_markets,43.7898
도봉구,commercial_area,36.6638
도봉구,industrial_area,48.3126
도봉구,main_street,58.6883
도봉구,residential_area,46.7204
도봉구,roads_and_parks,50.7805
도봉구,traditional_markets,42.2196
동대문구,commercial_area,51.4454
동대문구,residential_area,45.7218
동대문구,roads_and_parks,64.4756
동작구,commercial_area,48.7741
동작구,industrial_area,48.357
동작구,residential_area,48.8898
동작구,roads_and_parks,55.2604
동작구,traditional_markets,49.6428
마포구,commercial_area,54.8455
마포구,industrial_area,46.9839
마포구,main_street,58.4703
마포구,residential_area,46.3799
마포구,roads_and_parks,58.8123
마포구,traditional_markets,44.2938
서대문구,commercial_area,44.4188
서대문구,public_facilities,55.5303
서대문구,residential_area,44.7569
서대문구,roads_and_parks,57.0847
서대문구,traditional_markets,56.7806
서초구,commercial_area,54.7048
서초구,industrial_area,42.9395
서초구,main_street,65.2478
서초구,residential_area,49.3908
서초구,roads_and_parks,52.2244
성동구,commercial_area,50.9095
성동구,industrial_area,48.2193
성동구,main_street,51.7473
성동구,parks,62.0719
성동구,residential_area,47.3719
성동구,roads_and_parks,69.3774
성북구,commercial_area,57.1432
성북구,industrial_area,55.9
성북구,residential_area,46.2877
성북구,roads_and_parks,57.0719
송파구,commercial_area,49.0863
송파구,industrial_area,47.7389
송파구,parks,55.8624
송파구,residential_area,46.4088
송파구,roads_and_parks,57.5765
송파구,traditional_markets,55.97
양천구,commercial_area,48.9801
양천구,industrial_area,47.1909
양천구,main_street,63.4484
양천구,residential_area,46.7105
양천구,roads_and_parks,61.7915
양천구,traditional_markets,43.3664
영등포구,commercial_area,48.9575
영등포구,industrial_area,47.4361
영등포구,residential_area,46.0476
영등포구,roads_and_parks,58.2554
용산구,commercial_area,45.9058
용산구,main_street,56.4372
용산구,residential_area,44.9225
용산구,roads_and_parks,54.2633
은평구,commercial_area,55.4349
은평구,main_street,68.8225
은평구,parks,59.5344
은평구,residential_area,46.9232
은평구,roads_and_parks,59.5784
종로구,main_street,48.8378
종로구,residential_area,47.7306
종로구,roads_and_parks,61.307
중구,commercial_area,50.583
중구,industrial_area,47.0839
중구,main_street,56.2053
중구,residential_area,44.8778
중구,roads_and_parks,51.651
중랑구,commercial_area,44.4586
중랑구,industrial_area,55.8721
중랑구,residential_area,47.0941
중랑구,roads_and_parks,60.3266
중랑구,traditional_markets,42.1832
