자치구,스트레스분류,해결태그,장소명,카테고리,도로명주소,경도,위도,전화번호,플레이스URL
강서구,안전,키워드:느좋,엘포엘 강서 화곡역 본점,음식점>양식,"서울특별시 강서구 화곡로27가길 34 1층, 2층",126.8421014,37.5432692,,https://www.instagram.com/likeforlikes_official
강서구,안전,키워드:쉼터,쉼터닭꼬치,"술집>오뎅,꼬치",서울특별시 강서구 강서로18가길 4,126.8470976,37.5340879,,
강서구,안전,키워드:쉼터,안양천합수부,"레져,체육시설>공원",,126.8780014,37.5539145,,
강서구,안전,키워드:쉼터,봉제산책쉼터,"교육,학문>도서관",서울특별시 강서구 초록마을로15길 33 2층 봉제산책쉼터,126.8522231,37.542522,,https://www.facebook.com/gdllibrary/
강서구,안전,키워드:쉼터,쉼터분식 내발산점,분식>종합분식,서울특별시 강서구 강서로47길 34-8 1층,126.8344515,37.5531506,,
강서구,안전,키워드:야경,미치루 호야,술집>요리주점,서울특별시 강서구 마곡중앙6로 45 1층 126호,126.832627,37.5605502,,https://www.instagram.com/yakyung_magok
강서구,안전,키워드:야경,양천향교,"여행,명소>문화,유적",서울특별시 강서구 양천로47나길 53,126.8398222,37.5730734,,http://www.hyanggyo.net/
강서구,안전,키워드:야경,나이아가라 호텔,숙박>호텔,서울특별시 강서구 양천로 743,126.8786284,37.5491957,,http://www.hotelniagara.co.kr/
관악구,안전,키워드:사람,고기굽는사람들 샤로수길본점,"한식>육류,고기요리",서울특별시 관악구 관악로14길 70 효림빌딩 1층 106호,126.95647,37.4782651,,https://blog.naver.com/sbw1101
관악구,안전,키워드:사람,고기굽는사람들 남현점,"한식>육류,고기요리",서울특별시 관악구 남현1길 68-22 1층 고기굽는사람들,126.9812089,37.4748199,,https://www.instagram.com/gogoopsa_sadang/
관악구,안전,키워드:사람,농장사람들 낙성대역점,"한식>육류,고기요리",서울특별시 관악구 남부순환로 1895,126.9603862,37.4786383,,http://instagram.com/nj.por5488
관악구,안전,키워드:사람,농장사람들 현대시장점,"한식>육류,고기요리",서울특별시 관악구 양녕로 45 농장사람들 현대시장점,126.9467685,37.4861013,,http://instagram.com/people.of.ranch?igshid=47bappmoutin
관악구,안전,키워드:사람,농장사람들,"한식>육류,고기요리",서울특별시 관악구 남부순환로210길 6,126.9447575,37.4817164,,
관악구,안전,키워드:백화점,롯데백화점 관악점,"쇼핑,유통>백화점",서울특별시 관악구 봉천로 209 롯데백화점관악점,126.9249899,37.4905081,,https://www.lotteshopping.com/store/main?cstrCd=0006
관악구,안전,키워드:백화점,쟝블랑제리 롯데백화점관악점,"카페,디저트>베이커리",서울특별시 관악구 봉천로 209,126.9247798,37.4903811,,
관악구,안전,키워드:백화점,퐁퐁플라워 롯데백화점 관악센터,"키즈카페,실내놀이터",서울특별시 관악구 봉천로 209 롯데백화점 관악점 지하1층,126.9247208,37.4906052,,https://www.instagram.com/pongpong.flower_official/
관악구,안전,키워드:복합문화공간,관악아트홀 어린이라운지,"문화,예술>복합문화공간",서울특별시 관악구 신림로3길 35 관악아트홀 1층,126.9449004,37.4676199,,https://www.instagram.com/g_kidslounge/
관악구,안전,키워드:복합문화공간,관악아트홀,"문화,예술>복합문화공간",서울특별시 관악구 신림로3길 35 관악아트홀,126.9448831,37.4678313,,https://www.instagram.com/gwanak_arthall/
관악구,안전,키워드:복합문화공간,관천로 문화플랫폼 S1472,"문화,예술>복합문화공간",서울특별시 관악구 관천로 53,126.9257641,37.484099,,https://www.instagram.com/s1472.official/
관악구,안전,키워드:복합문화공간,관악청년청,"문화,예술>복합문화공간",서울특별시 관악구 남부순환로 1759,126.9456648,37.4822523,,https://www.checkin-gwanak.or.kr/main
관악구,안전,키워드:복합문화공간,서울청년센터 관악 청년문화공간 신림동쓰리룸,"문화,예술>복합문화공간",서울특별시 관악구 신림로 99 청년활력공간 1-2층,126.9384192,37.470249,,https://blog.naver.com/sillim3room
관악구,안전,키워드:느좋,사담,음식점>브런치,서울특별시 관악구 남부순환로 1852 5층 사담,126.9556022,37.4798783,,http://instagram.com/cafe.sadam
관악구,안전,키워드:느좋,CODE101,"카페,디저트>카페",서울특별시 관악구 보라매로 7 1층 CODE101,126.9274011,37.4901499,,https://inflow.pay.naver.com/rd?tr=ds&retUrl=https%3A%2F%2Fm.smartstore.naver.com%2Fcode101_&pType=M&no=&vcode=5nr37hTMbR0M2dOdVUu0tawrqK5gKr3O9B3PLWHPu0nRtiZLcE7yRZCiKFTDQh4ovPZA%2FT4e%2FKgvp7dQ4svXHpSyiayj6wew3%2BaCyVH1kpE%3D
관악구,안전,키워드:느좋,족발김사부 난곡본점,"한식>족발,보쌈",서울특별시 관악구 난곡로 323 1층,126.9141578,37.4829581,,https://blog.naver.com/growth_mind_set__
관악구,안전,키워드:느좋,우지커피 신림역점,"음식점>카페,디저트","서울특별시 관악구 신림로 344 1층 139호, 140호 우지커피 신림점",126.9298471,37.4850835,,https://blog.naver.com/oozycompany
관악구,안전,키워드:쉼터,청년공간 이음,"문화,예술>복합문화공간",서울특별시 관악구 봉천로62길 5 옥산빌딩,126.9589069,37.477847,,http://i-eum.net
관악구,안전,키워드:쉼터,신림동 주민센터 무더위쉼터,장소대여>공유누리 개방자원,서울특별시 관악구 봉천로 224 (신림동) 주민센터,126.9261574,37.4894621,,
관악구,안전,키워드:쉼터,은천동 주민센터 무더위쉼터,장소대여>공유누리 개방자원,서울특별시 관악구 봉천로33나길 30 (봉천동) 주민센터,126.9424278,37.4853086,,
관악구,안전,키워드:쉼터,낙성대동주민센터 무더위쉼터,장소대여>공유누리 개방자원,서울특별시 관악구 낙성대로4가길 5 (봉천동) 주민센터,126.9583884,37.476297,,
관악구,안전,키워드:쉼터,청룡산유아쉼터,장소대여>공유누리 개방자원,서울특별시 관악구 관악로5길 91-39 175-36 청룡산유아쉼터,126.9491959,37.4742125,,
광진구,안전,키워드:사람,시장을여는사람들 건대점,음식점>술집>요리주점,서울특별시 광진구 동일로22길 81 캠퍼스프라자 2층 204~207호,127.0687976,37.5414428,,https://www.instagram.com/gundae_sijangpeople_?igsh=NjV4OTM2MmprdWJu
광진구,안전,키워드:사람,좋은사람들,술집>요리주점,서울특별시 광진구 아차산로51길 36-1 성지빌딩,127.0851684,37.5386487,,
광진구,안전,키워드:사람,원두볶는사람들,"카페,디저트>카페",서울특별시 광진구 자양로13길 107 1층 원두볶는사람들,127.0798889,37.5322152,,
광진구,안전,키워드:사람,행복한사람녹음실,"서비스,산업>장소대여",서울특별시 광진구 면목로 182 지하1층,127.0831946,37.5692758,,https://youtube.com/asbjgn
광진구,안전,키워드:사람,굽이마다만나는사람들국수냉면,한식>냉면,서울특별시 광진구 긴고랑로11길 4 1층,127.0815616,37.5635109,,
광진구,안전,키워드:백화점,롯데백화점 건대스타시티점,"쇼핑,유통>백화점",서울특별시 광진구 능동로 92,127.0711558,37.5390773,,https://www.lotteshopping.com/store/main?cstrCd=0028
광진구,안전,키워드:백화점,교보문고 건대스타시티점,"쇼핑,유통>서점",서울특별시 광진구 능동로 92,127.07171,37.5393143,,https://store.kyobobook.co.kr/store-info/023
광진구,안전,키워드:백화점,나폴레옹과자점 롯데백화점 건대스타시티점,"카페,디저트>베이커리",서울특별시 광진구 능동로 92 롯데백화점 스타시티점 지하1층,127.0712174,37.5392168,,https://napoleonbakery.co.kr/
광진구,안전,키워드:복합문화공간,커먼그라운드,"문화,예술>복합문화공간",서울특별시 광진구 아차산로 200,127.0655807,37.5413847,,http://www.common-ground.co.kr/
광진구,안전,키워드:복합문화공간,리봄교육,"문화,예술>복합문화공간",서울특별시 광진구 군자로 75 지장빌딩 204호,127.0706542,37.5499303,,https://blog.naver.com/revomdesigner
광진구,안전,키워드:복합문화공간,CXC아트뮤지엄,"문화,예술>복합문화공간","서울특별시 광진구 아차산로 272 롯데시네마 3F, CxC ART MUSEUM",127.0725349,37.5387327,,
광진구,안전,키워드:복합문화공간,브이스퀘어,"문화,예술>복합문화공간",서울특별시 광진구 아차산로 272 스타시티몰 3층,127.0729962,37.5385583,,
광진구,안전,키워드:복합문화공간,한강플플,"문화,예술>복합문화공간","서울특별시 광진구 강변북로 2202 뚝섬 자벌레 1층, 3층",127.0652298,37.5299386,,https://www.j-bug.co.kr/
광진구,안전,키워드:느좋,탄토탄토,음식점>이탈리아음식,서울특별시 광진구 아차산로33길 49 2층,127.0707414,37.5425095,,https://www.instagram.com/tantotanto_ku
광진구,안전,키워드:느좋,신사소곱창 건대점,"육류,고기요리>곱창,막창,양",서울특별시 광진구 아차산로31길 39 1층 신사소곱창 건대점,127.0699917,37.542738,,https://www.instagram.com/sinsaso.konkuk_univ
광진구,안전,키워드:느좋,카페 오캄,"음식점>카페,디저트",서울특별시 광진구 동일로22길 117-23 1층~3층,127.070851,37.5416139,,https://www.instagram.com/oklm.cafe
광진구,안전,키워드:느좋,논밭집,음식점>한식,서울특별시 광진구 아차산로51길 46,127.0851243,37.5390991,,
광진구,안전,키워드:느좋,오드커피하우스,"음식점>카페,디저트",서울특별시 광진구 아차산로40길 16 1층,127.0783297,37.5370104,,https://www.instagram.com/odee_coffee_house
광진구,안전,키워드:쉼터,세븐일레븐 아차산쉼터점,"생활,편의>편의점",서울특별시 광진구 영화사로 139,127.1001479,37.5523784,,http://www.7-eleven.co.kr
광진구,안전,키워드:쉼터,건대역거리쉼터,"레져,체육시설>공원",,127.0704322,37.5385859,,
광진구,안전,키워드:야경,아차산,"여행,명소>산",,127.1027414,37.5668454,,
광진구,안전,키워드:야경,용마산,"여행,명소>산",,127.0957337,37.5711597,,
구로구,안전,키워드:사람,출출한사람들,음식점>한식,서울특별시 구로구 경인로53길 15,126.8746491,37.5009708,,
구로구,안전,키워드:백화점,NC 신구로점,"쇼핑,유통>백화점",서울특별시 구로구 구로중앙로 152 NC신구로점,126.8827188,37.5012181,,https://www.elandretail.com/m/store/store_01.do?branchID=00110053&lang=000600KO
구로구,안전,키워드:백화점,바르미스시샤브 신도림점,음식점>일식>샤브샤브,서울특별시 구로구 경인로 661 신도림1차 푸르지오 2층,126.8876252,37.5091022,,https://www.instagram.com/bareumi_official
구로구,안전,키워드:백화점,김가네곱창구이 대림역본점,"한식>곱창,막창,양",서울특별시 구로구 도림로 93 1층 김가네곱창구이,126.8934822,37.4909711,,http://instagram.com/kim.gop
구로구,안전,키워드:복합문화공간,서울아트책보고,"문화,예술>복합문화공간",서울특별시 구로구 경인로 430 고척스카이돔 지하1층,126.8673636,37.4991271,,http://artbookbogo.kr/seoul/index.do
구로구,안전,키워드:복합문화공간,구로청년공간 청년이룸,"문화,예술>복합문화공간",서울특별시 구로구 오리로 1130 지하1층,126.840057,37.4853359,,http://www.youtheroom.kr/
구로구,안전,키워드:복합문화공간,신도림문화공간다락,"문화,예술>복합문화공간",서울특별시 구로구 새말로 121-15 2층,126.8921193,37.5076206,,
구로구,안전,키워드:복합문화공간,천왕역 버들 마을활력소,"문화,예술>복합문화공간",서울특별시 구로구 오리로 1130 지하2층,126.8400335,37.4853046,,https://blog.naver.com/pink_vitamin
구로구,안전,키워드:안정,안정,"서비스,산업>기업",서울특별시 구로구 디지털로31길 12,126.8953489,37.4850869,,
구로구,안전,키워드:쉼터,일이삼카페 쉼터,"음식점>카페,디저트",서울특별시 구로구 경인로 393-7 2동 1층 41호~44호,126.8630394,37.4974484,,https://blog.naver.com/sc6704
구로구,안전,키워드:쉼터,고척근린공원,"여행,명소>근린공원",서울특별시 구로구 고척로45길 39 구로구민체육센터,126.8521495,37.5042943,,
구로구,안전,키워드:쉼터,고척근린공원축구장,"도시,테마공원>부속시설",,126.8520856,37.505909,,
구로구,안전,키워드:쉼터,고척근린공원테니스장,"도시,테마공원>부속시설",,126.8512032,37.5059321,,
구로구,안전,키워드:쉼터,고척근린공원농구장,"도시,테마공원>부속시설",,126.8522782,37.5048749,,
구로구,안전,키워드:야경,투 가이즈 투어,"서비스,산업>여행사",서울특별시 구로구 디지털로 288,126.8953657,37.4837318,,http://twoguystour.com
구로구,안전,키워드:야경,이벤트하우스 봄,"지원,대행>이벤트,파티",서울특별시 구로구 디지털로26길 123 지층,126.8977122,37.4830869,,http://www.love-city.kr
금천구,안전,키워드:사람,만두빚는사람들 독산점,음식점>분식,서울특별시 금천구 시흥대로122길 9,126.898788,37.469531,,
금천구,안전,키워드:백화점,선호에프엔비,기업>프랜차이즈본사,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 1908-4호,126.8837813,37.4814002,,
금천구,안전,키워드:복합문화공간,서울청년센터 금천,"문화,예술>복합문화공간","서울특별시 금천구 가산디지털1로 120 1층, 2층",126.8836906,37.4762452,,https://www.youthblg.org/
금천구,안전,키워드:복합문화공간,퍼블릭가산,"쇼핑,유통>종합도소매",서울특별시 금천구 디지털로 178,126.8870772,37.4766952,,https://www.instagram.com/publik_gasan/
금천구,안전,키워드:복합문화공간,청춘삘딩,"문화,예술>복합문화공간",서울특별시 금천구 시흥대로138길 10-11,126.8992936,37.4721725,,https://www.instagram.com/youthblg/
금천구,안전,키워드:복합문화공간,고요한집,"문화,예술>복합문화공간",서울특별시 금천구 시흥대로 315 금천롯데캐슬4차 219호,126.8962652,37.4609911,,https://www.instagram.com/goyohanzib
금천구,안전,키워드:복합문화공간,만천명월예술인가,"문화,예술>복합문화공간",서울특별시 금천구 은행나무로 44 만천명월예술인가,126.9074524,37.4507126,,http://www.mcmw.art/
금천구,안전,키워드:안정,홍익무역,"서비스,산업>기업",서울특별시 금천구 가산디지털2로 115 814호,126.8788955,37.4777943,,https://blog.naver.com/hongik91
금천구,안전,키워드:쉼터,[금천구 무더위쉼터] 금천어르신복지센터 무더위쉼터,장소대여>공유누리 개방자원,서울특별시 금천구 범안로17길 22 (독산동) 금천어르신복지센터,126.8944524,37.467483,,
금천구,안전,키워드:쉼터,[금천구 무더위쉼터] 금천현대아파트경로당 무더위쉼터,장소대여>공유누리 개방자원,"서울특별시 금천구 벚꽃로 73 (독산동, 금천현대아파트) 금천현대홈타운아파트경로당",126.8902351,37.4625026,,
금천구,안전,키워드:쉼터,[금천구 무더위쉼터] 신흥경로당 무더위쉼터,장소대여>공유누리 개방자원,서울특별시 금천구 금하로23길 155 (시흥동) 신흥경로당,126.9073572,37.4570196,,
금천구,안전,키워드:쉼터,[금천구 무더위쉼터] 세일경로당 무더위쉼터,장소대여>공유누리 개방자원,서울특별시 금천구 시흥대로147길 30-15 (독산동) 세일경로당,126.8961985,37.4747825,,
노원구,안전,키워드:사람,시장을여는사람들 노원점,음식점>술집>요리주점,서울특별시 노원구 노해로79길 6-19 2층 2호,127.0622495,37.6554569,,https://www.instagram.com/sijang_nowon
노원구,안전,키워드:백화점,롯데백화점 노원점,"쇼핑,유통>백화점",서울특별시 노원구 동일로 1414,127.0611155,37.6551094,,https://www.lotteshopping.com/store/main?cstrCd=0022
노원구,안전,키워드:백화점,구법원고로케 노원역2호점,"카페,디저트>베이커리",서울특별시 노원구 상계로1길 8 1층 102호,127.061785,37.6562219,,https://old-court-croquette.wywh.co.kr/
노원구,안전,키워드:백화점,예향정 노원점,음식점>한식,서울특별시 노원구 동일로217가길 31 2층,127.0586592,37.6531313,,https://naver.me/G5PHbqfV
노원구,안전,키워드:복합문화공간,숨쉬기 좋은 공간 숨숨,"문화,예술>복합문화공간",서울특별시 노원구 공릉로 168 3층,127.0800063,37.624997,,https://sumsumlib.cafe24.com/default/
노원구,안전,키워드:복합문화공간,LO ne 로네,"문화,예술>복합문화공간",서울특별시 노원구 동일로176길 39-9 1층,127.0769152,37.6207225,,
노원구,안전,키워드:복합문화공간,당현천당현마루,"문화,예술>복합문화공간",서울특별시 노원구 동일로 1322-70,127.0658892,37.6495019,,
노원구,안전,키워드:복합문화공간,문화살롱 5120,"문화,예술>복합문화공간",서울특별시 노원구 공릉로51길 20 B1,127.0757031,37.6283927,,https://www.instagram.com/salon_5120/
노원구,안전,키워드:복합문화공간,수락숲이랑,"문화,예술>복합문화공간",서울특별시 노원구 누원로 19,127.0524894,37.6873039,,
노원구,안전,키워드:느좋,카페 모노브릭,"음식점>카페,디저트",서울특별시 노원구 공릉로20길 5 1층 카페 모노브릭,127.0786149,37.6194274,,
노원구,안전,키워드:쉼터,쉼터왕족발,"한식>족발,보쌈",서울특별시 노원구 동일로 1680,127.0555729,37.678342,,
노원구,안전,키워드:쉼터,무더위쉼터 영축산어울마루,편의시설>무더위쉼터,서울특별시 노원구 광운로19가길 63-1 (영축산어울마루),127.059464,37.625352,,
노원구,안전,키워드:쉼터,쉼터당구장,"스포츠,오락>당구장",서울특별시 노원구 동일로 1083,127.0722332,37.6265518,,http://cafe.daum.net/shimtei/
노원구,안전,키워드:쉼터,무더위쉼터 월계한일1차아파트경로당,편의시설>무더위쉼터,서울특별시 노원구 석계로15길 25 (월계1차한일아파트 관리/노인정),127.061478,37.621905,,
노원구,안전,키워드:쉼터,무더위쉼터 학여울청구117동경로당,편의시설>무더위쉼터,"서울특별시 노원구 동일로207길 186 (하계동, 학여울청구아파트)",127.063134,37.633874,,
도봉구,안전,키워드:사람,저팔계사람잡네,한식>돼지고기구이,서울특별시 도봉구 덕릉로60길 5 1층,127.0398967,37.639946,,
도봉구,안전,키워드:사람,저팔계사람잡네 우이동점,한식>돼지고기구이,서울특별시 도봉구 삼양로 624,127.014103,37.6587952,,
도봉구,안전,키워드:사람,협동조합방아골사람들,"한식>백반,가정식",서울특별시 도봉구 시루봉로15라길 31,127.0331628,37.669285,,
도봉구,안전,키워드:백화점,아울렛DC백화점,"쇼핑,유통>종합생활용품",서울특별시 도봉구 덕릉로57길 30,127.037325,37.639913,,
도봉구,안전,키워드:복합문화공간,평화문화진지,"문화,예술>복합문화공간",서울특별시 도봉구 마들로 932,127.0471195,37.6908057,,http://culturebunker.or.kr
도봉구,안전,키워드:복합문화공간,씨드큐브 창동,"문화,예술>복합문화공간",서울특별시 도봉구 마들로13길 61 씨드큐브 창동,127.0497818,37.6541878,,
도봉구,안전,키워드:복합문화공간,서울청년센터 도봉,"문화,예술>복합문화공간",서울특별시 도봉구 마들로11길 75 서울청년센터 도봉,127.0487296,37.6531698,,https://www.instagram.com/youth_dobong
도봉구,안전,키워드:복합문화공간,메이커스쿨도봉,"문화,예술>복합문화공간",서울특별시 도봉구 마들로 656 1층 메이커스쿨도봉,127.047163,37.668768,,http://dbmakerschool.co.kr/index.html
도봉구,안전,키워드:복합문화공간,도봉구민청,"문화,예술>복합문화공간",서울특별시 도봉구 마들로 656 도봉구청,127.047163,37.668768,,https://www.instagram.com/9minchung
도봉구,안전,키워드:느좋,깡통소갈비살 도봉역본점,한식>소고기구이,서울특별시 도봉구 도봉로177길 9,127.0448684,37.6810658,,
도봉구,안전,키워드:쉼터,도봉산쉼터,음식점>한식,서울특별시 도봉구 도봉산3길 29,127.0439011,37.6860536,,
도봉구,안전,키워드:쉼터,도봉구민회관쉼터,"여행,명소>근린공원",서울특별시 도봉구 도봉로 552 도봉구민회관,127.038525,37.6544736,,
도봉구,안전,키워드:쉼터,커피한잔애,"음식점>카페,디저트",서울특별시 도봉구 덕릉로60길 68-5,127.04086,37.6370931,,
동대문구,안전,키워드:밝은,더모임,음식점>한식,서울특별시 동대문구 왕산로 6 B1,127.024479,37.5757275,,https://www.instagram.com/themoim9000?igsh=eTRiNHNkOW45dnd0
동대문구,안전,키워드:사람,백수씨 심야식당 회기본점,술집>요리주점,"서울특별시 동대문구 경희대로1길 8-15 1, 2층",127.0518684,37.5923974,,https://www.instagram.com/bagsoussi/
동대문구,안전,키워드:사람,신설동사람들,"술집>맥주,호프",서울특별시 동대문구 한빛로 33-2 1층 신설동사람들,127.0265242,37.578404,,
동대문구,안전,키워드:사람,자전거애사람들,"쇼핑,유통>자전거",서울특별시 동대문구 천호대로4길 21 파랑동 67호,127.0255028,37.5727132,,
동대문구,안전,키워드:사람,육회만드는사람들,음식점>일식>일식당,서울특별시 동대문구 답십리로66길 88 1층 106호,127.0663185,37.5690388,,
동대문구,안전,키워드:백화점,롯데백화점 청량리점,"쇼핑,유통>백화점",서울특별시 동대문구 왕산로 214,127.0475117,37.580736,,https://www.lotteshopping.com/store/main?cstrCd=0004
동대문구,안전,키워드:백화점,독립밀방 청량리,음식점>양식,서울특별시 동대문구 왕산로 214 청량리역사 3층 308호,127.0485255,37.5805062,,http://www.instagram.com/dongnip_millbang
동대문구,안전,키워드:백화점,애슐리퀸즈 롯데백화점 청량리점,음식점>패밀리레스토랑,서울특별시 동대문구 왕산로 214 롯데백화점 지하2층,127.0471851,37.5806253,,https://www.instagram.com/your_ashley/
동대문구,안전,키워드:백화점,로운 샤브샤브 청량리점,음식점>일식>샤브샤브,서울특별시 동대문구 왕산로 214 롯데백화점 청량리점 지하 2층,127.0473272,37.5805317,,https://bit.ly/로운청량리실시간대기
동대문구,안전,키워드:복합문화공간,서울한방진흥센터,"문화,예술>복합문화공간",서울특별시 동대문구 약령중앙로 26 서울한방진흥센터,127.0376805,37.580578,,http://kmedi.ddm.go.kr/
동대문구,안전,키워드:복합문화공간,금성전파사,"문화,예술>복합문화공간",서울특별시 동대문구 고산자로36길 3 경동시장 본관 3층,127.0386676,37.5796891,,https://goldstar.lge.co.kr
동대문구,안전,키워드:복합문화공간,김희수아트센터,"문화,예술>복합문화공간",서울특별시 동대문구 홍릉로 118 김희수아트센터,127.0428609,37.5907933,,http://www.soorimcf.or.kr
동대문구,안전,키워드:복합문화공간,서울청년센터 동대문,"문화,예술>복합문화공간",서울특별시 동대문구 회기로 165 서울청년센터 동대문,127.0545824,37.5906683,,https://blog.naver.com/syc_ddm
동대문구,안전,키워드:복합문화공간,넛지스 북카페 복합문화공간,"카페,디저트>북카페",서울특별시 동대문구 답십리로60길 1 1층,127.065566,37.5725685,,https://blog.naver.com/mamdale
동대문구,안전,키워드:안정,안정기업,"서비스,산업>기업",서울특별시 동대문구 천호대로17길 20,127.0324879,37.5749733,,
동대문구,안전,키워드:느좋,별밤 회기역점,술집>요리주점,서울특별시 동대문구 회기로 160-2 1층,127.053865,37.5905998,,https://www.instagram.com/starbam0115
동대문구,안전,키워드:쉼터,우리동네연구소,"문화,예술>복합문화공간",서울특별시 동대문구 이문로16길 21 지층,127.0598362,37.594306,,https://www.instagram.com/wooridongnelab
동대문구,안전,키워드:쉼터,무더위쉼터 동답한신아파트경로당,편의시설>무더위쉼터,서울특별시 동대문구 답십리로 210-30 (동답한신아파트),127.062579,37.57081,,
동작구,안전,키워드:사람,농장사람들 상도본점,"한식>육류,고기요리",서울특별시 동작구 상도로 230 농장사람들 상도본점,126.9442228,37.5050863,,https://instagram.com/people.of.ranch?igshid=47bappmoutin
동작구,안전,키워드:사람,농장사람들 흑석역점,"육류,고기요리>정육식당",서울특별시 동작구 현충로 92 2층,126.9640921,37.5081374,,
동작구,안전,키워드:백화점,뭉텅 신대방삼거리역점,"육류,고기요리>돼지고기구이",서울특별시 동작구 상도로 54 1층,126.9263816,37.4996403,,https://www.instagram.com/moongteong_sindaebang?igsh=bWwwOWNjdXE1anZv
동작구,안전,키워드:백화점,보라매 궁중삼계탕,"한식>백숙,삼계탕","서울특별시 동작구 보라매로5길 43 보라매삼성쉐르빌 117호, 118호",126.9233346,37.4912307,,https://www.instagram.com/boramae_gungjung?igsh=b3M0YmxtbGQ0dmoz
동작구,안전,키워드:복합문화공간,서울여성플라자,"문화,예술>복합문화공간",서울특별시 동작구 여의대방로54길 18,126.9272598,37.5117734,,
동작구,안전,키워드:복합문화공간,사당연습실 호프만,"서비스,산업>장소대여",서울특별시 동작구 동작대로3길 40 지하,126.9793363,37.4787811,,https://cafe.naver.com/hofmannhall1/16
동작구,안전,키워드:복합문화공간,대륙서점,"쇼핑,유통>서점",서울특별시 동작구 성대로 40 1층대륙서점,126.933292,37.498981,,https://www.instagram.com/daerukbooks?igshid=l12z4ktyz22s
동작구,안전,키워드:복합문화공간,첼라연습실,"서비스,산업>장소대여",서울특별시 동작구 동작대로3길 40 지하,126.979343,37.4787729,,https://cafe.naver.com/hofmannhall1/17
동작구,안전,키워드:복합문화공간,CCB 스탠다드,"문화,예술>복합문화공간",서울특별시 동작구 서달로 161-1 2층,126.9622591,37.5078135,,https://www.classic-culture.com
동작구,안전,키워드:느좋,한울갈비,"한식>육류,고기요리",서울특별시 동작구 동작대로1길 9 2호선 8번 출구로 나오신 후 좌측 골목 20m 전방 좌측에 위치. 4호선 9번 출구로 나오신 후 앞 우측 골목,126.9807888,37.4772321,,
동작구,안전,키워드:느좋,보라매 팔팔해물탕,"한식>매운탕,해물탕",서울특별시 동작구 여의대방로22가길 10 1층 팔팔해물탕,126.9199669,37.4972413,,https://blog.naver.com/cjswopht88
동작구,안전,키워드:느좋,레크레오 브런치 카페,음식점>브런치,서울특별시 동작구 여의대방로22나길 35 1층,126.9217693,37.4965509,,https://www.instagram.com/rec_reo_
동작구,안전,키워드:느좋,"그래, 여기","음식점>카페,디저트","서울특별시 동작구 동작대로9길 22 1층 카페 그래,여기",126.9803417,37.480697,,
동작구,안전,키워드:쉼터,거북이 쉼터 카페,"카페,디저트>카페",서울특별시 동작구 양녕로26길 20 1층 거북이쉼터카페,126.944057,37.4977175,,
동작구,안전,키워드:쉼터,숲속작은도서관 글헤는숲,"교육,학문>도서관",,126.9574997,37.4996937,,https://cafe.naver.com/dreamdotory
동작구,안전,키워드:쉼터,쉼터호프,"술집>맥주,호프","서울특별시 동작구 여의대방로 250 B1층 (대방동,대림쇼핑타운)",126.924807,37.5087258,,
동작구,안전,키워드:쉼터,성대골쉼터,"레져,체육시설>공원",,126.9368299,37.4976328,,
동작구,안전,키워드:야경,사육신역사공원,"여행,명소>근린공원",서울특별시 동작구 노량진로 191,126.948636,37.5137049,,
마포구,안전,키워드:밝은,월드컵컨벤션,"연애,결혼>예식장",서울특별시 마포구 월드컵로 240 2층 (성산동 서울월드컵경기장 서측),126.8962862,37.5685783,,http://wocon.co.kr
마포구,안전,키워드:사람,시장을여는사람들 홍대점,음식점>술집>요리주점,서울특별시 마포구 잔다리로 5-1 2층,126.9223103,37.5505526,,https://www.instagram.com/sijang_people
마포구,안전,키워드:사람,사람사는이야기 합정점,술집>요리주점,서울특별시 마포구 어울마당로5길 52 사람사는이야기 합정점,126.9179627,37.5500443,,https://www.instagram.com/442_hapjeong
마포구,안전,키워드:사람,안녕낯선사람,"카페,디저트>카페","서울특별시 마포구 어울마당로5길 40 1층 카페 안녕,낯선사람",126.9185288,37.5497944,,https://www.instagram.com/cafehellostranger_official
마포구,안전,키워드:사람,두사람사진관,"생활,편의>사진,스튜디오",서울특별시 마포구 월드컵북로20안길 14,126.9143574,37.5649556,,https://pf.kakao.com/_itWAG
마포구,안전,키워드:사람,사람을지키는사람들,"스포츠,오락>무예,격투기",서울특별시 마포구 성산로2길 21,126.9063021,37.5634323,,
마포구,안전,키워드:백화점,AK PLAZA 홍대,"쇼핑,유통>백화점",서울특별시 마포구 양화로 188,126.9260949,37.5581871,,https://www.instagram.com/akplaza_hongdae
마포구,안전,키워드:백화점,퐁타이 신촌본점,음식점>태국음식,서울특별시 마포구 백범로 8 2층,126.9367693,37.5538783,,https://www.instagram.com/pongthaii
마포구,안전,키워드:백화점,굿즈모먼트,"쇼핑,유통>백화점",서울특별시 마포구 성미산로 151-1 1~4층,126.9232482,37.564486,,https://www.instagram.com/goods_moment/
마포구,안전,키워드:복합문화공간,KT&amp;G 상상마당,"문화,예술>복합문화공간",서울특별시 마포구 어울마당로 65 상상마당빌딩,126.9210617,37.5509494,,https://www.sangsangmadang.com/
마포구,안전,키워드:복합문화공간,문화비축기지,"문화,예술>복합문화공간",서울특별시 마포구 증산로 87,126.8941191,37.571105,,https://blog.naver.com/culturetank
