연도,자치구코드,모형,연평균_스트레스점수,연합계_총이동인구수,연평균_평균이동시간,월개수
2023,11010,CRITIC기반,16.917614812343693,15108985.53,64.66103165686023,1
2023,11010,PCA기반,30.372794925136557,15108985.53,64.66103165686023,1
2023,11010,문헌기반,27.41077101457738,15108985.53,64.66103165686023,1
2023,11020,CRITIC기반,16.77986515141567,15499624.49,63.724252287522056,1
2023,11020,PCA기반,30.534362461113442,15499624.49,63.724252287522056,1
2023,11020,문헌기반,27.62480262202518,15499624.49,63.724252287522056,1
2023,11030,CRITIC기반,12.60298477729426,12329147.13,58.208757627749286,1
2023,11030,PCA기반,23.49938761808032,12329147.13,58.208757627749286,1
2023,11030,문헌기반,21.526863867946098,12329147.13,58.208757627749286,1
2023,11040,CRITIC기반,13.677828458505463,14565625.51,55.55024537572629,1
2023,11040,PCA기반,26.536762515650093,14565625.51,55.55024537572629,1
2023,11040,문헌기반,24.438093472464722,14565625.51,55.55024537572629,1
2023,11050,CRITIC기반,14.215672301794873,15558980.75,53.9537878481718,1
2023,11050,PCA기반,28.026922462166706,15558980.75,53.9537878481718,1
2023,11050,문헌기반,25.893662873132193,15558980.75,53.9537878481718,1
2023,11060,CRITIC기반,14.199488826560987,15304664.04,54.864460046329285,1
2023,11060,PCA기반,27.763960463495984,15304664.04,54.864460046329285,1
2023,11060,문헌기반,25.59784359464358,15304664.04,54.864460046329285,1
2023,11070,CRITIC기반,11.97997712519918,13124483.6,53.62150957845494,1
2023,11070,PCA기반,23.585355287684624,13124483.6,53.62150957845494,1
2023,11070,문헌기반,21.82321533736089,13124483.6,53.62150957845494,1
2023,11080,CRITIC기반,15.700457542092698,17031148.24,54.79253693447648,1
2023,11080,PCA기반,30.844439924090725,17031148.24,54.79253693447648,1
2023,11080,문헌기반,28.435004865567368,17031148.24,54.79253693447648,1
2023,11090,CRITIC기반,10.200806319675126,10711044.08,54.89129259709021,1
2023,11090,PCA기반,19.60496213381616,10711044.08,54.89129259709021,1
2023,11090,문헌기반,18.102913501650225,10711044.08,54.89129259709021,1
2023,11100,CRITIC기반,9.337161973119098,10103835.52,53.64717965926505,1
2023,11100,PCA기반,18.230052602168765,10103835.52,53.64717965926505,1
2023,11100,문헌기반,16.878974582198467,10103835.52,53.64717965926505,1
2023,11110,CRITIC기반,17.36125181785981,19222373.55,53.684101421182184,1
2023,11110,PCA기반,34.46454969396378,19222373.55,53.684101421182184,1
2023,11110,문헌기반,31.86095729501521,19222373.55,53.684101421182184,1
2023,11120,CRITIC기반,15.134635597869426,16319301.08,54.74388748039628,1
2023,11120,PCA기반,29.64915550602746,16319301.08,54.74388748039628,1
2023,11120,문헌기반,27.343477545683793,16319301.08,54.74388748039628,1
2023,11130,CRITIC기반,14.8225105001159,15324858.959999999,57.29298305364346,1
2023,11130,PCA기반,28.38200522631276,15324858.959999999,57.29298305364346,1
2023,11130,문헌기반,26.033320107835333,15324858.959999999,57.29298305364346,1
2023,11140,CRITIC기반,18.35212285188725,19541484.23,55.71329855273179,1
2023,11140,PCA기반,35.86362738899013,19541484.23,55.71329855273179,1
2023,11140,문헌기반,32.955371163692504,19541484.23,55.71329855273179,1
2023,11150,CRITIC기반,12.043828477528844,13909122.37,51.48805062327605,1
2023,11150,PCA기반,24.34692924210622,13909122.37,51.48805062327605,1
2023,11150,문헌기반,22.647601657434006,13909122.37,51.48805062327605,1
2023,11160,CRITIC기반,19.744981903370654,21590834.53,54.749412143169394,1
2023,11160,PCA기반,39.03634007127263,21590834.53,54.749412143169394,1
2023,11160,문헌기반,35.97359172019231,21590834.53,54.749412143169394,1
2023,11170,CRITIC기반,14.801403607367538,15435788.15,56.313075826674286,1
2023,11170,PCA기반,28.541434115129878,15435788.15,56.313075826674286,1
2023,11170,문헌기반,26.22625505067134,15435788.15,56.313075826674286,1
2023,11180,CRITIC기반,8.899829024799208,8700432.18,57.50738205593992,1
2023,11180,PCA기반,16.285297261842505,8700432.18,57.50738205593992,1
2023,11180,문헌기반,15.003228779710978,8700432.18,57.50738205593992,1
2023,11190,CRITIC기반,20.610733079538136,21693268.41,57.107813601219426,1
2023,11190,PCA기반,40.14879136277116,21693268.41,57.107813601219426,1
2023,11190,문헌기반,36.7644592135842,21693268.41,57.107813601219426,1
2023,11200,CRITIC기반,13.93937670671007,14967092.48,54.94185999781218,1
2023,11200,PCA기반,27.205300042814933,14967092.48,54.94185999781218,1
2023,11200,문헌기반,25.08210284558255,14967092.48,54.94185999781218,1
2023,11210,CRITIC기반,16.384915890996123,17541249.77,55.37552820899181,1
2023,11210,PCA기반,32.02120956282018,17541249.77,55.37552820899181,1
2023,11210,문헌기반,29.470196291678985,17541249.77,55.37552820899181,1
2023,11220,CRITIC기반,25.144660978138454,25955639.74,59.20077945128408,1
2023,11220,PCA기반,48.78722117583128,25955639.74,59.20077945128408,1
2023,11220,문헌기반,44.41540072806143,25955639.74,59.20077945128408,1
2023,11230,CRITIC기반,36.86738363337291,38707875.19,59.78142188260035,1
2023,11230,PCA기반,72.55140078919638,38707875.19,59.78142188260035,1
2023,11230,문헌기반,65.84173156845138,38707875.19,59.78142188260035,1
2023,11240,CRITIC기반,29.44760358522103,31594052.59,56.42355422172029,1
2023,11240,PCA기반,58.14473371914003,31594052.59,56.42355422172029,1
2023,11240,문헌기반,53.26664560566103,31594052.59,56.42355422172029,1
