파일명,원본행수,전처리후행수,커버리지
20231101_OUTPUT.csv,7321081,4981358,0.9625849911345131
20231102_OUTPUT.csv,7423710,5013362,0.9632960450950108
20231103_OUTPUT.csv,7416122,4934601,0.9631404539857354
20231104_OUTPUT.csv,6759115,4436975,0.9642939490666603
20231105_OUTPUT.csv,5262746,3628491,0.9609031602537316
20231106_OUTPUT.csv,6628428,4672947,0.9630598141706916
20231107_OUTPUT.csv,7144904,4915180,0.9637915023022595
20231108_OUTPUT.csv,7322876,5000676,0.963618699633521
20231109_OUTPUT.csv,7215106,4934579,0.964204092673413
20231110_OUTPUT.csv,7371785,4938092,0.9636483000017815
20231111_OUTPUT.csv,6491085,4313827,0.9645070844261344
20231112_OUTPUT.csv,5365600,3712188,0.9623844990679886
20231113_OUTPUT.csv,6904710,4818243,0.9632113085659224
20231114_OUTPUT.csv,7141269,4928701,0.9635957413889843
20231115_OUTPUT.csv,7323518,5019547,0.962669481095566
20231116_OUTPUT.csv,6471084,4542416,0.9633691266321988
20231117_OUTPUT.csv,7240130,4858369,0.9635610850286448
20231118_OUTPUT.csv,6367608,4239011,0.9648692758737021
20231119_OUTPUT.csv,5554253,3823766,0.9630925074599546
20231120_OUTPUT.csv,7033058,4880370,0.9630424096168991
20231121_OUTPUT.csv,7186543,4948399,0.9639609321985332
20231122_OUTPUT.csv,7235411,4957256,0.9640137510590363
20231123_OUTPUT.csv,7154118,4900388,0.9646179765534987
20231124_OUTPUT.csv,7195268,4822931,0.9645088325530992
20231125_OUTPUT.csv,6307363,4187966,0.9650067140628246
20231126_OUTPUT.csv,5388108,3701466,0.9630929026637132
20231127_OUTPUT.csv,6752667,4712334,0.9633316704646884
20231128_OUTPUT.csv,7019415,4830167,0.9648392137129546
20231129_OUTPUT.csv,7039820,4823213,0.9651223964193412
20231130_OUTPUT.csv,6839305,4606662,0.9655468570005717
