연도,월,출발_자치구코드,도착_자치구코드,출발_장소유형,도착_장소유형,이동유형,총이동인구수,인구가중평균이동시간
2022,1,11010,11010,기타,집,기타→집,640577.69,34.230286852481555
2022,1,11010,11010,집,기타,집→기타,609165.58,32.03683238307719
2022,1,11010,11010,집,직장,집→직장,406464.79,30.0037561433058
2022,1,11010,11010,직장,집,직장→집,392560.12,32.10874688442626
2022,1,11010,11020,기타,집,기타→집,119360.8,45.94888707180247
2022,1,11010,11020,집,기타,집→기타,188647.13,40.83704856787379
2022,1,11010,11020,집,직장,집→직장,183253.17,36.54623988223505
2022,1,11010,11020,직장,집,직장→집,111324.73,36.64647989714415
2022,1,11010,11030,기타,집,기타→집,115424.56,57.27822397590253
2022,1,11010,11030,집,기타,집→기타,45281.35,51.96396176350749
2022,1,11010,11030,집,직장,집→직장,34779.14,45.87672524392495
2022,1,11010,11030,직장,집,직장→집,87536.2,50.25759697131015
2022,1,11010,11040,기타,집,기타→집,113903.1,58.95013191036942
2022,1,11010,11040,집,기타,집→기타,34979.39,52.17894165678704
2022,1,11010,11040,집,직장,집→직장,37289.53,46.27570553986602
2022,1,11010,11040,직장,집,직장→집,111493.59,49.21332499922193
2022,1,11010,11050,기타,집,기타→집,73710.67,73.23697274763613
2022,1,11010,11050,집,기타,집→기타,16438.13,68.60737322310992
2022,1,11010,11050,집,직장,집→직장,12684.63,57.39786103339239
2022,1,11010,11050,직장,집,직장→집,75823.56999999999,61.93685670563916
2022,1,11010,11060,기타,집,기타→집,159188.68,60.72189925816333
2022,1,11010,11060,집,기타,집→기타,63558.71,49.08171861889583
2022,1,11010,11060,집,직장,집→직장,47683.23,41.787837778606864
2022,1,11010,11060,직장,집,직장→집,175794.52,50.37898712656117
2022,1,11010,11070,기타,집,기타→집,79206.27,80.38025373496315
2022,1,11010,11070,집,기타,집→기타,10212.28,64.69800279663306
2022,1,11010,11070,집,직장,집→직장,8370.06,56.15597737650626
2022,1,11010,11070,직장,집,직장→집,88758.61,66.99876733085388
2022,1,11010,11080,기타,집,기타→집,378891.39,51.59773540908385
2022,1,11010,11080,집,기타,집→기타,115502.57,37.63126569391486
2022,1,11010,11080,집,직장,집→직장,69798.97,38.648712294751626
2022,1,11010,11080,직장,집,직장→집,352703.82,47.63484228778696
2022,1,11010,11090,기타,집,기타→집,123375.5,71.83616552719138
2022,1,11010,11090,집,기타,집→기타,18590.31,55.91281210480083
2022,1,11010,11090,집,직장,집→직장,17013.77,53.70559611420632
2022,1,11010,11090,직장,집,직장→집,154913.73,60.55816066142104
2022,1,11010,11100,기타,집,기타→집,88931.79,78.76554739312006
2022,1,11010,11100,집,기타,집→기타,10663.69,71.54295651880352
2022,1,11010,11100,집,직장,집→직장,8336.74,62.28898226405045
2022,1,11010,11100,직장,집,직장→집,104559.65,66.67124823007728
2022,1,11010,11110,기타,집,기타→집,128897.36,80.1206722930555
2022,1,11010,11110,집,기타,집→기타,14241.77,65.41314527618407
2022,1,11010,11110,집,직장,집→직장,11838.3,63.51721784377825
2022,1,11010,11110,직장,집,직장→집,138539.69,67.54485137075159
2022,1,11010,11120,기타,집,기타→집,197262.32,64.74478101038251
2022,1,11010,11120,집,기타,집→기타,58817.82,41.73187156545414
2022,1,11010,11120,집,직장,집→직장,28436.52,45.520556312797765
2022,1,11010,11120,직장,집,직장→집,225309.52,56.94995484434036
2022,1,11010,11130,기타,집,기타→집,243903.85,49.24718699602322
2022,1,11010,11130,집,기타,집→기타,109994.08,38.3443788065685
2022,1,11010,11130,집,직장,집→직장,65032.47,35.824583319686305
2022,1,11010,11130,직장,집,직장→집,196731.88,46.56439185148843
2022,1,11010,11140,기타,집,기타→집,140984.29,60.43641075186461
2022,1,11010,11140,집,기타,집→기타,53634.56,54.87741206416162
2022,1,11010,11140,집,직장,집→직장,41514.43,48.25800185622204
2022,1,11010,11140,직장,집,직장→집,122608.62,51.44609595964786
2022,1,11010,11150,기타,집,기타→집,64285.93,82.83145767666424
2022,1,11010,11150,집,기타,집→기타,7467.29,71.59020340712627
2022,1,11010,11150,집,직장,집→직장,5378.07,63.63055148036378
2022,1,11010,11150,직장,집,직장→집,56165.67,69.27529699191696
2022,1,11010,11160,기타,집,기타→집,85103.8,88.13150270610713
2022,1,11010,11160,집,기타,집→기타,14265.35,74.37032529871331
2022,1,11010,11160,집,직장,집→직장,10099.15,66.2125941292089
2022,1,11010,11160,직장,집,직장→집,79847.73,74.0757007118424
2022,1,11010,11170,기타,집,기타→집,53784.87,87.54938405540443
2022,1,11010,11170,집,기타,집→기타,7540.179999999999,74.84543207191341
2022,1,11010,11170,집,직장,집→직장,8961.41,68.17269157420539
2022,1,11010,11170,직장,집,직장→집,51907.78,73.12124829842463
2022,1,11010,11180,기타,집,기타→집,20796.88,98.37635116421308
2022,1,11010,11180,집,기타,집→기타,4338.84,81.95021019442984
2022,1,11010,11180,집,직장,집→직장,6326.46,74.4155151538143
2022,1,11010,11180,직장,집,직장→집,17775.86,80.1535700663709
2022,1,11010,11190,기타,집,기타→집,78196.23,71.35149239291971
2022,1,11010,11190,집,기타,집→기타,30194.36,61.65135873057088
2022,1,11010,11190,집,직장,집→직장,31778.04,53.60357876067875
2022,1,11010,11190,직장,집,직장→집,79409.65,59.85973996863102
2022,1,11010,11200,기타,집,기타→집,79684.13,77.38291966041419
2022,1,11010,11200,집,기타,집→기타,11591.07,63.39065245917762
2022,1,11010,11200,집,직장,집→직장,10131.89,58.43223524929702
2022,1,11010,11200,직장,집,직장→집,64939.23,63.80662659535693
2022,1,11010,11210,기타,집,기타→집,75192.52,89.01634271600419
2022,1,11010,11210,집,기타,집→기타,10186.44,77.69673507133012
2022,1,11010,11210,집,직장,집→직장,7182.62,71.23433092659782
2022,1,11010,11210,직장,집,직장→집,56474.55,76.93671733550777
2022,1,11010,11220,기타,집,기타→집,92139.6,71.19294841740141
2022,1,11010,11220,집,기타,집→기타,42518.24,65.23226572877898
2022,1,11010,11220,집,직장,집→직장,40374.29,59.94530529205591
2022,1,11010,11220,직장,집,직장→집,70402.59,62.4050696146264
2022,1,11010,11230,기타,집,기타→집,109055.55,75.53111794860509
2022,1,11010,11230,집,기타,집→기타,67460.92,66.13583256795194
2022,1,11010,11230,집,직장,집→직장,74876.49,59.63925672797964
2022,1,11010,11230,직장,집,직장→집,80500.53,64.5404907272039
2022,1,11010,11240,기타,집,기타→집,94705.41,89.53023285575766
2022,1,11010,11240,집,기타,집→기타,20510.03,78.55970030272994
2022,1,11010,11240,집,직장,집→직장,16200.38,71.43807552662345
2022,1,11010,11240,직장,집,직장→집,82953.43,74.3299240308689
2022,1,11010,11250,기타,집,기타→집,70673.75,91.1643289057111
2022,1,11010,11250,집,기타,집→기타,8196.64,79.80103676628472
2022,1,11010,11250,집,직장,집→직장,7212.89,75.6725348646659
2022,1,11010,11250,직장,집,직장→집,71912.85,76.65099158217203
2022,1,11010,21010,기타,집,기타→집,123.3,264.42254663422545
2022,1,11010,21020,기타,집,기타→집,176.13,298.3667745415318
2022,1,11010,21020,직장,집,직장→집,9.57,237.0
2022,1,11010,21030,기타,집,기타→집,192.75,275.58770428015566
2022,1,11010,21040,기타,집,기타→집,205.44,358.9404692367601
2022,1,11010,21040,직장,집,직장→집,4.12,264.5
2022,1,11010,21050,기타,집,기타→집,557.72,291.6691350498457
2022,1,11010,21050,직장,집,직장→집,20.71,266.8918396909705
2022,1,11010,21060,기타,집,기타→집,509.95,307.570820668693
2022,1,11010,21060,직장,집,직장→집,12.08,261.6274834437086
2022,1,11010,21070,기타,집,기타→집,644.9,326.41563033028376
2022,1,11010,21070,직장,집,직장→집,29.0,299.8141379310345
2022,1,11010,21080,기타,집,기타→집,356.82,319.8390785269884
2022,1,11010,21080,직장,집,직장→집,17.6,260.45681818181816
2022,1,11010,21090,기타,집,기타→집,814.71,318.8716966773453
2022,1,11010,21090,직장,집,직장→집,59.83,302.4728397125188
2022,1,11010,21100,기타,집,기타→집,449.48,333.4791981845689
2022,1,11010,21100,직장,집,직장→집,12.67,269.71507498026835
2022,1,11010,21110,기타,집,기타→집,479.55,307.05048482952765
2022,1,11010,21110,직장,집,직장→집,6.1,186.0
2022,1,11010,21120,기타,집,기타→집,218.24,329.14089992668625
2022,1,11010,21130,기타,집,기타→집,486.4,297.6735197368421
2022,1,11010,21130,직장,집,직장→집,4.48,257.0
2022,1,11010,21140,기타,집,기타→집,404.87,301.7938844567392
2022,1,11010,21140,직장,집,직장→집,22.35,244.4845637583892
2022,1,11010,21150,기타,집,기타→집,205.58,313.0977235139605
2022,1,11010,21150,직장,집,직장→집,8.08,275.5
2022,1,11010,21310,기타,집,기타→집,185.55,306.5409323632444
2022,1,11010,22010,기타,집,기타→집,333.54,240.11189062781077
2022,1,11010,22010,직장,집,직장→집,9.86,208.56795131845843
2022,1,11010,22020,기타,집,기타→집,728.33,246.35172243351224
2022,1,11010,22020,직장,집,직장→집,35.31,201.97252902860376
2022,1,11010,22030,기타,집,기타→집,208.85,272.5717500598516
2022,1,11010,22030,직장,집,직장→집,14.44,253.44806094182823
2022,1,11010,22040,기타,집,기타→집,311.78,234.0947142215665
2022,1,11010,22040,직장,집,직장→집,10.36,204.15154440154444
2022,1,11010,22050,기타,집,기타→집,1046.19,244.55232797101863
2022,1,11010,22050,직장,집,직장→집,45.05,203.62597114317427
2022,1,11010,22060,기타,집,기타→집,1688.22,242.46617739394156
2022,1,11010,22060,직장,집,직장→집,117.18,231.55768902543096
2022,1,11010,22070,기타,집,기타→집,1299.05,268.48898040876026
2022,1,11010,22070,직장,집,직장→집,51.21,216.3708260105448
2022,1,11010,22310,기타,집,기타→집,490.26,268.2528250316159
2022,1,11010,22310,직장,집,직장→집,8.6,229.6837209302325
2022,1,11010,23010,기타,집,기타→집,7570.16,125.50662601583058
2022,1,11010,23010,직장,집,직장→집,3452.52,107.28725105140592
2022,1,11010,23020,기타,집,기타→집,1456.63,123.74616752366764
2022,1,11010,23020,직장,집,직장→집,1199.65,102.69125161505438
2022,1,11010,23030,기타,집,기타→집,12676.5,127.91747879935312
2022,1,11010,23030,직장,집,직장→집,8996.15,109.67261439615837
2022,1,11010,23040,기타,집,기타→집,11778.14,131.89863934373338
2022,1,11010,23040,직장,집,직장→집,5255.13,114.67531345561386
2022,1,11010,23050,기타,집,기타→집,16152.22,125.97681742819252
2022,1,11010,23050,직장,집,직장→집,9756.59,106.82406558028984
2022,1,11010,23060,기타,집,기타→집,23718.25,114.11713511747284
2022,1,11010,23060,직장,집,직장→집,21347.26,98.2680667214434
2022,1,11010,23070,기타,집,기타→집,13762.06,112.01335483205276
2022,1,11010,23070,직장,집,직장→집,10854.45,91.31907742907286
2022,1,11010,23080,기타,집,기타→집,25250.16,115.85495339435472
2022,1,11010,23080,직장,집,직장→집,18327.31,96.64611064035036
2022,1,11010,23310,기타,집,기타→집,1850.47,156.60790501872495
2022,1,11010,23310,직장,집,직장→집,213.35,106.2947738457933
2022,1,11010,23320,기타,집,기타→집,85.2,221.2225352112676
2022,1,11010,24010,기타,집,기타→집,276.99,264.97209285533773
2022,1,11010,24010,직장,집,직장→집,3.27,213.0
2022,1,11010,24020,기타,집,기타→집,665.34,268.9750653801064
2022,1,11010,24020,직장,집,직장→집,39.63,203.3636134241736
2022,1,11010,24030,기타,집,기타→집,563.13,278.2354163337062
2022,1,11010,24030,직장,집,직장→집,17.959999999999997,252.5239420935412
2022,1,11010,24040,기타,집,기타→집,849.82,292.5226400884893
2022,1,11010,24040,직장,집,직장→집,23.340000000000003,252.3033419023136
2022,1,11010,24050,기타,집,기타→집,622.51,263.67250325295976
2022,1,11010,24050,직장,집,직장→집,10.99,251.1956323930846
2022,1,11010,25010,기타,집,기타→집,1164.1,193.91833175844
2022,1,11010,25010,직장,집,직장→집,135.92,132.0582695703355
2022,1,11010,25020,기타,집,기타→집,1321.11,190.12068639250327
2022,1,11010,25020,직장,집,직장→집,82.14,159.12990017044072
2022,1,11010,25030,기타,집,기타→집,3248.8,196.98643806944105
2022,1,11010,25030,직장,집,직장→집,400.13,158.14085422237773
2022,1,11010,25040,기타,집,기타→집,3404.3,206.49024762799988
2022,1,11010,25040,직장,집,직장→집,325.55,164.14037782214714
2022,1,11010,25050,기타,집,기타→집,808.5,191.08112554112557
2022,1,11010,25050,직장,집,직장→집,59.4,128.48737373737373
2022,1,11010,26010,기타,집,기타→집,370.82,290.6794401596462
2022,1,11010,26010,직장,집,직장→집,42.01,239.877648179005
2022,1,11010,26020,기타,집,기타→집,630.73,283.7720102103911
2022,1,11010,26020,직장,집,직장→집,29.66,234.8405259608901
2022,1,11010,26030,기타,집,기타→집,163.41,295.4942781959489
2022,1,11010,26030,직장,집,직장→집,4.08,263.0
2022,1,11010,26040,기타,집,기타→집,178.74,320.3190668009399
2022,1,11010,26040,직장,집,직장→집,20.73,247.82682103232028
2022,1,11010,26310,기타,집,기타→집,429.16,294.1225417093858
2022,1,11010,26310,직장,집,직장→집,24.3,204.7485596707819
2022,1,11010,29010,기타,집,기타→집,4716.59,172.89051412143095
2022,1,11010,29010,직장,집,직장→집,1310.63,143.14390026170622
2022,1,11010,31011,기타,집,기타→집,11733.99,120.2383127989712
2022,1,11010,31011,직장,집,직장→집,7217.54,102.09964891084776
2022,1,11010,31012,기타,집,기타→집,11399.58,121.86703457495804
2022,1,11010,31012,직장,집,직장→집,7409.87,103.52871642822343
2022,1,11010,31013,기타,집,기타→집,7267.91,123.98309555291686
2022,1,11010,31013,직장,집,직장→집,4521.48,104.01248263842814
2022,1,11010,31014,기타,집,기타→집,14964.74,119.29075680566451
2022,1,11010,31014,직장,집,직장→집,8538.58,108.87047963478706
2022,1,11010,31021,기타,집,기타→집,16623.57,105.89573178324513
2022,1,11010,31021,직장,집,직장→집,12246.39,92.29950867153504
2022,1,11010,31022,기타,집,기타→집,10441.97,112.86227694582536
2022,1,11010,31022,직장,집,직장→집,7646.85,96.37214670092914
2022,1,11010,31023,기타,집,기타→집,56324.78,99.61698350175536
2022,1,11010,31023,직장,집,직장→집,41667.29,86.64789454749756
2022,1,11010,31030,기타,집,기타→집,56105.27,101.18773013658075
2022,1,11010,31030,직장,집,직장→집,63574.8,85.8309186973455
2022,1,11010,31041,기타,집,기타→집,13755.96,103.97245048691622
2022,1,11010,31041,직장,집,직장→집,12262.46,93.54042663543856
2022,1,11010,31042,기타,집,기타→집,23485.05,105.95352490201212
2022,1,11010,31042,직장,집,직장→집,19667.54,89.75269759207303
2022,1,11010,31050,기타,집,기타→집,55694.99,105.4801404937859
2022,1,11010,31050,직장,집,직장→집,52605.3,88.53199164342757
2022,1,11010,31060,기타,집,기타→집,20766.83,99.00168634307693
2022,1,11010,31060,직장,집,직장→집,20782.42,82.78341502096484
2022,1,11010,31070,기타,집,기타→집,8872.88,161.44650553146218
2022,1,11010,31070,직장,집,직장→집,1869.99,131.9920320429521
2022,1,11010,31080,기타,집,기타→집,9293.59,134.22915687048814
2022,1,11010,31080,직장,집,직장→집,6089.73,107.91860066045622
2022,1,11010,31091,기타,집,기타→집,11700.29,129.93041027188215
2022,1,11010,31091,직장,집,직장→집,6699.07,120.58514987901306
2022,1,11010,31092,기타,집,기타→집,8878.3,132.88747845871396
2022,1,11010,31092,직장,집,직장→집,4471.5,117.8348764396735
2022,1,11010,31101,기타,집,기타→집,84979.62,86.71277536896494
2022,1,11010,31101,직장,집,직장→집,90769.19,74.15733422320943
2022,1,11010,31103,기타,집,기타→집,41211.2,98.74446509686688
2022,1,11010,31103,직장,집,직장→집,32632.47,86.39832167163564
2022,1,11010,31104,기타,집,기타→집,35618.26,103.62094919852906
2022,1,11010,31104,직장,집,직장→집,31310.14,89.68430706474005
2022,1,11010,31110,기타,집,기타→집,12821.79,90.6481403922541
2022,1,11010,31110,직장,집,직장→집,10177.42,76.95732022457558
2022,1,11010,31120,기타,집,기타→집,25331.35,93.84964836062824
2022,1,11010,31120,직장,집,직장→집,22053.62,77.53909108799371
2022,1,11010,31130,기타,집,기타→집,67210.57,107.40913683666123
2022,1,11010,31130,직장,집,직장→집,58642.68,90.39358603665453
2022,1,11010,31140,기타,집,기타→집,5741.93,144.8918447281663
2022,1,11010,31140,직장,집,직장→집,1848.32,124.47128202908588
2022,1,11010,31150,기타,집,기타→집,14987.16,125.44246408258805
2022,1,11010,31150,직장,집,직장→집,8236.09,106.7777950459502
2022,1,11010,31160,기타,집,기타→집,18056.25,112.13575576323989
2022,1,11010,31160,직장,집,직장→집,12088.67,93.86085731515544
2022,1,11010,31170,기타,집,기타→집,10375.09,110.31193175191731
2022,1,11010,31170,직장,집,직장→집,6216.29,91.22786259971784
2022,1,11010,31180,기타,집,기타→집,31545.31,102.47364917320512
2022,1,11010,31180,직장,집,직장→집,24906.7,91.00758390312646
2022,1,11010,31191,기타,집,기타→집,8737.16,135.5646663217796
2022,1,11010,31191,직장,집,직장→집,3183.31,113.8174070385856
2022,1,11010,31192,기타,집,기타→집,28437.53,119.27617869765764
2022,1,11010,31192,직장,집,직장→집,15916.92,103.39710320840966
2022,1,11010,31193,기타,집,기타→집,30456.17,113.17624540446155
2022,1,11010,31193,직장,집,직장→집,18588.79,98.46211022879918
2022,1,11010,31200,기타,집,기타→집,28667.17,118.14534570381382
2022,1,11010,31200,직장,집,직장→집,17039.579999999998,100.99658324911766
2022,1,11010,31210,기타,집,기타→집,4058.18,157.02927667082287
2022,1,11010,31210,직장,집,직장→집,879.01,130.07123923504852
2022,1,11010,31220,기타,집,기타→집,3058.87,162.9704825638226
2022,1,11010,31220,직장,집,직장→집,427.62,146.72842710818017
2022,1,11010,31230,기타,집,기타→집,34070.33,111.16052941078055
2022,1,11010,31230,직장,집,직장→집,23297.65,96.76962783800084
2022,1,11010,31240,기타,집,기타→집,21361.19,136.17683986706734
2022,1,11010,31240,직장,집,직장→집,8386.24,114.26493875682073
2022,1,11010,31250,기타,집,기타→집,18455.27,125.36791875708133
2022,1,11010,31250,직장,집,직장→집,8941.71,106.3074054067958
2022,1,11010,31260,기타,집,기타→집,20308.89,117.9434784471234
2022,1,11010,31260,직장,집,직장→집,15469.31,98.0695738853252
2022,1,11010,31270,기타,집,기타→집,6569.55,143.26684628323096
2022,1,11010,31270,직장,집,직장→집,1423.96,124.13227899660102
2022,1,11010,31280,기타,집,기타→집,2313.92,183.84232817037756
2022,1,11010,31280,직장,집,직장→집,276.99,148.66612513087114
2022,1,11010,31350,기타,집,기타→집,1814.46,161.48880107580214
2022,1,11010,31350,직장,집,직장→집,265.83,127.11695444456984
2022,1,11010,31370,기타,집,기타→집,3240.72,149.85422683848034
2022,1,11010,31370,직장,집,직장→집,768.92,121.5709176507309
2022,1,11010,31380,기타,집,기타→집,9079.53,137.28838827560458
2022,1,11010,31380,직장,집,직장→집,5318.87,118.98683742975484
2022,1,11010,32010,기타,집,기타→집,5238.27,180.54950584830488
2022,1,11010,32010,직장,집,직장→집,878.08,157.19213511297374
2022,1,11010,32020,기타,집,기타→집,4042.56,172.75742104013298
2022,1,11010,32020,직장,집,직장→집,645.3,160.82329149232916
2022,1,11010,32030,기타,집,기타→집,1214.06,243.1645635306328
2022,1,11010,32030,직장,집,직장→집,33.61,174.6750966974115
2022,1,11010,32040,기타,집,기타→집,405.02,264.0727371487828
2022,1,11010,32040,직장,집,직장→집,2.19,217.0
2022,1,11010,32050,기타,집,기타→집,312.17,306.15943236057274
2022,1,11010,32060,기타,집,기타→집,530.88,263.6156005123568
2022,1,11010,32060,직장,집,직장→집,3.32,253.0
2022,1,11010,32070,기타,집,기타→집,252.44,301.2474647440976
2022,1,11010,32070,직장,집,직장→집,5.44,241.0
2022,1,11010,32310,기타,집,기타→집,907.02,189.32345483010295
2022,1,11010,32310,직장,집,직장→집,26.16,188.11391437308868
2022,1,11010,32320,기타,집,기타→집,511.69,174.50425062049288
2022,1,11010,32320,직장,집,직장→집,84.75999999999999,130.67295894289762
2022,1,11010,32330,기타,집,기타→집,169.65,245.81361626878868
2022,1,11010,32330,직장,집,직장→집,13.36,200.25000000000003
2022,1,11010,32340,기타,집,기타→집,475.27,203.14482294274836
2022,1,11010,32340,직장,집,직장→집,9.9,247.33333333333337
2022,1,11010,32350,기타,집,기타→집,166.81,263.330735567412
2022,1,11010,32350,직장,집,직장→집,2.39,267.0
2022,1,11010,32360,기타,집,기타→집,619.51,185.5314845603784
2022,1,11010,32360,직장,집,직장→집,52.23,155.60980279532836
2022,1,11010,32370,기타,집,기타→집,141.17,208.53934972019556
2022,1,11010,32380,기타,집,기타→집,228.59,212.60903801566124
2022,1,11010,32390,기타,집,기타→집,309.03000000000003,211.33844610555607
2022,1,11010,32400,기타,집,기타→집,230.41,261.462827134239
2022,1,11010,32400,직장,집,직장→집,9.51,211.4111461619348
2022,1,11010,32410,기타,집,기타→집,275.37,236.69088862258053
2022,1,11010,32410,직장,집,직장→집,3.27,257.0
2022,1,11010,33020,기타,집,기타→집,1428.47,195.79290429620505
2022,1,11010,33020,직장,집,직장→집,19.27,198.51011935651272
2022,1,11010,33030,기타,집,기타→집,893.16,187.91446101482376
2022,1,11010,33030,직장,집,직장→집,46.76,147.77437981180495
2022,1,11010,33041,기타,집,기타→집,946.19,212.3028144453017
2022,1,11010,33041,직장,집,직장→집,26.97,225.31961438635523
2022,1,11010,33042,기타,집,기타→집,1453.55,197.80700354304977
2022,1,11010,33042,직장,집,직장→집,142.3,181.76444132115247
2022,1,11010,33043,기타,집,기타→집,1889.62,179.55395264656386
2022,1,11010,33043,직장,집,직장→집,269.03000000000003,133.97379474408058
2022,1,11010,33044,기타,집,기타→집,1330.78,194.0920738213679
2022,1,11010,33044,직장,집,직장→집,50.52,158.90261282660333
2022,1,11010,33320,기타,집,기타→집,148.01,247.94067968380517
2022,1,11010,33330,기타,집,기타→집,212.86,204.7935732406277
2022,1,11010,33330,직장,집,직장→집,17.919999999999998,156.78125000000003
2022,1,11010,33340,기타,집,기타→집,205.15,237.86258834998785
2022,1,11010,33350,기타,집,기타→집,642.62,189.1314151442532
2022,1,11010,33350,직장,집,직장→집,37.77,184.5604977495367
2022,1,11010,33360,기타,집,기타→집,189.08,213.47815739369577
2022,1,11010,33370,기타,집,기타→집,1251.32,184.766558514209
2022,1,11010,33370,직장,집,직장→집,89.39,160.21702651303278
2022,1,11010,33380,기타,집,기타→집,180.3,217.2804215196894
2022,1,11010,33390,기타,집,기타→집,229.03,184.5743352399249
2022,1,11010,34011,기타,집,기타→집,2947.16,171.64484113519455
2022,1,11010,34011,직장,집,직장→집,782.3299999999999,173.91440952027918
2022,1,11010,34012,기타,집,기타→집,4426.83,163.40595188882338
2022,1,11010,34012,직장,집,직장→집,1121.51,131.79730006865742
2022,1,11010,34020,기타,집,기타→집,583.18,203.803182550842
2022,1,11010,34020,직장,집,직장→집,123.7,171.44979789814067
2022,1,11010,34030,기타,집,기타→집,589.88,241.68893673289483
2022,1,11010,34030,직장,집,직장→집,8.79,262.3924914675768
2022,1,11010,34040,기타,집,기타→집,3465.89,171.4592442345256
2022,1,11010,34040,직장,집,직장→집,1288.89,110.2345273840281
2022,1,11010,34050,기타,집,기타→집,1225.91,201.27311956016348
2022,1,11010,34050,직장,집,직장→집,41.16,166.04033041788145
2022,1,11010,34060,기타,집,기타→집,426.32,238.57766466504037
2022,1,11010,34060,직장,집,직장→집,21.85,195.64942791762013
2022,1,11010,34070,기타,집,기타→집,381.5,197.25331585845348
2022,1,11010,34070,직장,집,직장→집,6.06,171.5
2022,1,11010,34080,기타,집,기타→집,1433.17,183.70595951631697
2022,1,11010,34080,직장,집,직장→집,213.41,159.67297689892695
2022,1,11010,34310,기타,집,기타→집,207.81,257.00096241759303
2022,1,11010,34310,직장,집,직장→집,18.54,184.6785329018339
2022,1,11010,34330,기타,집,기타→집,381.07,222.25856141916185
2022,1,11010,34330,직장,집,직장→집,14.2,209.04436619718317
2022,1,11010,34340,기타,집,기타→집,262.81,275.17073170731703
2022,1,11010,34340,직장,집,직장→집,6.56,234.5
2022,1,11010,34350,기타,집,기타→집,157.82,211.090102648587
2022,1,11010,34360,기타,집,기타→집,690.76,211.55816781516012
2022,1,11010,34360,직장,집,직장→집,66.1,153.71800302571862
2022,1,11010,34370,기타,집,기타→집,655.35,222.0453192950332
2022,1,11010,34370,직장,집,직장→집,140.48999999999998,191.2315467293046
2022,1,11010,34380,기타,집,기타→집,552.71,235.610157225308
2022,1,11010,35011,기타,집,기타→집,1449.97,267.5818810044346
2022,1,11010,35011,직장,집,직장→집,64.60000000000001,209.13529411764705
2022,1,11010,35012,기타,집,기타→집,1108.44,255.69780953412
2022,1,11010,35012,직장,집,직장→집,17.09,198.6781743709772
2022,1,11010,35020,기타,집,기타→집,979.53,255.7235000459404
2022,1,11010,35020,직장,집,직장→집,34.230000000000004,224.91557113643003
2022,1,11010,35030,기타,집,기타→집,1079.21,223.3460123608936
2022,1,11010,35030,직장,집,직장→집,25.09,238.3519330410522
2022,1,11010,35040,기타,집,기타→집,179.11,249.9566746691977
2022,1,11010,35040,직장,집,직장→집,45.31,213.69940410505404
2022,1,11010,35050,기타,집,기타→집,198.22,306.7829684189285
2022,1,11010,35060,기타,집,기타→집,264.96000000000004,257.93851902173907
2022,1,11010,35310,기타,집,기타→집,211.74,241.86667611221307
2022,1,11010,35310,직장,집,직장→집,4.92,227.6890243902439
2022,1,11010,35320,기타,집,기타→집,41.35,383.7806529625151
2022,1,11010,35330,기타,집,기타→집,18.94,194.6800422386484
2022,1,11010,35340,기타,집,기타→집,87.67,281.48214896771987
2022,1,11010,35340,직장,집,직장→집,6.49,201.9614791987673
2022,1,11010,35350,기타,집,기타→집,65.16,303.6313689379988
2022,1,11010,35360,기타,집,기타→집,43.67,277.5878177238379
2022,1,11010,35370,기타,집,기타→집,170.42,260.4696045065133
2022,1,11010,35370,직장,집,직장→집,14.08,167.0
2022,1,11010,35380,기타,집,기타→집,69.48,257.0984455958549
2022,1,11010,36010,기타,집,기타→집,387.1,298.3339963833635
2022,1,11010,36010,직장,집,직장→집,14.91,235.98054996646547
2022,1,11010,36020,기타,집,기타→집,358.62,330.1755061067425
2022,1,11010,36020,직장,집,직장→집,16.15,258.34736842105264
2022,1,11010,36030,기타,집,기타→집,407.65,287.188249724028
2022,1,11010,36030,직장,집,직장→집,11.06,259.0632911392405
2022,1,11010,36040,기타,집,기타→집,319.06,249.14166614429888
2022,1,11010,36040,직장,집,직장→집,16.41,188.41194393662403
2022,1,11010,36060,기타,집,기타→집,199.09,312.4173991662062
2022,1,11010,36310,기타,집,기타→집,61.29,305.5726872246696
2022,1,11010,36320,기타,집,기타→집,23.86,460.1575859178542
2022,1,11010,36330,기타,집,기타→집,71.19,292.11560612445567
2022,1,11010,36330,직장,집,직장→집,6.6,322.0
2022,1,11010,36350,기타,집,기타→집,53.18,307.5227529146296
2022,1,11010,36360,기타,집,기타→집,60.77,299.9725193351982
2022,1,11010,36370,기타,집,기타→집,79.87,263.5880806310254
2022,1,11010,36370,직장,집,직장→집,9.87,250.8419452887538
2022,1,11010,36380,기타,집,기타→집,29.85,404.09581239530985
2022,1,11010,36390,기타,집,기타→집,71.3,335.2897615708275
2022,1,11010,36400,기타,집,기타→집,100.38,342.95178322374977
2022,1,11010,36410,기타,집,기타→집,83.66,325.0449438202248
2022,1,11010,36420,기타,집,기타→집,99.71,319.5627319225755
2022,1,11010,36420,직장,집,직장→집,9.56,264.25
2022,1,11010,36430,기타,집,기타→집,3.32,277.0
2022,1,11010,36440,기타,집,기타→집,113.32,300.04809389339925
2022,1,11010,36450,기타,집,기타→집,61.85,280.53839935327403
2022,1,11010,36460,기타,집,기타→집,27.87,343.03982777179766
2022,1,11010,36470,기타,집,기타→집,35.6,337.685393258427
2022,1,11010,36480,기타,집,기타→집,3.52,444.00000000000006
