연도,월,자치구코드,총이동인구수,평균이동시간,총이동시간,유입인구_norm,평균이동시간_norm,총이동시간_norm,출퇴근스트레스점수,모형,가중치_유입인구,가중치_평균이동시간,가중치_총이동시간
2022,1,37380,12.31,178.25,2194.2575,1.588448560693448e-05,0.4381171851544947,5.091681609523969e-05,12.287482853117972,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,37090,113.33,176.85294117647058,20042.74382352941,0.0001951750706362,0.4336885062023398,0.0007551757832229,12.19515993508348,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,34350,94.13,176.33333333333334,16598.256666666668,0.0001610988557029,0.432041348416626,0.0006192644838889,12.142842920343714,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,25030,1273.62,172.09397590361445,219182.32959036145,0.0022544610823535,0.4186025778341343,0.0086127518512567,12.129721327355174,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,35030,529.36,174.0205479452055,92119.51726027398,0.0009335463049438,0.424709814628108,0.0035991544318517,12.072564990863308,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,34060,296.87,174.5,51803.815,0.0005209223877643,0.4262296784934473,0.0020083923740396,12.042944340267985,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31130,59541.45,66.38328880252611,3952557.271071168,0.1056683724770245,0.0834995119519793,0.1559228784652824,11.760062539448406,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,33360,113.99,170.61290322580646,19448.16483870968,0.0001963464405245,0.4139075748146843,0.0007317151057103,11.639685229816433,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,34360,284.61,169.80722891566265,48328.83542168675,0.0004991633046871,0.4113535858204258,0.001871277916026,11.620077946079,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,34020,236.56,168.71830985915494,39912.00338028169,0.0004138840272108,0.407901710477072,0.0015391696726422,11.50823480187116,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,33041,467.73,167.26923076923077,78236.83730769232,0.0008241652046136,0.4033081271880432,0.0030513767846525,11.448745621032298,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,36320,25.14,166.14285714285714,4176.831428571429,3.865520631497576e-05,0.3997375207916846,0.0001291444843625,11.214934814005623,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,33020,1091.35,161.31046931407943,176046.18068592055,0.001930967764859,0.3844188427907888,0.0069107016536855,11.098125867394064,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,32370,132.85,162.17857142857142,21545.42321428571,0.0002298192224851,0.3871707280357202,0.0008144679504395,10.894155985698193,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,25050,378.95,161.21259842519686,61091.514173228345,0.0006665982066043,0.384108591899185,0.0023748629703785,10.880299588702275,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,25020,660.31,160.0103626943005,105656.44259067356,0.0011659567396062,0.3802975024967371,0.0041332894211424,10.854836876768635,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31050,56486.51,62.554804711717296,3533502.601896466,0.1002464562245051,0.0713632105836583,0.13938797443289,10.628269284702588,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,25010,396.87,158.09677419354838,62743.86677419355,0.0006984026738753,0.3742314235502853,0.0024400608877253,10.606832304040683,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,33030,371.01,158.03603603603602,58632.94972972972,0.000652506271887,0.3740388834830832,0.0022778538445507,10.593930329758232,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,33320,32.59,158.14285714285714,5153.875714285715,5.187748763024525e-05,0.3743775065814502,0.0001676963361566,10.505690656072217,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,34370,269.94,155.8235294117647,42063.00352941176,0.0004731269467147,0.3670252335541134,0.001624043040381,10.36722199172203,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,33042,715.41,154.30316742081448,110390.02900452488,0.0012637483772533,0.3622056833422136,0.0043200655218268,10.357781711987068,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,32010,2379.98,147.01156069364163,349884.5742196532,0.0042180319757712,0.3390912770651456,0.0137699526432676,10.156805393319075,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,29010,1850.97,147.6990291262136,273386.4719417476,0.0032791435142154,0.3412705532175347,0.0107515188376822,10.075252646770217,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,34050,645.31,151.2941176470588,97631.60705882352,0.0011393346966895,0.3526669902144954,0.0038166484309437,10.067671125537805,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,33390,92.04,152.76923076923077,14060.88,0.0001573895177232,0.3573431014319934,0.0005191456145299,10.044509659295562,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,33044,715.57,147.45685279187816,105515.70015228426,0.0012640323457111,0.3405028538075186,0.0041277360581011,9.74228559218329,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,32020,1958.67,142.70546737213405,279512.9177777778,0.0034702897823569,0.3254409535871422,0.0109932538699106,9.646962653757605,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,33043,996.84,145.4440789473684,144984.47565789474,0.0017632311464555,0.3341223571451742,0.0056850803934992,9.637507668886776,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,32320,335.49,143.40506329113924,48110.96468354431,0.0005894652742604,0.3276586738930664,0.0018626812530805,9.27614778649212,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,34080,962.8,136.3386454183267,131266.84780876496,0.0017028168570633,0.3052581166843189,0.0051438153111075,8.806424194307288,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31101,45104.98,60.38800499142099,2723799.7573779444,0.0800464842166959,0.0644944516214776,0.1074390192876428,8.557793464159284,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,34040,1886.53,130.5141129032258,246218.78941532256,0.0033422555039565,0.2867943382654525,0.0096795464760769,8.511256065462772,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,34012,2319.25,129.18015267175574,299601.0690839695,0.004110248198016,0.2825656819622064,0.0117858847089613,8.496278243704888,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,32310,438.9,134.3109243697479,58949.06470588235,0.0007729976381278,0.2988302373585252,0.0022903269922767,8.489803342667948,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31023,39218.7,65.22907450008849,2558199.5040966203,0.0695994976314013,0.0798406505630451,0.1009048257869732,8.377655244306395,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,23320,66.58,132.05263157894737,8792.064210526316,0.0001122030368793,0.2916714452003288,0.0003112506312456,8.193908599996416,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31030,36858.19,66.16961637807329,2438892.292690137,0.0654100577297226,0.0828221699869219,0.096197245998246,8.1410776360719,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,34011,1518.23,126.74766355140189,192432.1052336449,0.0026885956102097,0.2748546871299046,0.0075572513995988,8.076386761523697,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31070,5530.14,116.30423782416192,643178.7177609109,0.0098089449567255,0.2417490090241131,0.0253426444027183,8.04560863646958,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,33350,394.25,128.9673913043478,50845.39402173913,0.0006937526903792,0.2818912280495997,0.0019705753538179,8.000435231466623,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31240,16085.76,93.3999569707401,1502409.2918416525,0.0285430895335154,0.169142398034366,0.0592458463694278,7.905576288339633,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,33370,844.5699999999999,126.55023923444976,106880.53555023923,0.0014929819147943,0.2742288516944857,0.0041815892280697,7.894073679487276,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31180,45702.09,55.32612752721617,2528519.659600311,0.0811062367530933,0.0484482910686401,0.0997337294681818,7.867574217718847,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31280,1349.82,124.43157894736842,167960.23389473683,0.0023897010603701,0.2675126948211054,0.006591649358035,7.824927546962723,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,32360,314.33,126.63366336633663,39804.75940594059,0.0005519104457193,0.2744933063407517,0.0015349380795967,7.772176192222897,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31230,32000.79,68.13962348722546,2180521.7818937697,0.0567891303121668,0.0890670960222172,0.0860025580134258,7.638998931049796,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31220,1800.42,115.95582329317268,208769.183373494,0.0031894272295863,0.2406445343419957,0.0082018737820294,7.158345375695771,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31192,18005.68,82.05166199439327,1477395.969339207,0.0319505690426177,0.1331682828016051,0.0582588799482595,6.983342417264277,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31200,14864.58,85.20639884532115,1266557.3321481838,0.0263757357755851,0.1431688042227402,0.0499396870392775,6.763493835459389,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31210,2930.62,108.88732394366195,319107.3692957746,0.0051953094232128,0.2182373788484176,0.0125555570828892,6.75916377728256,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31350,366.94,112.94594594594597,41444.38540540541,0.0006452828242423,0.2311032178049041,0.0015996338354119,6.561174900071372,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31140,3463.83,104.9421906693712,363501.908306288,0.0061416520567853,0.2057312993612574,0.0143072603715002,6.5056680644303935,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,23080,18467.75,76.82696252097706,1418821.137096774,0.0327706522006508,0.1166059761903502,0.0559476558978282,6.464856165975553,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31193,20005.03,73.96504504504504,1479672.9450774775,0.035499021142978,0.107533692708081,0.0583487240141675,6.394975627903881,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,23310,1056.68,107.48905109489051,113581.53051094893,0.0018694353496643,0.213804851434089,0.004445994607003,6.222790576593568,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,23060,15889.54,77.25503806538289,1227547.017541424,0.0281948377161084,0.1179629764264984,0.0484004324843371,6.066327236847164,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31250,16171.76,75.92052836725856,1227768.5638284972,0.0286957225795708,0.1137325783129823,0.0484091741757319,5.965974754172103,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,23040,8210.68,89.3375850340136,733522.3226870748,0.0145663750180453,0.1562646717790358,0.0289073889271893,5.947845362586697,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31103,19155.57,70.61730629978277,1352714.7540369297,0.0339913971045795,0.0969213549390805,0.053339254702882,5.862448436702429,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31092,6340.94,91.98052309404564,583242.9781079578,0.0112479551165135,0.1646427901239335,0.0229777221713928,5.849680860332245,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31104,15337.13,75.93068855449157,1164558.8413497491,0.0272144188676026,0.1137647861245583,0.0459150683418591,5.823708594379304,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31091,7420.33,89.3951762523191,663341.708200371,0.013163659576767,0.1564472360433624,0.0261382282165895,5.8026792488898575,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31014,9662.69,84.68232044198895,818259.0109116023,0.0171434065204056,0.1415074747532676,0.0322508978077244,5.7471661015642805,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,23030,7314.99,88.86651162790697,650057.6438930233,0.0129767018433776,0.1547713682449199,0.0256140705239555,5.730056135987973,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,23050,9862.86,83.95703544575726,828056.4866165415,0.017498668809114,0.1392083200269044,0.032637482977769,5.709392019854709,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31150,14481.97,75.51100123609395,1093548.0545710754,0.0256966784528958,0.112434376579756,0.0431131510002329,5.6308116178091225,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
2022,1,31191,5468.53,91.37443218689162,499683.8236469824,0.0096995993524525,0.1627214808716686,0.0196806759822616,5.621236537679081,PCA기반,0.3584613236941443,0.2804061356209105,0.3611325406849452
