파일명,원본행수,전처리후행수,커버리지
20240501_OUTPUT.csv,6724764,4587423,0.9578448854014914
20240502_OUTPUT.csv,7539624,5112552,0.9629405225541863
20240503_OUTPUT.csv,7773192,5148874,0.9627324526991209
20240504_OUTPUT.csv,6911175,4530760,0.9665792146182298
20240505_OUTPUT.csv,5118660,3474670,0.9675845043089282
20240506_OUTPUT.csv,5033352,3534178,0.9604147580005529
20240507_OUTPUT.csv,7071624,4939120,0.9628890702317302
20240508_OUTPUT.csv,7687641,5248325,0.9623975247499711
20240509_OUTPUT.csv,7547093,5125020,0.9631691723338544
20240510_OUTPUT.csv,7833753,5201945,0.9625795439731711
20240511_OUTPUT.csv,6280462,4272567,0.964216818542073
20240512_OUTPUT.csv,5949675,4081459,0.9621827383102732
20240513_OUTPUT.csv,7392601,5098492,0.9617636180777406
20240514_OUTPUT.csv,7752517,5181794,0.9627708185096295
20240515_OUTPUT.csv,5425074,3859676,0.961396375406681
20240516_OUTPUT.csv,7442255,5074355,0.9627823250955966
20240517_OUTPUT.csv,7752329,5166364,0.9620427964688462
20240518_OUTPUT.csv,6969804,4620448,0.9634390605902067
20240519_OUTPUT.csv,5965017,4100773,0.9617894479825962
20240520_OUTPUT.csv,7266811,5038869,0.9614633614578119
20240521_OUTPUT.csv,7479775,5117887,0.9622964430455444
20240522_OUTPUT.csv,7539890,5134237,0.9623074955686145
20240523_OUTPUT.csv,7555542,5123226,0.9626927172768548
20240524_OUTPUT.csv,7767568,5158619,0.9621848805898675
20240525_OUTPUT.csv,7057068,4647879,0.9640780578917569
20240526_OUTPUT.csv,5436183,3773690,0.962209071674848
20240527_OUTPUT.csv,7329173,5034898,0.9614280219007002
20240528_OUTPUT.csv,7512950,5108038,0.9624216713357187
20240529_OUTPUT.csv,7560683,5110429,0.9625669433114559
20240530_OUTPUT.csv,7522164,5064976,0.9631154460469649
20240531_OUTPUT.csv,7621529,4948595,0.9633912914454081
