month,자치구,지역,소음 평균(dB)
2023.4,Gangnam-gu,commercial_area,52.05958960450742
2023.5,Gangnam-gu,commercial_area,52.46196266548033
2023.6,Gangnam-gu,commercial_area,52.125146683909165
2023.7,Gangnam-gu,commercial_area,53.274249735182785
2023.8,Gangnam-gu,commercial_area,54.81404301752943
2023.9,Gangnam-gu,commercial_area,53.725662800472264
2023.10,Gangnam-gu,commercial_area,50.804933084344846
2023.1,Gangnam-gu,industrial_area,55.195757825408606
2023.2,Gangnam-gu,industrial_area,55.036619755140926
2023.3,Gangnam-gu,industrial_area,54.49474985814966
2023.4,Gangnam-gu,industrial_area,54.637675452174996
2023.5,Gangnam-gu,industrial_area,55.31537479572067
2023.6,Gangnam-gu,industrial_area,54.71776943034234
2023.7,Gangnam-gu,industrial_area,56.10301601850121
2023.8,Gangnam-gu,industrial_area,56.76981337480877
2023.9,Gangnam-gu,industrial_area,55.0016730615076
2023.10,Gangnam-gu,industrial_area,54.55544576206121
2023.11,Gangnam-gu,industrial_area,54.99713788140592
2023.12,Gangnam-gu,industrial_area,55.305366510543365
2023.1,Gangnam-gu,main_street,62.1339503862442
2023.2,Gangnam-gu,main_street,62.212760375080244
2023.3,Gangnam-gu,main_street,62.01862881826487
2023.4,Gangnam-gu,main_street,61.22707026528417
2023.5,Gangnam-gu,main_street,61.624079744556276
2023.6,Gangnam-gu,main_street,61.78423785503227
2023.7,Gangnam-gu,main_street,149.03501103253066
2023.8,Gangnam-gu,main_street,61.33520072036068
2023.9,Gangnam-gu,main_street,60.91951574315637
2023.10,Gangnam-gu,main_street,60.89123733028596
2023.11,Gangnam-gu,main_street,61.024503103009955
2023.12,Gangnam-gu,main_street,60.87665829996021
2023.1,Gangnam-gu,residential_area,47.264270181865825
2023.2,Gangnam-gu,residential_area,46.94265133704959
2023.3,Gangnam-gu,residential_area,46.41445998076687
2023.4,Gangnam-gu,residential_area,45.584864105980856
2023.5,Gangnam-gu,residential_area,45.60204631680491
2023.6,Gangnam-gu,residential_area,45.74068908419303
2023.7,Gangnam-gu,residential_area,47.81681000303538
2023.8,Gangnam-gu,residential_area,50.242516418716804
2023.9,Gangnam-gu,residential_area,46.57773215904782
2023.10,Gangnam-gu,residential_area,44.898710697379634
2023.11,Gangnam-gu,residential_area,44.95379504823918
2023.12,Gangnam-gu,residential_area,44.635894109495844
2023.1,Gangnam-gu,roads_and_parks,64.46119191240498
2023.2,Gangnam-gu,roads_and_parks,64.74257743908703
2023.3,Gangnam-gu,roads_and_parks,61.527105903132586
2023.4,Gangnam-gu,roads_and_parks,58.91145012346219
2023.5,Gangnam-gu,roads_and_parks,59.889376174472346
2023.6,Gangnam-gu,roads_and_parks,62.47324468089151
2023.7,Gangnam-gu,roads_and_parks,62.65682051272839
2023.8,Gangnam-gu,roads_and_parks,63.24401793186889
2023.9,Gangnam-gu,roads_and_parks,61.89673949280527
2023.10,Gangnam-gu,roads_and_parks,64.01729096599588
2023.11,Gangnam-gu,roads_and_parks,62.975662173960636
2023.12,Gangnam-gu,roads_and_parks,62.261521150649166
2023.1,Gangnam-gu,traditional_markets,48.068868246377576
2023.2,Gangnam-gu,traditional_markets,48.08039591613881
2023.3,Gangnam-gu,traditional_markets,48.188979989959286
2023.4,Gangnam-gu,traditional_markets,47.58497274557315
2023.5,Gangnam-gu,traditional_markets,47.88010076159695
2023.6,Gangnam-gu,traditional_markets,49.47057529414758
2023.7,Gangnam-gu,traditional_markets,79.46491291205109
2023.8,Gangnam-gu,traditional_markets,52.58999380340671
2023.9,Gangnam-gu,traditional_markets,49.536430135647834
2023.10,Gangnam-gu,traditional_markets,48.75770997303571
2023.11,Gangnam-gu,traditional_markets,48.77273639420716
2023.12,Gangnam-gu,traditional_markets,48.39520386817703
2023.1,Gangseo-gu,commercial_area,65.4046283088934
2023.2,Gangseo-gu,commercial_area,65.37132957200255
2023.3,Gangseo-gu,commercial_area,65.78876484337957
2023.4,Gangseo-gu,commercial_area,64.4725915868773
2023.5,Gangseo-gu,commercial_area,64.45205350498479
2023.6,Gangseo-gu,commercial_area,65.27058301748266
2023.7,Gangseo-gu,commercial_area,65.00752489400998
2023.8,Gangseo-gu,commercial_area,64.96764979188602
2023.9,Gangseo-gu,commercial_area,64.43154326025997
2023.10,Gangseo-gu,commercial_area,64.44566603107478
2023.11,Gangseo-gu,commercial_area,65.04847329365573
2023.12,Gangseo-gu,commercial_area,63.361738440558156
2023.1,Gangseo-gu,industrial_area,50.40205718945663
2023.2,Gangseo-gu,industrial_area,50.33114641877204
2023.3,Gangseo-gu,industrial_area,51.07048941132911
2023.4,Gangseo-gu,industrial_area,50.42061856480764
2023.5,Gangseo-gu,industrial_area,50.4326183444854
2023.6,Gangseo-gu,industrial_area,47.61654646608886
2023.7,Gangseo-gu,industrial_area,50.25589609952763
2023.8,Gangseo-gu,industrial_area,53.52889066672949
2023.9,Gangseo-gu,industrial_area,50.73726574030589
2023.10,Gangseo-gu,industrial_area,50.1086733528634
2023.11,Gangseo-gu,industrial_area,50.33871751051256
2023.12,Gangseo-gu,industrial_area,49.861256312655144
2023.1,Gangseo-gu,main_street,63.42177281072041
2023.2,Gangseo-gu,main_street,63.474036696209055
2023.3,Gangseo-gu,main_street,63.84123605994182
2023.4,Gangseo-gu,main_street,60.609164323389955
2023.5,Gangseo-gu,main_street,63.21505568083239
2023.6,Gangseo-gu,main_street,64.27424682388539
2023.7,Gangseo-gu,main_street,64.53003554444092
2023.8,Gangseo-gu,main_street,64.8851767397926
2023.9,Gangseo-gu,main_street,64.02950557579909
2023.10,Gangseo-gu,main_street,63.80692898587862
2023.11,Gangseo-gu,main_street,64.35422644876635
2023.12,Gangseo-gu,main_street,63.570222726953546
2023.1,Gangseo-gu,residential_area,50.51830688296018
2023.2,Gangseo-gu,residential_area,49.63625722095588
2023.3,Gangseo-gu,residential_area,49.80601901083109
2023.4,Gangseo-gu,residential_area,48.07356085618799
2023.5,Gangseo-gu,residential_area,48.684238703040855
2023.6,Gangseo-gu,residential_area,49.4250492806751
2023.7,Gangseo-gu,residential_area,62.845837191620284
2023.8,Gangseo-gu,residential_area,51.51290440243155
2023.9,Gangseo-gu,residential_area,49.07349447751329
2023.10,Gangseo-gu,residential_area,47.79766129829901
2023.11,Gangseo-gu,residential_area,48.4457527413277
2023.12,Gangseo-gu,residential_area,48.02256920196985
2023.1,Gangseo-gu,roads_and_parks,66.80704618467207
2023.2,Gangseo-gu,roads_and_parks,65.91387914135585
