자치구,year_month,강수량점수,대기점수,불쾌지수점수,쓰레기점수,이상기온점수,환경점수
구로구,2023-05,26.55177755695021,68.69,34.28,74.86,26.86567164179105,46.24948983974825
구로구,2023-06,21.07569683481888,77.8,35.48,73.03,20.8955223880597,45.65624384457571
구로구,2023-07,56.8997132180412,83.82,29.52,71.94,52.23880597014925,58.88370383763809
구로구,2023-08,38.783670431230895,88.99,26.7,71.94,61.19402985074627,57.52154005639543
구로구,2023-09,20.134870645845066,88.77,35.08,73.77,17.91044776119403,47.13306368140782
구로구,2023-10,0.8501441466630898,78.55,48.64,75.6,14.925373134328357,43.71310345619828
구로구,2023-11,8.377906076074677,75.6,66.45,76.7,10.44776119402985,47.515133454020905
구로구,2023-12,13.876657308783688,62.8,80.21,78.16,7.462686567164178,48.50186877518958
구로구,2024-01,0.6574448067527895,62.24,81.35,77.8,0.0,44.409488961350554
구로구,2024-02,13.298559289052786,65.13,74.51,77.8,2.985074626865672,46.74472678318369
구로구,2024-03,0.2040345951991415,62.55,65.25,75.21,19.402985074626866,44.52340393396519
구로구,2024-04,6.405571655816307,57.7,43.06,75.21,22.388059701492537,40.95272627146177
구로구,2024-05,19.976177071801285,71.37,38.27,74.47,28.35820895522388,46.48887720540504
구로구,2024-06,25.15754115642274,65.94,23.48,72.62,37.3134328358209,44.902194798448726
구로구,2024-07,53.011720653968666,84.16,14.91,71.51,46.26865671641791,53.972075474077315
구로구,2024-08,14.670125179002572,80.85,7.98,71.51,92.53731343283582,53.50948772236768
구로구,2024-09,22.35658068245793,90.55,11.11,73.36,46.26865671641791,48.72904747977517
구로구,2024-10,7.3917388659454915,82.98,34.71,75.21,8.955223880597014,41.8493925493085
구로구,2024-11,6.258213337061372,72.09,53.04,76.32,10.44776119402985,43.63119490621825
구로구,2024-12,0.0793467870218883,67.9,75.94,77.8,2.985074626865672,44.94088428277751
금천구,2022-01,0.0,40.28,79.38,81.03,0.0,40.138
금천구,2022-02,0.1360230634660943,48.73,77.34,81.03,1.4925373134328357,41.745712075379785
금천구,2022-03,13.309894544341628,59.34,59.14,78.69,10.44776119402985,44.1855311476743
금천구,2022-04,0.9408261889738194,58.95,42.7,78.69,17.91044776119403,39.838254790033574
금천구,2022-05,0.2947166375098711,69.68,32.93,78.02,16.417910447761194,39.46852541705421
금천구,2022-06,36.75350731690729,80.89,19.23,76.34,14.925373134328357,45.62777609024713
금천구,2022-07,36.72065396866179,72.95,6.28,75.34,56.71641791044776,49.60141437582191
금천구,2022-08,70.0,85.93,11.83,75.34,26.86567164179105,53.99313432835821
금천구,2022-09,24.555620208493128,80.98,20.72,77.01,17.91044776119403,44.23521359393744
금천구,2022-10,15.146205901133902,74.13,40.49,78.69,7.462686567164178,43.18377849365962
금천구,2022-11,12.84514907749914,61.71,51.3,79.69,5.970149253731343,42.30305966624609
금천구,2022-12,0.3967339351094419,60.35,76.51,81.03,0.0,43.65734678702189
금천구,2023-01,6.892987633236479,51.26,80.09,82.79,13.432835820895525,46.893164690826396
금천구,2023-02,0.0226705105776823,45.07,70.07,82.79,4.477611940298507,40.48605649017524
금천구,2023-03,0.4647454668424891,38.5,50.68,80.58,10.44776119402985,36.134501332174466
금천구,2023-04,13.695293224162228,56.75,45.07,80.58,19.402985074626866,43.099655659757815
금천구,2023-05,26.46109551463948,66.56,29.73,79.95,25.37313432835821,45.61484596859954
금천구,2023-06,21.404419238195278,68.88,17.93,78.36,26.86567164179105,42.688018175997264
금천구,2023-07,56.85437219688583,73.85,7.22,77.42,43.28358208955223,51.725590857287614
금천구,2023-08,37.944861539856646,78.35,5.93,77.42,61.19402985074627,52.16777827812059
금천구,2023-09,25.07819436940085,79.19,16.19,79.0,22.388059701492537,44.36925081417868
금천구,2023-10,0.8274736360854075,71.0,37.75,80.58,17.91044776119403,41.613584279455885
금천구,2023-11,13.853986798206003,68.51,60.95,81.53,8.955223880597014,46.75984213576061
금천구,2023-12,13.683957968873386,58.41,77.39,82.79,7.462686567164178,47.94732890720751
금천구,2024-01,0.8614794019519311,56.7,78.92,83.16,0.0,43.92829588039039
금천구,2024-02,8.003842651542916,59.85,69.07,83.16,2.985074626865672,44.61378345568171
금천구,2024-03,0.0906820423107295,57.68,60.67,80.98,17.91044776119403,43.46622596070095
금천구,2024-04,0.6234390408862659,57.47,37.62,80.98,22.388059701492537,39.816299748475764
금천구,2024-05,20.21421743286695,71.46,31.91,80.35,29.850746268656717,46.75699274030473
금천구,2024-06,24.86282451891287,68.45,16.96,78.79,35.82089552238806,44.976744008260184
