YEAR,MONTH,평균월강수량_mm,최대월강수량_mm,최소월강수량_mm,자치구수
2020,7,244.63666666666668,300.0,128.75,25
2020,8,658.48,806.5,529.0,25
2020,9,154.09333333333333,176.25,127.5,25
2020,10,0.016666666666666666,0.25,0.0,25
2020,11,91.90666666666667,112.5,58.0,25
2020,12,2.08,4.5,0.5,25
