연도,자치구코드,모형,연평균_스트레스점수,연합계_총이동인구수,연평균_평균이동시간,월개수
2024,11010,CRITIC기반,16.340253332063785,12995914.959999999,64.69919186874236,1
2024,11010,PCA기반,29.26159287786645,12995914.959999999,64.69919186874236,1
2024,11010,문헌기반,26.36572813796287,12995914.959999999,64.69919186874236,1
2024,11020,CRITIC기반,15.923146063233462,13370476.84,63.31518608738346,1
2024,11020,PCA기반,28.944063833181964,13370476.84,63.31518608738346,1
2024,11020,문헌기반,26.17296332707962,13370476.84,63.31518608738346,1
2024,11030,CRITIC기반,12.4178368580851,10934068.68,57.657658502450126,1
2024,11030,PCA기반,23.270996637993314,10934068.68,57.657658502450126,1
2024,11030,문헌기반,21.30313315449533,10934068.68,57.657658502450126,1
2024,11040,CRITIC기반,13.299793564389027,12720407.0,55.3446710736949,1
2024,11040,PCA기반,25.852843871472302,12720407.0,55.3446710736949,1
2024,11040,문헌기반,23.7724740311656,12720407.0,55.3446710736949,1
2024,11050,CRITIC기반,13.770528705285399,13549924.9,53.44301523781869,1
2024,11050,PCA기반,27.339098439084648,13549924.9,53.44301523781869,1
2024,11050,문헌기반,25.22752255472724,13549924.9,53.44301523781869,1
2024,11060,CRITIC기반,13.53034607744045,12830326.15,55.31660548722852,1
2024,11060,PCA기반,26.306092341159655,12830326.15,55.31660548722852,1
2024,11060,문헌기반,24.176129477436756,12830326.15,55.31660548722852,1
2024,11070,CRITIC기반,12.169577703436481,12028432.3,52.767716316944714,1
2024,11070,PCA기반,24.236489746074252,12028432.3,52.767716316944714,1
2024,11070,문헌기반,22.41204822230144,12028432.3,52.767716316944714,1
2024,11080,CRITIC기반,14.739601459747313,14328737.34,54.135658205979624,1
2024,11080,PCA기반,29.123050870877048,14328737.34,54.135658205979624,1
2024,11080,문헌기반,26.816906620517706,14328737.34,54.135658205979624,1
2024,11090,CRITIC기반,10.253933193012195,9832749.65,53.49386576027778,1
2024,11090,PCA기반,20.072723540917437,9832749.65,53.49386576027778,1
2024,11090,문헌기반,18.54226648790222,9832749.65,53.49386576027778,1
2024,11100,CRITIC기반,9.482308571130682,9215936.27,52.77211412184425,1
