파일명,원본행수,전처리후행수,커버리지
20240201_OUTPUT.csv,6992326,4764379,0.9696730571732584
20240202_OUTPUT.csv,7154912,4788142,0.9695546368968941
20240203_OUTPUT.csv,5805825,3904501,0.9675312017149421
20240204_OUTPUT.csv,5321515,3681888,0.9669187814347291
20240205_OUTPUT.csv,6380769,4507508,0.9702847964455935
20240206_OUTPUT.csv,6892844,4752718,0.9694521611524402
20240207_OUTPUT.csv,6810335,4683762,0.9686489448946921
20240208_OUTPUT.csv,6996352,4726743,0.9667129024618449
20240209_OUTPUT.csv,4665760,3168720,0.9661872692293408
20240210_OUTPUT.csv,4506254,2974306,0.9747798706813282
20240211_OUTPUT.csv,4636764,3122331,0.9710778446757917
20240212_OUTPUT.csv,4666396,3265472,0.9639586049733117
20240213_OUTPUT.csv,6593288,4614314,0.9678521080081085
20240214_OUTPUT.csv,7051711,4841582,0.9689505642552895
20240215_OUTPUT.csv,6617863,4605756,0.9692128941215096
20240216_OUTPUT.csv,7227805,4840748,0.9694064802807574
20240217_OUTPUT.csv,6489222,4331555,0.968297718755929
20240218_OUTPUT.csv,5183840,3609871,0.9667109829201498
20240219_OUTPUT.csv,6439777,4519306,0.9693112516210005
20240220_OUTPUT.csv,6785618,4691323,0.9699522409582619
20240221_OUTPUT.csv,6520642,4544160,0.9697564563277532
20240222_OUTPUT.csv,6671741,4574303,0.969214015975774
20240223_OUTPUT.csv,7220058,4794195,0.9693340218154329
20240224_OUTPUT.csv,6409034,4272654,0.9690944088285965
20240225_OUTPUT.csv,5373757,3672912,0.9666355628171704
20240226_OUTPUT.csv,6909209,4720218,0.9699272088438203
20240227_OUTPUT.csv,7030941,4757210,0.9701244387509731
20240228_OUTPUT.csv,7165569,4792271,0.9704386805848247
20240229_OUTPUT.csv,7114682,4585057,0.9708856611618626
