연도,자치구코드,모형,연평균_스트레스점수,연합계_총이동인구수,연평균_평균이동시간,월개수
2024,11010,CRITIC기반,17.887924640051423,15627931.36,64.11836202759545,1
2024,11010,PCA기반,31.039216508527954,15627931.36,64.11836202759545,1
2024,11010,문헌기반,27.961997622111717,15627931.36,64.11836202759545,1
2024,11020,CRITIC기반,18.036232757766374,16046408.07,63.740944425487946,1
2024,11020,PCA기반,31.446937834981902,16046408.07,63.740944425487946,1
2024,11020,문헌기반,28.36252826631533,16046408.07,63.740944425487946,1
2024,11030,CRITIC기반,13.2588342967949,12505082.5,58.03681084173263,1
2024,11030,PCA기반,23.621086077312917,12505082.5,58.03681084173263,1
2024,11030,문헌기반,21.60574281471366,12505082.5,58.03681084173263,1
2024,11040,CRITIC기반,14.841006778587342,15408501.24,54.54266728564305,1
2024,11040,PCA기반,27.56283371033129,15408501.24,54.54266728564305,1
2024,11040,문헌기반,25.391151035876142,15408501.24,54.54266728564305,1
2024,11050,CRITIC기반,15.010743741290458,16221667.53,52.2891800573244,1
2024,11050,PCA기반,28.444640998178333,16221667.53,52.2891800573244,1
2024,11050,문헌기반,26.343618984107298,16221667.53,52.2891800573244,1
2024,11060,CRITIC기반,15.01060957534379,15899196.709999999,53.426678180879,1
2024,11060,PCA기반,28.15639153508833,15899196.709999999,53.426678180879,1
2024,11060,문헌기반,26.004572452177943,15899196.709999999,53.426678180879,1
2024,11070,CRITIC기반,12.597769678269836,13878178.55,51.24412915269823,1
2024,11070,PCA기반,24.03245662943066,13878178.55,51.24412915269823,1
2024,11070,문헌기반,22.33140596086232,13878178.55,51.24412915269823,1
2024,11080,CRITIC기반,16.588451524473403,17645774.51,53.413290985486455,1
2024,11080,PCA기반,31.20602856622257,17645774.51,53.413290985486455,1
2024,11080,문헌기반,28.813797173683064,17645774.51,53.413290985486455,1
2024,11090,CRITIC기반,10.781007080912705,11446673.52,52.49957911594287,1
2024,11090,PCA기반,20.19085230107594,11446673.52,52.49957911594287,1
2024,11090,문헌기반,18.71149888847443,11446673.52,52.49957911594287,1
2024,11100,CRITIC기반,10.313714323160042,11059652.08,52.001183839083815,1
2024,11100,PCA기반,19.41977009737066,11059652.08,52.001183839083815,1
2024,11100,문헌기반,18.01890344708927,11059652.08,52.001183839083815,1
2024,11110,CRITIC기반,18.083054745289907,19858984.12,51.721780837847135,1
2024,11110,PCA기반,34.54255771625413,19858984.12,51.721780837847135,1
2024,11110,문헌기반,32.04044879680911,19858984.12,51.721780837847135,1
2024,11120,CRITIC기반,16.34810225114506,17585098.56,52.66935609908558,1
2024,11120,PCA기반,30.941117470504246,17585098.56,52.66935609908558,1
2024,11120,문헌기반,28.62671155396434,17585098.56,52.66935609908558,1
2024,11130,CRITIC기반,15.254357068868261,15368372.05,56.30013427479086,1
2024,11130,PCA기반,27.915346857391437,15368372.05,56.30013427479086,1
2024,11130,문헌기반,25.61058961254089,15368372.05,56.30013427479086,1
2024,11140,CRITIC기반,19.425929649614208,20098111.07,55.02781227919201,1
2024,11140,PCA기반,36.32252422598052,20098111.07,55.02781227919201,1
2024,11140,문헌기반,33.36161471922329,20098111.07,55.02781227919201,1
2024,11150,CRITIC기반,12.658723476379425,14396912.55,49.85668630224496,1
2024,11150,PCA기반,24.51719807779127,14396912.55,49.85668630224496,1
2024,11150,문헌기반,22.867692946177197,14396912.55,49.85668630224496,1
2024,11160,CRITIC기반,20.877765282649033,22370256.65,53.517750402779974,1
2024,11160,PCA기반,39.527758360740606,22370256.65,53.517750402779974,1
2024,11160,문헌기반,36.47065318887256,22370256.65,53.517750402779974,1
2024,11170,CRITIC기반,15.936473268546877,16608079.05,54.3424821767812,1
2024,11170,PCA기반,29.732377264083972,16608079.05,54.3424821767812,1
2024,11170,문헌기반,27.395620496294157,16608079.05,54.3424821767812,1
2024,11180,CRITIC기반,9.113715348305083,8844421.91,55.883547556941465,1
2024,11180,PCA기반,16.128888595942325,8844421.91,55.883547556941465,1
2024,11180,문헌기반,14.876258161528403,8844421.91,55.883547556941465,1
2024,11190,CRITIC기반,21.72955405072515,22263373.47,56.410375808982494,1
2024,11190,PCA기반,40.45990892028176,22263373.47,56.410375808982494,1
2024,11190,문헌기반,37.03283000730233,22263373.47,56.410375808982494,1
2024,11200,CRITIC기반,14.91789776073754,15708502.05,53.633201250183404,1
2024,11200,PCA기반,27.913265593751312,15708502.05,53.633201250183404,1
2024,11200,문헌기반,25.768494086902447,15708502.05,53.633201250183404,1
2024,11210,CRITIC기반,16.893348016554263,17860981.25,53.66786157677629,1
2024,11210,PCA기반,31.719648190613245,17860981.25,53.66786157677629,1
2024,11210,문헌기반,29.26361049007632,17860981.25,53.66786157677629,1
2024,11220,CRITIC기반,26.424398518723983,26736441.96,58.03007092590274,1
2024,11220,PCA기반,49.18154783344776,26736441.96,58.03007092590274,1
2024,11220,문헌기반,44.7934431728657,26736441.96,58.03007092590274,1
2024,11230,CRITIC기반,38.49947626633312,39492631.82,58.61557576975251,1
2024,11230,PCA기반,72.46658903153117,39492631.82,58.61557576975251,1
2024,11230,문헌기반,65.79060736441642,39492631.82,58.61557576975251,1
2024,11240,CRITIC기반,30.906495079260512,32594113.91,55.08547295942522,1
2024,11240,PCA기반,58.569936206351045,32594113.91,55.08547295942522,1
2024,11240,문헌기반,53.729515300361825,32594113.91,55.08547295942522,1
2024,11250,CRITIC기반,20.93748389240774,22784993.89,52.5050743221506,1
2024,11250,PCA기반,39.891047276730305,22784993.89,52.5050743221506,1
2024,11250,문헌기반,36.91125047694446,22784993.89,52.5050743221506,1
2024,21010,CRITIC기반,41.30468843188145,12309.68,284.8128535658647,1
2024,21010,PCA기반,18.27907178402599,12309.68,284.8128535658647,1
2024,21010,문헌기반,22.62250169018885,12309.68,284.8128535658647,1
2024,21020,CRITIC기반,40.403028559973784,8253.62,279.46341472675056,1
2024,21020,PCA기반,17.85927484349497,8253.62,279.46341472675056,1
2024,21020,문헌기반,22.1134889436401,8253.62,279.46341472675056,1
2024,21030,CRITIC기반,36.96724963289645,25750.91,260.73361424788396,1
2024,21030,PCA기반,16.41665951436604,25750.91,260.73361424788396,1
2024,21030,문헌기반,20.28326608281062,25750.91,260.73361424788396,1
2024,21040,CRITIC기반,41.749342257337766,8134.4800000000005,288.9339257363963,1
2024,21040,PCA기반,18.472842245017024,8134.4800000000005,288.9339257363963,1
2024,21040,문헌기반,22.878044408171988,8134.4800000000005,288.9339257363963,1
2024,21050,CRITIC기반,40.41948532086786,33130.79,279.68093119237807,1
2024,21050,PCA기반,17.976661819665708,33130.79,279.68093119237807,1
2024,21050,문헌기반,22.183119425753155,33130.79,279.68093119237807,1
2024,21060,CRITIC기반,41.241640659599774,20932.81,283.9280664760412,1
2024,21060,PCA기반,18.292159321622517,20932.81,283.9280664760412,1
2024,21060,문헌기반,22.606435493572558,20932.81,283.9280664760412,1
2024,21070,CRITIC기반,39.83479358975236,23776.38,276.22994244327344,1
2024,21070,PCA기반,17.67810457119562,23776.38,276.22994244327344,1
2024,21070,문헌기반,21.842438658694235,23776.38,276.22994244327344,1
2024,21080,CRITIC기반,40.21550751000509,15212.48,278.1535459525029,1
