파일명,원본행수,전처리후행수,커버리지
20241101_OUTPUT.csv,7728078,5103583,0.9627247624338102
20241102_OUTPUT.csv,7025122,4597441,0.9645183529094297
20241103_OUTPUT.csv,5981253,4073243,0.9625617746602814
20241104_OUTPUT.csv,7182008,4963166,0.9625791810472912
20241105_OUTPUT.csv,7313189,5016341,0.9634478435172634
20241106_OUTPUT.csv,7338422,5019848,0.9633919476926415
20241107_OUTPUT.csv,7331618,4990403,0.9631603647203151
20241108_OUTPUT.csv,7588527,5040396,0.9623818382775586
20241109_OUTPUT.csv,6894745,4542147,0.9641983296412144
20241110_OUTPUT.csv,5810526,3981645,0.9620099256022185
20241111_OUTPUT.csv,7260614,5004129,0.9615833988233927
20241112_OUTPUT.csv,7383642,5056687,0.9628494875524167
20241113_OUTPUT.csv,7501934,5111500,0.9619058837274957
20241114_OUTPUT.csv,7221326,4945722,0.9623307242546614
20241115_OUTPUT.csv,7566435,5021980,0.9622247041178645
20241116_OUTPUT.csv,6596867,4394970,0.9645275183246164
20241117_OUTPUT.csv,5694757,3924899,0.9623807655301336
20241118_OUTPUT.csv,7004977,4874822,0.9625385992262742
20241119_OUTPUT.csv,7185231,4944436,0.9630520859709879
20241120_OUTPUT.csv,7293903,4995793,0.9633390123165394
20241121_OUTPUT.csv,7320292,4986182,0.9632013684768713
20241122_OUTPUT.csv,7521847,5008376,0.9630688458007155
20241123_OUTPUT.csv,6708071,4443013,0.9646682796614485
20241124_OUTPUT.csv,5708269,3916509,0.9623858564069636
20241125_OUTPUT.csv,7194273,4960722,0.9627729932679052
20241126_OUTPUT.csv,6933230,4809118,0.9643714243414052
20241127_OUTPUT.csv,6710753,4649052,0.9622975966312317
20241128_OUTPUT.csv,6761592,4628040,0.9619717612941975
20241129_OUTPUT.csv,7312056,4836360,0.963299763848396
20241130_OUTPUT.csv,6363475,4131622,0.9645069133117784
