YEAR,MONTH,HOUR,HALF_HOUR,STATION_ID,LINE_NM,"STATION,_NM",GETON_CNT,GETOFF_CNT,gu_name,gu_code
2023,8,0,0,150,1호선,서울역,1700,510,중구,11140
2023,8,0,0,151,1호선,시청,178,215,중구,11140
2023,8,0,0,152,1호선,종각,726,197,종로구,11110
2023,8,0,0,153,1호선,종로3가,804,403,종로구,11110
2023,8,0,0,154,1호선,종로5가,198,128,종로구,11110
2023,8,0,0,155,1호선,동대문,396,557,종로구,11110
2023,8,0,0,156,1호선,신설동,213,207,동대문구,11230
2023,8,0,0,157,1호선,제기동,71,82,동대문구,11230
2023,8,0,0,158,1호선,청량리(서울시립대입구),109,280,동대문구,11230
2023,8,0,0,159,1호선,동묘앞,73,302,종로구,11110
2023,8,0,0,201,2호선,시청,968,446,중구,11140
2023,8,0,0,202,2호선,을지로입구,2476,950,중구,11140
2023,8,0,0,203,2호선,을지로3가,2656,713,중구,11140
2023,8,0,0,204,2호선,을지로4가,662,524,중구,11140
2023,8,0,0,205,2호선,동대문역사문화공원(DDP),1350,1034,중구,11140
2023,8,0,0,206,2호선,신당,1030,1092,중구,11140
2023,8,0,0,207,2호선,상왕십리,353,1174,성동구,11200
2023,8,0,0,208,2호선,왕십리(성동구청),1660,1626,성동구,11200
2023,8,0,0,209,2호선,한양대,643,347,성동구,11200
2023,8,0,0,210,2호선,뚝섬,1286,788,성동구,11200
2023,8,0,0,211,2호선,성수,2319,1729,성동구,11200
2023,8,0,0,212,2호선,건대입구,5794,3132,광진구,11215
2023,8,0,0,213,2호선,구의(광진구청),961,2108,광진구,11215
2023,8,0,0,214,2호선,강변(동서울터미널),818,1573,광진구,11215
2023,8,0,0,215,2호선,잠실나루,291,723,광진구,11215
2023,8,0,0,216,2호선,잠실(송파구청),3660,2709,송파구,11710
2023,8,0,0,217,2호선,잠실새내,1935,1334,송파구,11710
2023,8,0,0,218,2호선,종합운동장,313,437,송파구,11710
2023,8,0,0,219,2호선,삼성(무역센터),2008,886,강남구,11680
2023,8,0,0,220,2호선,선릉,2986,1242,강남구,11680
2023,8,0,0,221,2호선,역삼,2415,993,강남구,11680
2023,8,0,0,222,2호선,강남,9658,2218,강남구,11680
2023,8,0,0,223,2호선,교대(법원.검찰청),2266,999,서초구,11650
2023,8,0,0,224,2호선,서초,674,443,서초구,11650
2023,8,0,0,225,2호선,방배,761,840,서초구,11650
2023,8,0,0,226,2호선,사당,4176,3022,동작구,11590
2023,8,0,0,227,2호선,낙성대(강감찬),983,2767,관악구,11620
2023,8,0,0,228,2호선,서울대입구(관악구청),2475,4738,관악구,11620
2023,8,0,0,229,2호선,봉천,574,2263,관악구,11620
2023,8,0,0,230,2호선,신림,2551,5691,관악구,11620
2023,8,0,0,231,2호선,신대방,691,2512,동작구,11590
2023,8,0,0,232,2호선,구로디지털단지,2315,3491,구로구,11530
2023,8,0,0,233,2호선,대림(구로구청),471,1565,구로구,11530
2023,8,0,0,234,2호선,신도림,1823,5071,구로구,11530
2023,8,0,0,235,2호선,문래,1282,899,영등포구,11560
2023,8,0,0,236,2호선,영등포구청,1044,1301,영등포구,11560
2023,8,0,0,237,2호선,당산,851,1411,영등포구,11560
2023,8,0,0,238,2호선,합정,4614,2076,마포구,11440
2023,8,0,0,239,2호선,홍대입구,9131,3889,마포구,11440
2023,8,0,0,240,2호선,신촌,4315,1879,마포구,11440
2023,8,0,0,241,2호선,이대,600,1142,서대문구,11410
2023,8,0,0,242,2호선,아현,269,749,마포구,11440
2023,8,0,0,243,2호선,충정로(경기대입구),439,582,서대문구,11410
2023,8,0,0,244,2호선,용답,61,325,성동구,11200
2023,8,0,0,245,2호선,신답,21,188,성동구,11200
2023,8,0,0,246,2호선,신설동,69,197,동대문구,11230
2023,8,0,0,247,2호선,도림천,24,57,구로구,11530
2023,8,0,0,248,2호선,양천구청,112,412,양천구,11470
2023,8,0,0,249,2호선,신정네거리,230,526,양천구,11470
2023,8,0,0,250,2호선,용두(동대문구청),45,177,동대문구,11230
2023,8,0,0,309,3호선,지축,125,62,,
2023,8,0,0,310,3호선,구파발,384,1175,은평구,11380
2023,8,0,0,311,3호선,연신내,914,1739,은평구,11380
2023,8,0,0,312,3호선,불광,311,772,은평구,11380
2023,8,0,0,313,3호선,녹번,158,636,은평구,11380
2023,8,0,0,314,3호선,홍제,278,680,서대문구,11410
2023,8,0,0,315,3호선,무악재,70,181,서대문구,11410
2023,8,0,0,316,3호선,독립문,97,563,서대문구,11410
2023,8,0,0,317,3호선,경복궁(정부서울청사),739,354,종로구,11110
2023,8,0,0,318,3호선,안국,419,244,종로구,11110
2023,8,0,0,319,3호선,종로3가,503,192,종로구,11110
2023,8,0,0,320,3호선,을지로3가,1035,206,중구,11140
2023,8,0,0,322,3호선,동대입구,270,298,중구,11140
2023,8,0,0,323,3호선,약수,636,951,중구,11140
2023,8,0,0,324,3호선,금호,192,453,성동구,11200
2023,8,0,0,325,3호선,옥수,304,397,성동구,11200
2023,8,0,0,326,3호선,압구정,1589,536,강남구,11680
2023,8,0,0,327,3호선,신사,2555,775,강남구,11680
2023,8,0,0,328,3호선,잠원,101,276,서초구,11650
2023,8,0,0,329,3호선,고속터미널,1465,420,서초구,11650
2023,8,0,0,330,3호선,교대(법원.검찰청),995,225,서초구,11650
2023,8,0,0,331,3호선,남부터미널(예술의전당),677,575,서초구,11650
2023,8,0,0,332,3호선,양재(서초구청),1031,921,서초구,11650
2023,8,0,0,333,3호선,매봉,272,229,강남구,11680
2023,8,0,0,334,3호선,도곡,102,344,강남구,11680
2023,8,0,0,335,3호선,대치,318,337,강남구,11680
2023,8,0,0,336,3호선,학여울,19,61,강남구,11680
2023,8,0,0,337,3호선,대청,233,535,강남구,11680
2023,8,0,0,338,3호선,일원,104,245,강남구,11680
2023,8,0,0,339,3호선,수서,478,558,강남구,11680
2023,8,0,0,340,3호선,가락시장,261,301,송파구,11710
2023,8,0,0,341,3호선,경찰병원,119,174,송파구,11710
2023,8,0,0,342,3호선,오금,99,278,송파구,11710
2023,8,0,0,409,4호선,불암산,219,694,노원구,11350
2023,8,0,0,410,4호선,상계,421,1083,노원구,11350
2023,8,0,0,411,4호선,노원,1485,1443,노원구,11350
2023,8,0,0,412,4호선,창동,581,1174,도봉구,11320
2023,8,0,0,413,4호선,쌍문,451,1873,도봉구,11320
2023,8,0,0,414,4호선,수유(강북구청),1191,1862,강북구,11305
2023,8,0,0,415,4호선,미아(서울사이버대학),241,699,강북구,11305
2023,8,0,0,416,4호선,미아사거리,645,1039,강북구,11305
2023,8,0,0,417,4호선,길음,377,1033,성북구,11290
2023,8,0,0,418,4호선,성신여대입구(돈암),1242,1119,성북구,11290
2023,8,0,0,419,4호선,한성대입구(삼선교),434,1180,성북구,11290
2023,8,0,0,420,4호선,혜화,2796,897,종로구,11110
2023,8,0,0,421,4호선,동대문,745,326,종로구,11110
2023,8,0,0,422,4호선,동대문역사문화공원(DDP),1527,642,중구,11140
2023,8,0,0,423,4호선,충무로,2521,1019,중구,11140
2023,8,0,0,424,4호선,명동,1008,651,중구,11140
2023,8,0,0,425,4호선,회현(남대문시장),379,211,중구,11140
2023,8,0,0,426,4호선,서울역,372,480,중구,11140
2023,8,0,0,427,4호선,숙대입구(갈월),846,565,용산구,11170
2023,8,0,0,428,4호선,삼각지,646,360,용산구,11170
2023,8,0,0,429,4호선,신용산,1244,382,용산구,11170
2023,8,0,0,430,4호선,이촌(국립중앙박물관),138,266,용산구,11170
2023,8,0,0,431,4호선,동작(현충원),63,52,동작구,11590
2023,8,0,0,432,4호선,총신대입구(이수),687,832,동작구,11590
2023,8,0,0,433,4호선,사당,1349,1201,동작구,11590
2023,8,0,0,434,4호선,남태령,11,6,서초구,11650
2023,8,0,0,2511,5호선,방화,88,280,강서구,11500
2023,8,0,0,2512,5호선,개화산,77,235,강서구,11500
2023,8,0,0,2513,5호선,김포공항,187,53,강서구,11500
2023,8,0,0,2514,5호선,송정,169,305,강서구,11500
2023,8,0,0,2515,5호선,마곡,377,350,강서구,11500
2023,8,0,0,2516,5호선,발산,1200,504,강서구,11500
2023,8,0,0,2517,5호선,우장산,243,504,강서구,11500
2023,8,0,0,2518,5호선,화곡,593,1213,강서구,11500
2023,8,0,0,2519,5호선,까치산,596,1553,강서구,11500
2023,8,0,0,2520,5호선,신정(은행정),190,492,양천구,11470
2023,8,0,0,2521,5호선,목동,453,561,양천구,11470
2023,8,0,0,2522,5호선,오목교(목동운동장앞),755,478,양천구,11470
2023,8,0,0,2523,5호선,양평,174,269,영등포구,11560
2023,8,0,0,2524,5호선,영등포구청,200,159,영등포구,11560
2023,8,0,0,2525,5호선,영등포시장,386,343,영등포구,11560
2023,8,0,0,2526,5호선,신길,148,426,영등포구,11560
2023,8,0,0,2527,5호선,여의도,862,472,영등포구,11560
2023,8,0,0,2528,5호선,여의나루,735,192,영등포구,11560
2023,8,0,0,2529,5호선,마포,650,385,마포구,11440
2023,8,0,0,2530,5호선,공덕,798,403,마포구,11440
2023,8,0,0,2531,5호선,애오개,99,508,마포구,11440
2023,8,0,0,2532,5호선,충정로(경기대입구),134,169,서대문구,11410
