indicator,entropy,diversity,weight,weight_percent
transport_score,0.9272006165320646,0.07279938346793535,0.19761136831956272,19.76113683195627
commute_stress_score,0.9240191100632562,0.07598088993674379,0.20624745583389845,20.624745583389846
parking_score,0.937981598862109,0.06201840113789103,0.1683467706185747,16.83467706185747
complaint_score,0.8424019366068787,0.15759806339312132,0.42779440522796414,42.77944052279641
