year,gu_name,transport_score,commute_stress_score,parking_score,complaint_score,transport_score_norm,commute_stress_score_norm,parking_score_norm,complaint_score_norm,traffic_entropy_raw_0_1,traffic_score_25,rank
2024,마포구,70.14965986394557,33.122832245331246,37.36842105263158,73.47066866055937,100.0,35.937232271585216,34.21052631578948,79.33833582569922,0.6626985773375732,16.57,1
2024,용산구,43.40136054421769,21.47529351064519,55.730994152046776,90.0,28.038067349926806,12.93415212796633,57.16374269005847,100.0,0.6177555922561686,15.44,2
2024,중구,56.6530612244898,27.015103267452552,10.0,90.0,63.68960468521231,23.87489168839814,0.0,100.0,0.6083655168141491,15.21,3
2024,강서구,56.517006802721085,36.679141060330466,36.90058479532164,64.7087708051555,63.32357247437774,42.960695215157074,33.62573099415205,68.38596350644437,0.5632206901358268,14.08,4
2024,서초구,47.86394557823129,44.24199468790204,16.54970760233917,65.44755915438216,40.043923865300144,57.89680593109855,8.18713450292396,69.3094489429777,0.5155744697458957,12.89,5
2024,강남구,43.074829931972786,65.56081724165347,23.450292397660817,50.55084255916341,27.159590043923863,100.0,16.81286549707602,50.68855319895425,0.5133533820237055,12.83,6
2024,종로구,69.3061224489796,26.805859417068124,11.16959064327486,59.4940252631629,97.73060029282578,23.46164961472135,1.4619883040935755,61.86753157895362,0.49984622063006334,12.5,7
2024,영등포구,67.26530612244899,36.8121636188502,57.71929824561405,35.4911781827031,92.24011713030751,43.22340553054983,59.64912280701756,31.863972728378876,0.4952299084671843,12.38,8
2024,송파구,58.61224489795918,54.0547600314022,66.60818713450293,25.99523734958261,68.96046852122987,77.27633604202754,70.76023391812866,19.994046686978262,0.4919195271032842,12.3,9
2024,관악구,55.945578231292515,29.318746620732092,76.08187134502924,26.00401720875887,61.786237188872626,28.424427335787637,82.60233918128655,20.00502151094859,0.3957197809893475,9.89,10
2024,강동구,53.224489795918366,36.24484080340587,69.41520467836258,24.56626259166053,54.46559297218157,42.10298236749081,74.26900584795322,18.20782823957566,0.3898779150260415,9.75,11
2024,강북구,62.503401360544224,18.743845258633073,71.5204678362573,18.03557196574928,79.42898975109813,7.53973151427296,76.90058479532162,10.044464957186602,0.32867343910035507,8.22,12
2024,광진구,55.72789115646259,26.012357189051844,55.38011695906434,23.04443808176501,61.20058565153737,21.89453781874666,56.72514619883042,16.30554760220626,0.321251943932484,8.03,13
2024,동대문구,51.02040816326531,25.26607790012232,49.18128654970759,29.586095804254832,48.535871156661806,20.420688048095396,48.97660818713449,24.48261975531854,0.3193837182922182,7.98,14
2024,서대문구,48.51700680272109,25.009938796611234,80.05847953216374,19.50396802390096,41.80087847730602,19.91483110611039,87.57309941520468,11.8799600298762,0.3146116434371384,7.87,15
2024,은평구,53.632653061224495,28.53688211294196,56.54970760233919,20.34273204116802,55.56368960468524,26.88029922908405,58.18713450292399,12.928415051460023,0.30926378114716785,7.73,16
2024,중랑구,49.496598639455776,22.528613586686255,89.88304093567253,13.936941730739738,44.436310395314784,15.014386130872046,99.85380116959067,4.921177163424673,0.2983288742383875,7.46,17
2024,노원구,40.435374149659864,32.117861305408105,84.97076023391813,10.0,20.058565153733536,33.95248445493131,93.71345029239765,0.0,0.2633284513150036,6.58,18
2024,양천구,32.97959183673469,23.025915223175378,90.0,19.58083199135688,0.0,15.99652232807959,100.0,11.976039989196101,0.2539033347275869,6.35,19
2024,성동구,35.83673469387755,24.59907326452986,86.84210526315789,16.952718638431953,7.686676427525634,19.10340021259697,96.05263157894737,8.690898298039942,0.2527799307459983,6.32,20
2024,동작구,39.292517006802726,25.154923446364894,72.80701754385967,15.467341521065824,16.9838945827233,20.20116572098882,78.50877192982459,6.834176901332281,0.23394578150437095,5.85,21
2024,구로구,41.82312925170068,26.9996022564076,70.81871345029239,11.427356073425315,23.792093704245975,23.84427826804416,76.0233918128655,1.784195091781644,0.2269805826927169,5.67,22
2024,도봉구,47.37414965986394,17.690952535932034,74.32748538011695,12.343626563976276,38.72620790629575,5.460341504536462,80.4093567251462,2.929533204970345,0.22677947158644274,5.67,22
2024,성북구,36.244897959183675,28.08133100460578,71.75438596491229,12.392482996317376,8.784773060029293,25.980617425634435,77.19298245614036,2.9906037453967205,0.21241904838668096,5.31,24
2024,금천구,40.244897959183675,14.926125444011257,18.7719298245614,14.209571414008854,19.546120058565165,0.0,10.964912280701752,5.261964267511067,0.07612780127366672,1.9,25
