YEAR,MONTH,HOUR,HALF_HOUR,STATION_ID,LINE_NM,"STATION,_NM",GETON_CNT,GETOFF_CNT,gu_name,gu_code
2024,10,0,0,150,1호선,서울역,2059,635,중구,11140
2024,10,0,0,151,1호선,시청,311,208,중구,11140
2024,10,0,0,152,1호선,종각,1012,158,종로구,11110
2024,10,0,0,153,1호선,종로3가,1304,531,종로구,11110
2024,10,0,0,154,1호선,종로5가,221,105,종로구,11110
2024,10,0,0,155,1호선,동대문,499,576,종로구,11110
2024,10,0,0,156,1호선,신설동,262,350,동대문구,11230
2024,10,0,0,157,1호선,제기동,80,116,동대문구,11230
2024,10,0,0,158,1호선,청량리(서울시립대입구),138,375,동대문구,11230
2024,10,0,0,159,1호선,동묘앞,69,378,종로구,11110
2024,10,0,0,201,2호선,시청,1013,400,중구,11140
2024,10,0,0,202,2호선,을지로입구,3053,884,중구,11140
2024,10,0,0,203,2호선,을지로3가,2951,651,중구,11140
2024,10,0,0,204,2호선,을지로4가,792,503,중구,11140
2024,10,0,0,205,2호선,동대문역사문화공원(DDP),1620,1163,중구,11140
2024,10,0,0,206,2호선,신당,1188,1124,중구,11140
2024,10,0,0,207,2호선,상왕십리,444,1289,성동구,11200
2024,10,0,0,208,2호선,왕십리(성동구청),1903,1674,성동구,11200
2024,10,0,0,209,2호선,한양대,1338,502,성동구,11200
2024,10,0,0,210,2호선,뚝섬,1190,880,성동구,11200
2024,10,0,0,211,2호선,성수,2676,1801,성동구,11200
2024,10,0,0,212,2호선,건대입구,5194,3655,광진구,11215
2024,10,0,0,213,2호선,구의(광진구청),1036,2179,광진구,11215
2024,10,0,0,214,2호선,강변(동서울터미널),576,1392,광진구,11215
2024,10,0,0,215,2호선,잠실나루,331,848,광진구,11215
2024,10,0,0,216,2호선,잠실(송파구청),3916,2963,송파구,11710
2024,10,0,0,217,2호선,잠실새내,1799,1527,송파구,11710
2024,10,0,0,218,2호선,종합운동장,240,413,송파구,11710
2024,10,0,0,219,2호선,삼성(무역센터),1775,858,강남구,11680
2024,10,0,0,220,2호선,선릉,3092,1311,강남구,11680
2024,10,0,0,221,2호선,역삼,2457,876,강남구,11680
2024,10,0,0,222,2호선,강남,8826,2129,강남구,11680
2024,10,0,0,223,2호선,교대(법원.검찰청),2151,1011,서초구,11650
2024,10,0,0,224,2호선,서초,675,468,서초구,11650
2024,10,0,0,225,2호선,방배,1003,833,서초구,11650
2024,10,0,0,226,2호선,사당,4553,3232,동작구,11590
2024,10,0,0,227,2호선,낙성대(강감찬),1062,2808,관악구,11620
2024,10,0,0,228,2호선,서울대입구(관악구청),2888,4823,관악구,11620
2024,10,0,0,229,2호선,봉천,648,2273,관악구,11620
2024,10,0,0,230,2호선,신림,2887,6474,관악구,11620
2024,10,0,0,231,2호선,신대방,723,2619,동작구,11590
2024,10,0,0,232,2호선,구로디지털단지,2343,3492,구로구,11530
2024,10,0,0,233,2호선,대림(구로구청),448,1681,구로구,11530
2024,10,0,0,234,2호선,신도림,1722,5264,구로구,11530
2024,10,0,0,235,2호선,문래,1416,1038,영등포구,11560
