자치구,스트레스분류,해결태그,장소명,카테고리,도로명주소,경도,위도,전화번호,플레이스URL,_global_excluded,_tag_match
강서구,소음,키워드:산책코스,강서둘레길1코스(개화산숲길),"여행,명소>도보코스",,126.8074532,37.5823728,,,False,True
강서구,소음,키워드:산책코스,강서둘레길3코스(강서한강길),"여행,명소>도보코스",,126.8107361,37.5894192,,,False,True
강서구,소음,키워드:산책코스,강서둘레길2코스(공원길),"여행,명소>도보코스",,126.8185437,37.5794001,,,False,True
강서구,소음,키워드:산책코스,강서둘레길,"여행,명소>산책로",,126.8106476,37.5895029,,,False,True
관악구,소음,키워드:조용한 카페,황홀경,"음식점>카페,디저트",서울특별시 관악구 관악로14길 37 B1 황홀경,126.9546215,37.4789724,,https://www.instagram.com/_hwangholkyung_,False,True
관악구,소음,키워드:조용한 카페,설빙 신림점,"카페,디저트>빙수",서울특별시 관악구 남부순환로 1598,126.9282796,37.4838403,,,False,True
관악구,소음,키워드:조용한 카페,안녕과자점,"음식점>카페,디저트",서울특별시 관악구 남부순환로228길 20 1층 안녕과자점,126.9548511,37.4789129,,http://www.instagram.com/annyeongdessert,False,True
관악구,소음,키워드:조용한 카페,커피빈 서울대입구역점,"카페,디저트>카페",서울특별시 관악구 관악로 161,126.9521659,37.4796444,,https://www.coffeebeankorea.com/main/main.asp,False,True
관악구,소음,키워드:북카페,엉금책방,서점>독립서점,서울특별시 관악구 신림로 391 2층,126.9278728,37.4890969,,,False,True
관악구,소음,키워드:북카페,북덕방,"음식점>카페,디저트",서울특별시 관악구 봉천로 544-1 2층 201호,126.9581918,37.4782418,,https://www.instagram.com/bookduckbang,False,True
관악구,소음,키워드:북카페,히코,"음식점>카페,디저트",서울특별시 관악구 남부순환로 1746-1 2층,126.9440896,37.4819447,,https://www.instagram.com/cafe.hik0/,False,True
관악구,소음,키워드:북카페,카페모아,"카페,디저트>카페",서울특별시 관악구 남부순환로 1717 실로암시각장애인복지관,126.9410998,37.4829391,,https://www.instagram.com/cafemore_siloam/,False,True
관악구,소음,키워드:미술관,서울대학교미술관,"문화,예술>미술관",서울특별시 관악구 관악로 1 서울대학교 151동 서울대학교미술관,126.9496873,37.4664469,,http://www.snumoa.org/,False,True
관악구,소음,키워드:미술관,서울시립 남서울미술관,"문화,예술>미술관",서울특별시 관악구 남부순환로 2076 서울시립미술관,126.9795205,37.4760645,,https://sema.seoul.go.kr,False,True
관악구,소음,키워드:미술관,아크코어,"문화,예술>전시관",서울특별시 관악구 양녕로 24 2층,126.9468633,37.4841217,,https://www.instagram.com/arkcore_official,False,True
관악구,소음,키워드:박물관,호림박물관 신림본관,"여행,명소>박물관",서울특별시 관악구 남부순환로152길 53 호림박물관,126.918218,37.4809816,,https://www.instagram.com/horimmuseum,False,True
관악구,소음,키워드:박물관,서울대학교 관악캠퍼스70동(박물관),"여행,명소>박물관",서울특별시 관악구 관악로 1,126.9522491,37.4644138,,http://museum.snu.ac.kr/,False,True
