파일명,원본행수,전처리후행수,커버리지
20220501_OUTPUT.csv,5531545,3784087,0.9651102347062708
20220502_OUTPUT.csv,6934737,4797599,0.966029683616954
20220503_OUTPUT.csv,7104825,4859069,0.9669771746091317
20220504_OUTPUT.csv,7413776,4938941,0.967033137485995
20220505_OUTPUT.csv,6062448,4108817,0.9679660941617722
20220506_OUTPUT.csv,7035721,4639574,0.967444847757605
20220507_OUTPUT.csv,6427347,4253612,0.9683021744520478
20220508_OUTPUT.csv,5486333,3836654,0.9669815006183641
20220509_OUTPUT.csv,6973429,4830096,0.9652243305993565
20220510_OUTPUT.csv,7130909,4891561,0.9660851946948366
20220511_OUTPUT.csv,7170650,4906918,0.966245218307402
20220512_OUTPUT.csv,7188772,4898131,0.9664721108648314
20220513_OUTPUT.csv,7407195,4941066,0.9656849250811234
20220514_OUTPUT.csv,6659126,4418243,0.9669667315057995
20220515_OUTPUT.csv,5725415,3920239,0.9650223383948593
20220516_OUTPUT.csv,6988232,4845346,0.9651805569154488
20220517_OUTPUT.csv,7134698,4896996,0.9660489486222721
20220518_OUTPUT.csv,7076373,4852391,0.9659516829450753
20220519_OUTPUT.csv,7206755,4905322,0.966528682461736
20220520_OUTPUT.csv,7468914,4958067,0.9659767509146993
20220521_OUTPUT.csv,6739075,4446164,0.9669650316189075
20220522_OUTPUT.csv,5665253,3873469,0.9643072564502237
20220523_OUTPUT.csv,6969341,4828987,0.9653142905750635
20220524_OUTPUT.csv,7134790,4882864,0.966269677729757
20220525_OUTPUT.csv,7116871,4878489,0.9673111336605833
20220526_OUTPUT.csv,7225315,4886548,0.9670135792422457
20220527_OUTPUT.csv,7511185,4963516,0.9656930524995837
20220528_OUTPUT.csv,6739925,4433115,0.9665626034231911
20220529_OUTPUT.csv,5663885,3854096,0.9644632461675832
20220530_OUTPUT.csv,6905202,4748365,0.96596181526631
20220531_OUTPUT.csv,7225821,4712633,0.9672672660990527
