연도,자치구코드,모형,연평균_스트레스점수,연합계_총이동인구수,연평균_평균이동시간,월개수
2022,11010,CRITIC기반,19.707183281277867,15377267.17,63.72979690081706,1
2022,11010,PCA기반,31.552958315653473,15377267.17,63.72979690081706,1
2022,11010,문헌기반,28.191180797048307,15377267.17,63.72979690081706,1
2022,11020,CRITIC기반,18.404712019226952,14954445.51,61.76457559557219,1
2022,11020,PCA기반,29.705579753848358,14954445.51,61.76457559557219,1
2022,11020,문헌기반,26.69145908800462,14954445.51,61.76457559557219,1
2022,11030,CRITIC기반,15.091029528520597,12839340.59,56.29030950135142,1
2022,11030,PCA기반,24.770571774925717,12839340.59,56.29030950135142,1
2022,11030,문헌기반,22.555816494951184,12839340.59,56.29030950135142,1
2022,11040,CRITIC기반,16.24076039003339,14769811.78,53.741197756182,1
2022,11040,PCA기반,27.243554674581272,14769811.78,53.741197756182,1
2022,11040,문헌기반,24.96540139229967,14769811.78,53.741197756182,1
2022,11050,CRITIC기반,17.51161659136133,16001354.32,52.65647342139158,1
2022,11050,PCA기반,29.528858157721874,16001354.32,52.65647342139158,1
2022,11050,문헌기반,27.116363168477463,16001354.32,52.65647342139158,1
2022,11060,CRITIC기반,16.512819387586227,14975325.26,53.53446293498326,1
2022,11060,PCA기반,27.727256580286497,14975325.26,53.53446293498326,1
2022,11060,문헌기반,25.414003357043633,14975325.26,53.53446293498326,1
2022,11070,CRITIC기반,15.075416195655569,13947014.73,51.84447544548152,1
2022,11070,PCA기반,25.514435692890313,13947014.73,51.84447544548152,1
2022,11070,문헌기반,23.498736948522474,13947014.73,51.84447544548152,1
2022,11080,CRITIC기반,18.99856938008156,17355609.55,53.26340980699002,1
2022,11080,PCA기반,32.01808201619774,17355609.55,53.26340980699002,1
2022,11080,문헌기반,29.353933395840247,17355609.55,53.26340980699002,1
2022,11090,CRITIC기반,12.670710226868966,11459516.6,52.71458752882283,1
2022,11090,PCA기반,21.22971797955678,11459516.6,52.71458752882283,1
2022,11090,문헌기반,19.51517787761179,11459516.6,52.71458752882283,1
2022,11100,CRITIC기반,11.633644888054487,10690626.88,51.713103844538516,1
2022,11100,PCA기반,19.601770253302288,10690626.88,51.713103844538516,1
2022,11100,문헌기반,18.066752900016766,10690626.88,51.713103844538516,1
2022,11110,CRITIC기반,21.491456180617636,20246383.669999998,51.17733369286605,1
2022,11110,PCA기반,36.63742400330488,20246383.669999998,51.17733369286605,1
2022,11110,문헌기반,33.79063290076923,20246383.669999998,51.17733369286605,1
2022,11120,CRITIC기반,18.484638531394317,16806766.0,53.178644959995374,1
2022,11120,PCA기반,31.144395521440757,16806766.0,53.178644959995374,1
2022,11120,문헌기반,28.561208855049838,16806766.0,53.178644959995374,1
2022,11130,CRITIC기반,16.63034637442401,14709166.959999999,55.459713767659096,1
2022,11130,PCA기반,27.64831007491966,14709166.959999999,55.459713767659096,1
2022,11130,문헌기반,25.222239839664915,14709166.959999999,55.459713767659096,1
2022,11140,CRITIC기반,22.07524193976735,20047463.79,53.67025012339317,1
2022,11140,PCA기반,37.24479628722692,20047463.79,53.67025012339317,1
2022,11140,문헌기반,34.085246774471656,20047463.79,53.67025012339317,1
2022,11150,CRITIC기반,15.313820080488957,14772851.55,49.61022322341641,1
2022,11150,PCA기반,26.29240242964161,14772851.55,49.61022322341641,1
2022,11150,문헌기반,24.37071633071957,14772851.55,49.61022322341641,1
2022,11160,CRITIC기반,23.39590646408538,21636135.48,52.72014764035855,1
2022,11160,PCA기반,39.670092517123415,21636135.48,52.72014764035855,1
