연도,자치구코드,모형,연평균_스트레스점수,연합계_총이동인구수,연평균_평균이동시간,월개수
2023,11010,CRITIC기반,16.936545102771227,13513521.33,62.96419927818541,1
2023,11010,PCA기반,29.906400533496015,13513521.33,62.96419927818541,1
2023,11010,문헌기반,26.978649403166823,13513521.33,62.96419927818541,1
2023,11020,CRITIC기반,16.516719698417038,13655501.81,61.791488794267664,1
2023,11020,PCA기반,29.435203874672148,13655501.81,61.791488794267664,1
2023,11020,문헌기반,26.639411213526376,13655501.81,61.791488794267664,1
2023,11030,CRITIC기반,12.75102331975218,11154916.61,56.45097855088621,1
2023,11030,PCA기반,23.33241381083639,11154916.61,56.45097855088621,1
2023,11030,문헌기반,21.38124277985617,11154916.61,56.45097855088621,1
2023,11040,CRITIC기반,13.293625506356493,12738488.91,53.36272000152311,1
2023,11040,PCA기반,25.321095119867998,12738488.91,53.36272000152311,1
2023,11040,문헌기반,23.3596406001888,12738488.91,53.36272000152311,1
2023,11050,CRITIC기반,13.811772672061362,13546020.26,51.8967914259298,1
2023,11050,PCA기반,26.729514160132485,13546020.26,51.8967914259298,1
2023,11050,문헌기반,24.732958627297723,13546020.26,51.8967914259298,1
2023,11060,CRITIC기반,13.449547943982711,12927057.86,52.94909516471784,1
2023,11060,PCA기반,25.731036523225537,12927057.86,52.94909516471784,1
2023,11060,문헌기반,23.75386299010034,12927057.86,52.94909516471784,1
2023,11070,CRITIC기반,11.875417707966879,11969978.36,50.63399188684956,1
2023,11070,PCA기반,23.23209248511772,11969978.36,50.63399188684956,1
2023,11070,문헌기반,21.580226295415027,11969978.36,50.63399188684956,1
2023,11080,CRITIC기반,14.655272137569698,14407049.16,52.04653282792268,1
2023,11080,PCA기반,28.37913763138656,14407049.16,52.04653282792268,1
2023,11080,문헌기반,26.247132269334788,14407049.16,52.04653282792268,1
2023,11090,CRITIC기반,10.058874476777218,9752838.7,51.85188145424901,1
2023,11090,PCA기반,19.275844188779356,9752838.7,51.85188145424901,1
2023,11090,문헌기반,17.8628841775895,9752838.7,51.85188145424901,1
2023,11100,CRITIC기반,9.169127665409802,8961659.62,51.32865716209251,1
2023,11100,PCA기반,17.640117153993927,8961659.62,51.32865716209251,1
2023,11100,문헌기반,16.37002634400355,8961659.62,51.32865716209251,1
2023,11110,CRITIC기반,16.89309477382336,17110600.5,50.68623712226479,1
2023,11110,PCA기반,33.20601418869857,17110600.5,50.68623712226479,1
2023,11110,문헌기반,30.82340563103586,17110600.5,50.68623712226479,1
2023,11120,CRITIC기반,14.76443203690094,14567156.32,51.82174433089807,1
