파일명,원본행수,전처리후행수,커버리지
20230201_OUTPUT.csv,6870847,4720306,0.9694107487345999
20230202_OUTPUT.csv,6832675,4689360,0.9695947499658748
20230203_OUTPUT.csv,7057548,4734214,0.9691389180599536
20230204_OUTPUT.csv,6232727,4174434,0.9680633317175645
20230205_OUTPUT.csv,5222648,3619355,0.9660081650187569
20230206_OUTPUT.csv,6647935,4641397,0.9688010941629404
20230207_OUTPUT.csv,6834038,4723798,0.9690705949228262
20230208_OUTPUT.csv,6921014,4771078,0.969234609911631
20230209_OUTPUT.csv,6968109,4775659,0.9693925150015028
20230210_OUTPUT.csv,7088744,4754562,0.9685191127738291
20230211_OUTPUT.csv,6354864,4238202,0.9680736536912115
20230212_OUTPUT.csv,5218758,3606042,0.9659138904670699
20230213_OUTPUT.csv,6709956,4671791,0.9686431058639163
20230214_OUTPUT.csv,6934352,4775062,0.9690233211364427
20230215_OUTPUT.csv,7015719,4805286,0.969145044152372
20230216_OUTPUT.csv,6772690,4676231,0.9699622842754239
20230217_OUTPUT.csv,7080101,4754664,0.9691431583125614
20230218_OUTPUT.csv,6251428,4166843,0.9683301638033405
20230219_OUTPUT.csv,5341102,3680759,0.9666334097253537
20230220_OUTPUT.csv,6643091,4633875,0.969519352776825
20230221_OUTPUT.csv,6856081,4715149,0.9696698892046854
20230222_OUTPUT.csv,7016205,4792039,0.9698314658942615
20230223_OUTPUT.csv,7027954,4773929,0.9700154253276829
20230224_OUTPUT.csv,7261375,4808638,0.9698935056260913
20230225_OUTPUT.csv,6423890,4237654,0.9692856047501263
20230226_OUTPUT.csv,5465659,3695495,0.9679342885110586
20230227_OUTPUT.csv,6896105,4674802,0.9700592641481884
20230228_OUTPUT.csv,7060540,4574476,0.9710171242704108
