연도,자치구코드,모형,연평균_스트레스점수,연합계_총이동인구수,연평균_평균이동시간,월개수
2024,11010,CRITIC기반,16.578406052289232,14225437.6,60.43998278940961,1
2024,11010,PCA기반,27.514320962258513,14225437.6,60.43998278940961,1
2024,11010,문헌기반,24.7447836148971,14225437.6,60.43998278940961,1
2024,11020,CRITIC기반,17.01785386066331,14830487.73,60.41739934612884,1
2024,11020,PCA기반,28.374850947243242,14830487.73,60.41739934612884,1
2024,11020,문헌기반,25.518480519052353,14830487.73,60.41739934612884,1
2024,11030,CRITIC기반,13.68474797556698,12242801.59,56.259043592987794,1
2024,11030,PCA기반,23.024175616331764,12242801.59,56.259043592987794,1
2024,11030,문헌기반,20.92410205321983,12242801.59,56.259043592987794,1
2024,11040,CRITIC기반,14.621893963236042,14456865.09,52.305081411758685,1
2024,11040,PCA기반,25.558626709506743,14456865.09,52.305081411758685,1
2024,11040,문헌기반,23.44610189609963,14456865.09,52.305081411758685,1
2024,11050,CRITIC기반,15.014729562633633,15336023.94,50.1457210203345,1
2024,11050,PCA기반,26.66390362052185,15336023.94,50.1457210203345,1
2024,11050,문헌기반,24.59304351724982,15336023.94,50.1457210203345,1
2024,11060,CRITIC기반,14.727660668566239,14665133.82,51.541609051832,1
2024,11060,PCA기반,25.85398371604336,14665133.82,51.541609051832,1
2024,11060,문헌기반,23.75640615836331,14665133.82,51.541609051832,1
2024,11070,CRITIC기반,13.104067209457055,13543329.05,49.47629272639758,1
2024,11070,PCA기반,23.361049216735104,13543329.05,49.47629272639758,1
2024,11070,문헌기반,21.593296021148575,13543329.05,49.47629272639758,1
2024,11080,CRITIC기반,16.319066210787653,16304456.93,51.443285657917016,1
2024,11080,PCA기반,28.733704225829303,16304456.93,51.443285657917016,1
2024,11080,문헌기반,26.3957393290204,16304456.93,51.443285657917016,1
2024,11090,CRITIC기반,11.177425100975535,11132274.43,50.81513901563994,1
2024,11090,PCA기반,19.592421486681364,11132274.43,50.81513901563994,1
2024,11090,문헌기반,18.0505326077553,11132274.43,50.81513901563994,1
2024,11100,CRITIC기반,10.56215761962951,10671137.03,50.1170392748279,1
2024,11100,PCA기반,18.621443942593814,10671137.03,50.1170392748279,1
2024,11100,문헌기반,17.18943684709017,10671137.03,50.1170392748279,1
2024,11110,CRITIC기반,18.559391596487362,19068393.81,49.958637428848576,1
2024,11110,PCA기반,33.06492844396591,19068393.81,49.958637428848576,1
2024,11110,문헌기반,30.508174678035253,19068393.81,49.958637428848576,1
2024,11120,CRITIC기반,17.124888101106002,17254541.29,50.98710766284166,1
2024,11120,PCA기반,30.27797578164215,17254541.29,50.98710766284166,1
2024,11120,문헌기반,27.8506528891161,17254541.29,50.98710766284166,1
2024,11130,CRITIC기반,14.806808249768087,14318795.74,53.552463433519016,1
2024,11130,PCA기반,25.63974977807918,14318795.74,53.552463433519016,1
2024,11130,문헌기반,23.44625099977432,14318795.74,53.552463433519016,1
2024,11140,CRITIC기반,19.860742262727662,19328611.64,53.35517046729642,1
2024,11140,PCA기반,34.768069221454866,19328611.64,53.35517046729642,1
2024,11140,문헌기반,31.750495914333,19328611.64,53.35517046729642,1
2024,11150,CRITIC기반,13.483163520697756,14264023.459999999,48.265102564108794,1
2024,11150,PCA기반,24.23787965584566,14264023.459999999,48.265102564108794,1
2024,11150,문헌기반,22.482622623620685,14264023.459999999,48.265102564108794,1
2024,11160,CRITIC기반,22.1984035031559,22294117.47,51.83608797397777,1
2024,11160,PCA기반,39.27318109616904,22294117.47,51.83608797397777,1
2024,11160,문헌기반,36.02332120327763,22294117.47,51.83608797397777,1
2024,11170,CRITIC기반,16.563087341807975,16241591.34,52.64992638284862,1
2024,11170,PCA기반,28.949473312571065,16241591.34,52.64992638284862,1
2024,11170,문헌기반,26.514264029015244,16241591.34,52.64992638284862,1
2024,11180,CRITIC기반,9.45813412491126,8895907.46,53.75300758020768,1
2024,11180,PCA기반,15.994936681405337,8895907.46,53.75300758020768,1
2024,11180,문헌기반,14.66791838365777,8895907.46,53.75300758020768,1
2024,11190,CRITIC기반,22.614455762548342,22096645.19,53.97980127476218,1
2024,11190,PCA기반,39.65302976744418,22096645.19,53.97980127476218,1
2024,11190,문헌기반,36.14865333912879,22096645.19,53.97980127476218,1
2024,11200,CRITIC기반,14.895144636742701,14823911.629999999,51.57721514052644,1
2024,11200,PCA기반,26.155432528103088,14823911.629999999,51.57721514052644,1
2024,11200,문헌기반,24.030695527739674,14823911.629999999,51.57721514052644,1
2024,11210,CRITIC기반,17.641260089330245,17453492.07,52.14293505216463,1
