파일명,원본행수,전처리후행수,커버리지
20240801_OUTPUT.csv,6998979,4690036,0.9655083380448685
20240802_OUTPUT.csv,6982834,4613073,0.9650012107679733
20240803_OUTPUT.csv,5997506,3989289,0.9648680255877776
20240804_OUTPUT.csv,5165753,3560153,0.9627544921144443
20240805_OUTPUT.csv,6579195,4570785,0.9641131118745212
20240806_OUTPUT.csv,6811168,4678003,0.9644409806975475
20240807_OUTPUT.csv,6905722,4734673,0.9642439631955991
20240808_OUTPUT.csv,6929191,4735589,0.9644723314648798
20240809_OUTPUT.csv,7106382,4754262,0.9645136006070749
20240810_OUTPUT.csv,6241132,4181358,0.9638194685560261
20240811_OUTPUT.csv,5240722,3625871,0.9621500203840536
20240812_OUTPUT.csv,6815124,4711218,0.963911946525062
20240813_OUTPUT.csv,6931332,4759484,0.9650958879880486
20240814_OUTPUT.csv,7133200,4795319,0.9644793678512654
20240815_OUTPUT.csv,5467682,3779119,0.9613339053628382
20240816_OUTPUT.csv,6844092,4596799,0.9633426007231108
20240817_OUTPUT.csv,5973645,4036187,0.9627477226679837
20240818_OUTPUT.csv,5241537,3656869,0.9618091565654339
20240819_OUTPUT.csv,6847787,4774713,0.9635762626240838
20240820_OUTPUT.csv,6994745,4835936,0.964326224699075
20240821_OUTPUT.csv,6758468,4706439,0.9637460275795049
20240822_OUTPUT.csv,7001485,4808929,0.9641393078391973
20240823_OUTPUT.csv,7410299,4945540,0.9636465666972354
20240824_OUTPUT.csv,6455293,4327292,0.9639303380182577
20240825_OUTPUT.csv,5443431,3764627,0.9620369499906306
20240826_OUTPUT.csv,6967641,4818318,0.96388914390596
20240827_OUTPUT.csv,7178626,4888708,0.9645611290647111
20240828_OUTPUT.csv,7285305,4932097,0.9645157986589614
20240829_OUTPUT.csv,7266818,4894759,0.9648115408318101
20240830_OUTPUT.csv,7502385,4934318,0.9643447558774026
20240831_OUTPUT.csv,6486754,4216132,0.964952191026149
