gu,total_pop,avg_time,total_time,pop_norm,avg_norm,total_norm,stress_score,model,w_pop,w_avg,w_total
38115,86.29,271.72,23446.718800000002,0.00014718440127185214,0.7344172511833207,0.0008894885679378015,25.729016860832214,literature,0.45,0.35,0.2
11090,221881.6,43.44479490058789,9639600.60421428,0.39379013517005085,0.010784445537663351,0.3803201293699756,25.704414263870024,literature,0.45,0.35,0.2
11020,192610.66,55.97619091631699,10781611.07667782,0.34183998711067176,0.05050899316678391,0.4253811559022908,25.658237298863483,literature,0.45,0.35,0.2
38030,231.23,268.55555555555554,62098.10111111111,0.0004044243279611352,0.7243859566734945,0.002414580505207441,25.419999188434712,literature,0.45,0.35,0.2
36330,3.36,269.0,903.8399999999999,0.0,0.7257948463518409,0.0,25.402819622314432,literature,0.45,0.35,0.2
38390,79.77,268.5882352941176,21425.28352941176,0.00013561268661741493,0.7244895515027846,0.0008097275232208998,25.37943142395966,literature,0.45,0.35,0.2
38113,128.49,267.8666666666667,34418.188,0.00022208108201069406,0.7222021776720577,0.0013223967387824985,25.31351780198815,literature,0.45,0.35,0.2
36470,11.38,267.6666666666667,3046.046666666667,1.4233918946102185e-05,0.7215681773168019,8.452639776247852e-05,25.25721726039589,literature,0.45,0.35,0.2
37420,44.2,266.75,11790.35,7.248294884773232e-05,0.7186623423552125,0.00042955588217688306,25.16503483277412,literature,0.45,0.35,0.2
35350,18.759999999999998,264.25,4957.33,2.7331964061093966e-05,0.7107373379145142,0.0001599411081095019,24.880235587552935,literature,0.45,0.35,0.2
36420,54.91,261.75,14372.6925,9.149108749022039e-05,0.702812333473816,0.0005314489967443943,24.613177750455506,literature,0.45,0.35,0.2
37012,196.59,260.96610169491527,51303.32593220339,0.0003429451568522849,0.7003273744542751,0.0019886442616475837,24.56666352319093,literature,0.45,0.35,0.2
21100,135.25,260.4047619047619,35219.74404761905,0.0002340787493517976,0.6985479263223927,0.0013540242406310447,24.486791449817197,literature,0.45,0.35,0.2
36030,177.01,259.12280701754383,45867.328070175434,0.0003081945168317511,0.6944841270528015,0.0017741526700231723,24.356296253505942,literature,0.45,0.35,0.2
11100,212308.11,42.40895794286115,9003765.707918338,0.37679907772724286,0.007500840541733854,0.35523159137228394,24.323119744132292,literature,0.45,0.35,0.2
37370,6.18,258.5,1597.53,5.004944068330194e-06,0.6925098277009083,2.737136326584755e-05,24.238616619280183,literature,0.45,0.35,0.2
24030,262.36,256.2162162162162,67220.88648648649,0.00045967394102748945,0.6852702290496757,0.0026167134744622535,24.057477613574132,literature,0.45,0.35,0.2
36430,9.620000000000001,256.6666666666667,2469.1333333333337,1.111026591054859e-05,0.6866981577777296,6.176276498764011e-05,24.036170739486263,literature,0.45,0.35,0.2
37011,183.88,255.864406779661,47048.347118644066,0.0003203874124875768,0.684154992510884,0.0018207528825093268,23.996257229093064,literature,0.45,0.35,0.2
