연월,출발_자치구코드,도착_자치구코드,start_arv_place_type,총이동인구수,인구가중평균이동시간
2022-01,11010,36310,EH,61.29,305.5726872246696
2022-01,11010,36320,EH,23.86,460.1575859178542
2022-01,11010,36330,EH,71.19,292.11560612445567
2022-01,11010,36330,WH,6.6,322.0
2022-01,11010,36350,EH,53.18,307.52275291462956
2022-01,11010,36360,EH,60.77,299.9725193351982
2022-01,11010,36370,EH,79.87,263.5880806310254
2022-01,11010,36370,WH,9.87,250.8419452887538
2022-01,11010,36380,EH,29.85,404.09581239530985
2022-01,11010,36390,EH,71.3,335.2897615708275
2022-01,11010,36400,EH,100.38,342.95178322374977
2022-01,11010,36410,EH,83.66,325.0449438202248
2022-01,11010,36420,EH,99.71,319.5627319225755
2022-01,11010,36420,WH,9.56,264.25
2022-01,11010,36430,EH,3.32,277.0
2022-01,11010,36440,EH,113.32000000000001,300.04809389339925
2022-01,11010,36450,EH,61.85,280.53839935327403
2022-01,11010,36460,EH,27.869999999999997,343.03982777179766
2022-01,11010,36470,EH,35.6,337.685393258427
2022-01,11010,36480,EH,3.52,444.00000000000006
2022-01,11010,37011,EH,463.94,308.22388670948834
2022-01,11010,37011,WH,18.14,311.47133406835724
2022-01,11010,37012,EH,687.91,286.05900481167595
2022-01,11010,37012,WH,5.66,293.8551236749117
2022-01,11010,37020,EH,553.48,289.11696899616965
2022-01,11010,37020,WH,29.450000000000003,307.24176570458405
2022-01,11010,37030,EH,509.25,216.0013942071674
2022-01,11010,37030,WH,42.449999999999996,180.54087161366314
2022-01,11010,37040,EH,669.51,242.42292124090756
2022-01,11010,37040,WH,34.35,197.1170305676856
2022-01,11010,37050,EH,728.13,256.08683888866
2022-01,11010,37060,EH,642.53,251.7928812662444
2022-01,11010,37060,WH,10.719999999999999,183.29477611940302
2022-01,11010,37070,EH,151.09,268.31087431332315
2022-01,11010,37080,EH,334.08,241.50975814176246
2022-01,11010,37080,WH,5.23,239.50095602294456
2022-01,11010,37090,EH,396.65,241.24558174713223
2022-01,11010,37090,WH,5.52,184.73913043478262
2022-01,11010,37100,EH,626.6,260.607548675391
2022-01,11010,37100,WH,12.01,228.7676935886761
2022-01,11010,37310,EH,20.68,253.22243713733073
2022-01,11010,37320,EH,63.61,309.11397578997014
2022-01,11010,37320,WH,17.82,311.33333333333337
2022-01,11010,37330,EH,28.009999999999998,335.3830774723313
2022-01,11010,37340,EH,40.68,337.51573254670603
2022-01,11010,37350,EH,73.0,285.9642465753425
2022-01,11010,37360,EH,111.21000000000001,341.8621526841111
2022-01,11010,37360,WH,6.6,215.0
2022-01,11010,37370,EH,32.32,249.63366336633663
2022-01,11010,37370,WH,9.870000000000001,218.66666666666663
2022-01,11010,37380,EH,31.31,348.5681890769722
2022-01,11010,37390,EH,181.66,264.70582406693825
2022-01,11010,37400,EH,255.51,244.69836796994247
2022-01,11010,37410,EH,78.71000000000001,252.17265912844618
2022-01,11010,37410,WH,17.62,243.24063564131671
2022-01,11010,37420,EH,198.51000000000002,299.59593975114603
2022-01,11010,38030,EH,412.65,319.65888767720827
2022-01,11010,38030,WH,5.44,307.0
2022-01,11010,38050,EH,157.44,352.2932545731707
2022-01,11010,38050,WH,6.0,344.0
2022-01,11010,38060,EH,109.41,350.23891783200804
2022-01,11010,38070,EH,592.55,334.79827862627627
2022-01,11010,38070,WH,15.36,270.10807291666663
2022-01,11010,38080,EH,183.06,314.6733311482574
2022-01,11010,38080,WH,13.129999999999999,278.07006854531613
2022-01,11010,38090,EH,459.4,378.13367435785807
2022-01,11010,38090,WH,5.69,346.2390158172232
2022-01,11010,38100,EH,316.42,305.06248024777193
2022-01,11010,38100,WH,11.760000000000002,300.2959183673469
2022-01,11010,38111,EH,346.69,301.8254348265021
2022-01,11010,38111,WH,6.21,253.75362318840578
2022-01,11010,38112,EH,325.34,297.86592487858854
2022-01,11010,38112,WH,9.0,251.0
2022-01,11010,38113,EH,202.78,334.5137587533287
2022-01,11010,38113,WH,2.39,314.0
2022-01,11010,38114,EH,297.55,313.2968912787766
2022-01,11010,38114,WH,6.54,342.00000000000006
2022-01,11010,38115,EH,263.78,345.789294108727
2022-01,11010,38115,WH,5.109999999999999,300.6183953033268
2022-01,11010,38310,EH,32.67,318.2996632996633
2022-01,11010,38320,EH,83.3,385.94069627851144
2022-01,11010,38330,EH,75.17999999999999,320.50824687416866
2022-01,11010,38330,WH,7.04,362.5
2022-01,11010,38340,EH,74.97,347.72815792983863
2022-01,11010,38350,EH,65.28999999999999,358.40863838260077
2022-01,11010,38360,EH,78.00999999999999,348.72990642225363
2022-01,11010,38370,EH,64.17,349.74427302477795
2022-01,11010,38380,EH,256.03000000000003,416.75194313166423
2022-01,11010,38390,EH,92.65,290.98974635725847
2022-01,11010,38390,WH,4.06,346.0
2022-01,11010,38400,EH,49.42,304.53055443140425
2022-01,11010,39010,EH,936.18,286.32472387788675
2022-01,11010,39010,WH,33.08,235.07678355501815
