자치구코드,총이동인구수,평균이동시간,총이동시간,유입인구_norm,평균이동시간_norm,총이동시간_norm,출퇴근스트레스점수,모형,가중치_유입인구,가중치_평균이동시간,가중치_총이동시간
11210,2.21,1113.0,2459.73,0.004764292878635907,0.518463810930576,0.015048850161583709,2.8761240212263695,PCA기반,0.4825120187906898,0.037096260546402686,0.4803917206629074
31380,3.25,824.0,2678.0,0.030842527582748247,0.0915805022156573,0.020580065998527172,2.816567773611049,PCA기반,0.4825120187906898,0.037096260546402686,0.4803917206629074
11170,3.51,762.0,2674.62,0.03736208625877633,0.0,0.020494412864661457,2.7873001926984804,PCA기반,0.4825120187906898,0.037096260546402686,0.4803917206629074
11190,3.1,814.0,2523.4,0.027081243731193586,0.07680945347119646,0.016662322064906157,2.392081064949503,PCA기반,0.4825120187906898,0.037096260546402686,0.4803917206629074
31230,2.7,870.0,2349.0,0.01705115346038115,0.15952732644017725,0.012242823086746353,2.0026604593187862,PCA기반,0.4825120187906898,0.037096260546402686,0.4803917206629074
25040,2.71,806.0,2184.2599999999998,0.017301905717151456,0.06499261447562776,0.008068119751528194,1.4635218346639736,PCA기반,0.4825120187906898,0.037096260546402686,0.4803917206629074
32350,2.28,885.0,2017.7999999999997,0.00651955867602808,0.18168389955686853,0.003849829614461218,1.1734984966192759,PCA기반,0.4825120187906898,0.037096260546402686,0.4803917206629074
31270,2.38,832.0,1980.1599999999999,0.00902708124373119,0.103397341211226,0.002895988206560218,0.9582538661646198,PCA기반,0.4825120187906898,0.037096260546402686,0.4803917206629074
11110,2.38,829.0,1973.02,0.00902708124373119,0.09896602658788774,0.0027150522965598716,0.9331233346680982,PCA기반,0.4825120187906898,0.037096260546402686,0.4803917206629074
11060,2.29,831.0,1902.99,0.0067703109327983966,0.1019202363367799,0.0009404105910522409,0.7499381500090566,PCA기반,0.4825120187906898,0.037096260546402686,0.4803917206629074
35040,2.19,852.0,1865.8799999999999,0.004262788365095285,0.1329394387001477,0.0,0.6988402674632797,PCA기반,0.4825120187906898,0.037096260546402686,0.4803917206629074
33030,3.17,1439.0,4561.63,0.028836509528585758,1.0,0.06831344249067825,62.07375108818509,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
36060,3.51,1423.0,4994.73,0.03736208625877633,0.9763663220088626,0.07928870056086751,61.03810102068634,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
11240,41.9,986.3333333333334,41327.36666666667,1.0,0.33136386016740527,1.0,59.7678181098372,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
25030,2.24,1409.0,3156.1600000000003,0.005516549648946846,0.9556868537666174,0.03269719691250018,58.24351278526254,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
34040,6.5,1288.5,8375.25,0.11233701103309932,0.7776957163958641,0.1649550118317894,52.274590747324254,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
32340,2.2,1341.0,2950.2000000000003,0.0045135406218656015,0.8552437223042836,0.02747793080274219,52.079245016822995,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
11030,13.82,1197.5,16549.45,0.29588766298896696,0.6432791728212703,0.37209875350193766,51.948441088722575,CRITIC기반,0.2071221062915796,0.6017051650877809,0.19117272862063955
