연도,월,자치구코드,자치구명,총이동인구수,평균이동시간,총이동시간,유입인구_norm,평균이동시간_norm,총이동시간_norm,출퇴근스트레스점수,가중치_유입인구,가중치_평균이동시간,가중치_총이동시간,원본파일
2022,5,11190,영등포구,733565.65,54.2088697926768,39765764.80523033,0.44535642606648956,0.26857603613218145,0.38742697339009696,37.189739905420325,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11160,강서구,737385.54,51.74394302148741,38155235.36662872,0.44857797261967536,0.15865724404038165,0.365602781083308,33.051067930964905,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11250,강동구,709461.55,51.08120227313088,36240148.94055896,0.42502796627506995,0.1291035618049395,0.339651554458753,30.43791423472609,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11110,노원구,689742.4,49.80857923840285,34355088.984486155,0.4083976026483022,0.07235332143248119,0.3141072148117353,27.192402665545153,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11140,마포구,666861.8,51.9453210360563,34640350.28768237,0.3891009951373993,0.16763731938135262,0.3179727744155666,29.736306447841642,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11210,관악구,608731.07,51.77395092219819,31516412.54299719,0.3400757999444292,0.1599953901621619,0.27564047271380865,26.416059107451154,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11080,성북구,590823.1,51.617004000475305,30496518.31627322,0.3249729150372579,0.152996636178902,0.26181994438125344,25.215062330563246,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11020,중구,540351.38,60.28656085208584,32575926.35187856,0.2824070307842143,0.5395992842731479,0.28999788373810065,37.39424900961183,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11120,은평구,564612.97,51.64228007181328,29157901.12891831,0.30286831151201193,0.15412377523340462,0.24368041943883897,23.89701453998648,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11010,종로구,509627.42,59.89045659838155,30521818.87885516,0.2564956387184171,0.5219357570566411,0.26216279085771255,35.05331105646546,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11170,구로구,531868.07,53.61677286131521,28517049.501376096,0.27525253730662547,0.24217258258653188,0.2349962756881083,25.56233008308893,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11130,서대문구,517098.59,54.28879821958457,28072661.012141693,0.26279653271320885,0.27214029460922357,0.2289743926876982,25.930242137171188,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11050,광진구,530939.61,50.552574380398575,26840364.12602481,0.27446951027894384,0.10553039114756921,0.21227560806627357,20.29020381404287,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11060,동대문구,516536.57,52.289161437105896,27009264.09689895,0.2623225469194238,0.1829702379887054,0.21456436191120104,22.49976017920278,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11200,동작구,515262.6,51.88664566837278,26735247.952364493,0.2612481302052351,0.16502080126945648,0.21085118480921813,21.74891759985092,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11040,성동구,511003.77,52.518349505577824,26837074.591527905,0.25765639873990387,0.1931904505900441,0.21223103177245395,22.600824349396298,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11150,양천구,496070.34,48.56486280850255,24091588.005467214,0.24506212509753686,0.016892116954832077,0.175027100075357,15.119561724315421,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11070,중랑구,466158.5,50.31318433463195,23453918.53965553,0.2198356434314561,0.09485524047898715,0.16638607761623003,16.540258923504673,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11030,용산구,414283.97,54.82919560439561,22714856.82689556,0.17608668382276751,0.2962383037193826,0.156371094617929,21.419663294561506,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11090,강북구,382997.84,51.33282654476347,19660361.687739074,0.14970117945902336,0.1403242748590185,0.11497980569185717,13.947498809558843,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11100,도봉구,358018.95,50.05100133511348,17919206.944445927,0.12863495582904783,0.0831636807333121,0.09138551735242666,10.527012185021608,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11180,금천구,320130.06,55.215210355987054,17676048.604174756,0.09668094066538187,0.31345190848869353,0.08809049259107525,17.083268978867963,0.45,0.35,0.2,20220502_OUTPUT.csv
2022,5,11230,강남구,1360043.28,58.15451572982479,79092658.3200025,0.9737032762570732,0.4445247257656478,0.9203434580712012,77.78188199478998,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11240,송파구,1069077.07,53.452343687918265,57144674.97451266,0.7283136993532787,0.23484017160552556,0.6229275910914107,53.45207429891915,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11220,서초구,899472.53,56.806073588201365,51095502.72974566,0.5852758314456523,0.3843934743445734,0.5409556039905016,50.61029609692445,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11190,영등포구,741867.3099999999,54.344164723706086,40316159.29777273,0.45235772300402444,0.2746092601486932,0.39488533767822365,37.86512839394983,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11160,강서구,735381.79,52.18738615891469,38377653.44896391,0.44688808785703926,0.17843176010192172,0.3686167557956269,33.72741067304657,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11250,강동구,708962.2,51.81552445328904,36735248.21055759,0.4246068339201242,0.16184928390615033,0.3463606163488497,31.699244790097843,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11110,노원구,687311.13,50.90107273250532,34984873.81799042,0.4063471641570462,0.12107102235710096,0.3226413930694332,28.975936030954273,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11140,마포구,669545.41,52.22231215218265,34965209.401081115,0.39136424736340447,0.1799892193487813,0.32237492168061943,30.358512242172935,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11210,관악구,609693.0,52.25487840438561,31859433.57900508,0.3408870542674349,0.18144145036308376,0.2802887311533503,27.296142827809508,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11080,성북구,592939.07,52.17174343330089,30934665.03162004,0.3267574417802124,0.17773420205492835,0.26775724546071683,26.279926861246388,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11020,중구,543729.17,60.62159744905895,32961730.865050945,0.2852557274042441,0.5545396137288832,0.2952258986296583,38.14991218629506,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11010,종로구,524631.72,60.93750349025521,31969747.2685986,0.2691496813604736,0.5686268518848628,0.28178358565153994,37.649347190222315,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11120,은평구,561583.13,52.67619956398487,29582065.02764726,0.3003130623795227,0.20022947826199025,0.24942824017007365,25.510684349649654,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11170,구로구,529326.27,54.460633197010296,28827443.83201164,0.27310888211527506,0.2798029535484356,0.23920241150926347,26.867051299567894,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11130,서대문구,514713.1,54.892311772115534,28253791.95839208,0.2607847032921628,0.29905285099045226,0.23142888778038737,26.830739188420903,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11050,광진구,531946.83,51.28252645123393,27279577.380125035,0.2753189604252307,0.1380812364095622,0.21822736175138274,21.586743728497712,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11040,성동구,515324.29,52.90195170546225,27261660.702231623,0.2613001571502168,0.21029647213514172,0.21798457387400985,23.478575073969914,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11200,동작구,515281.91,52.275985611407066,26936869.712978348,0.2612644155076763,0.1823826867224547,0.21358334975535584,22.411959728238465,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11060,동대문구,513583.4,52.33979378654202,26880849.24819113,0.259831958280884,0.185228092767938,0.21282421964116585,22.43190576234093,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11150,양천구,496572.63,49.22774819622546,24445152.390777435,0.24548573693405557,0.04645224911188112,0.17981823083825804,16.2690514977135,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11070,중랑구,463930.06,51.2298592331762,23767071.667838987,0.21795626386791334,0.13573264047583902,0.17062959774516503,17.971266245613766,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11030,용산구,416981.81,55.3633130169035,23085494.46938498,0.17836193707693107,0.3200562692282467,0.1613935841123448,22.456128273697427,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11090,강북구,381959.25,52.63353562139834,20103865.79079759,0.148825273075679,0.1983269596598968,0.12098970442578112,16.058374965017567,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11100,도봉구,356932.79,51.60655032905978,18420069.991226725,0.1277189307591614,0.1525304742838106,0.09817268385203409,13.049372161136318,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11180,금천구,316032.42,55.583906690998944,17566316.544610586,0.09322515057242205,0.32989323091127626,0.0866035197281465,17.47346525221659,0.45,0.35,0.2,20220503_OUTPUT.csv
2022,5,11230,강남구,1364952.57,58.92033857855116,80423467.56806356,0.9778435803700424,0.4786751611750072,0.9383771780748269,79.52413531927368,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11240,송파구,1106131.41,55.50840012511898,61399584.89724203,0.7595638875282195,0.32652615704379556,0.6805856320908594,59.2205030771199,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11220,서초구,912697.24,57.93642693077821,52878416.95518294,0.5964290371446074,0.43479946429332267,0.5651157726839955,53.35960337545354,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11190,영등포구,755894.19,55.6664620619324,42077955.25047012,0.4641874476599572,0.33357463303638574,0.4187593338656982,40.93873397828553,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11160,강서구,751214.17,53.22539206608169,39983668.72384615,0.460240500941638,0.224719689152607,0.3903797769280465,36.383607201275886,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11250,강동구,716890.87,53.27579924967295,38192934.074043386,0.4312935656086932,0.22696750308276586,0.3661136341112721,34.674345742513445,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11140,마포구,695099.14,53.63731478774637,37283251.38087179,0.4129152686762016,0.24308861131685472,0.35378657596623586,34.16502000584371,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11110,노원구,702594.62,51.32719708385038,36062212.53079297,0.419236664778831,0.14007323959463358,0.33724034834724936,30.513020267804556,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11210,관악구,612968.49,53.75390440958347,32949449.61754672,0.3436494750490528,0.24828770710848752,0.2950594761471657,30.055485648947755,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11080,성북구,602478.79,53.27752192982456,32098576.946479168,0.3348028703355786,0.22704432277722436,0.28352934924796847,28.683267447263255,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11020,중구,558086.3,61.42324658697664,34279472.42171343,0.29736397205661375,0.5902876553953812,0.3130825390945604,40.30309746327717,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11120,은평구,572819.01,53.55146614683433,30675297.82227816,0.3097889662631448,0.23926035198596157,0.26424257524166933,27.59946730618356,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11010,종로구,533988.85,61.63752373925756,32913750.41837384,0.27704112061637143,0.59984294362012,0.29457571834102236,39.35286782126136,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11170,구로구,541291.38,55.394513263306585,29984572.528723527,0.283199790198751,0.3214475857726888,0.2548825962953742,29.092307986895385,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11050,광진구,548524.59,52.8590795917809,28994504.960858986,0.2892999979911139,0.20838467053301826,0.2414662473110601,25.141288324476967,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11130,서대문구,514534.93,56.201621493667886,28917697.3811309,0.260634441648665,0.35743906544080745,0.24042543219124443,29.047425808443077,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11040,성동구,520282.45,54.12123693597413,28158329.75007912,0.26548167631913105,0.2646682130402755,0.2301352848555866,25.812768587882267,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11200,동작구,518033.68,53.90844725859836,27926391.31645761,0.2635851512248462,0.25517925597261265,0.22699230040751195,25.332451772309764,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11060,동대문구,519898.93,53.00078053567048,27555049.089659907,0.265158230478,0.21470355869337326,0.2219602631314339,23.885950188406742,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11150,양천구,500453.67,50.54660835262842,25296235.656125546,0.24875885501724027,0.1052643473146462,0.191351211488506,18.70542486155855,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11070,중랑구,472910.18,52.1537502914526,24664039.438005906,0.22552974756330638,0.17693183159872783,0.18278435669580656,19.99713988022039,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11030,용산구,437017.66,56.93013158111968,24879472.887073018,0.1952593931575113,0.3899256081549156,0.18570368304220222,26.1481426383541,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11090,강북구,389701.59,52.89629942310398,20613771.990299705,0.15535486129434303,0.2100444191911579,0.12789941417068373,16.900511713349637,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11100,도봉구,360509.88,52.61126868113887,18966882.158885133,0.13073570924229455,0.19733400716917424,0.10558250426055209,14.901447252035396,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11180,금천구,318793.44,56.40346615382885,17981055.003102668,0.09555368737957542,0.36643994996784257,0.09222361685782798,18.969786518111945,0.45,0.35,0.2,20220504_OUTPUT.csv
2022,5,11240,송파구,945637.82,53.40647455251029,50503182.169721305,0.6242098402459901,0.2327947234334863,0.5329291019599266,46.89584017044012,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11230,강남구,900164.43,52.50914279082239,47266862.59008925,0.5858593529764161,0.1927798943914261,0.4890739204405852,42.892445596450344,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11220,서초구,644742.55,53.26174282375075,34340111.88562926,0.37044648058421714,0.22634068309908317,0.31390426100175434,30.87010075479277,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11160,강서구,634598.3,51.68350855625207,32798266.66783301,0.3618912149555852,0.1559622822682812,0.29301080464264206,27.604000645244014,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11140,마포구,600172.9,56.71260584644657,34037369.1174188,0.3328581724564445,0.3802254554836002,0.30980181106538346,34.48254492377368,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11190,영등포구,590276.79,55.71213862776408,32885582.353231587,0.32451217844602864,0.3356114939288888,0.29419401450137783,32.23333060760995,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11110,노원구,593461.94,50.5803448497716,30017509.58041446,0.327198409987743,0.10676876320997018,0.25532892439897326,23.56741364977686,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11250,강동구,585571.7,51.44027183294723,30121967.425681025,0.32054408866545137,0.14511559622042985,0.2567444266856187,24.638418391372728,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11050,광진구,519415.62,53.98615054259321,28041249.855494387,0.26475062563476626,0.25864428836956244,0.22854874190056032,25.537303084510373,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11210,관악구,516578.15,53.20769298501094,27485931.60796493,0.26235761387310086,0.22393043178594974,0.2210236560902227,24.064130858602233,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11010,종로구,449655.41,67.49419485108531,30349129.85838465,0.20591757963736382,0.8610102212104458,0.2598226918184228,44.59810266241543,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11120,은평구,494008.05,53.19687597382362,26279684.96592046,0.24332286997731883,0.2234480674343389,0.2046778768362559,22.863769045906327,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11080,성북구,483172.42,52.56994822705019,25400349.10413855,0.2341845213656843,0.1954913989200373,0.19276204686766654,21.235743361010428,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11020,중구,395244.6,63.31122736494102,25023420.735365164,0.16002962019048253,0.6744786216471881,0.1876543121011805,34.56117090824691,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11170,구로구,420504.68,52.426614605509904,22045636.798173267,0.18133298852234486,0.1890997045581601,0.14730253228536364,17.724524788748397,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11060,동대문구,419648.42,52.690965515347365,22111680.426790006,0.18061085216458825,0.20088793820360878,0.14819748571932342,18.122515898919247,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11200,동작구,419117.65,52.51607428810137,22010413.64285447,0.1801632214045312,0.1930889915285901,0.14682522532225914,17.801964173149738,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11150,양천구,421940.31,49.292308804787,20798412.05770756,0.18254374298861226,0.04933120851657422,0.13040146116347034,12.549089955837056,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11040,성동구,405381.79,53.21249384279784,21571376.004357364,0.1685789316898947,0.22414451704605115,0.14087585139414335,18.24862705053992,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11070,중랑구,414423.91,50.078675193072144,20753800.38113296,0.17620470377220399,0.08439774459066078,0.12979693088581354,13.479071348138579,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11030,용산구,394391.35,56.80859561059612,22404818.71446708,0.15931002234957461,0.3845059392090474,0.15216978588932348,23.670054595833985,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11130,서대문구,378618.02,55.709777001903525,21092725.46310225,0.14600740973670825,0.335506181647405,0.13438968528644996,21.000843501540047,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11090,강북구,339799.22,52.44972764923021,17822376.544420857,0.11326914467179565,0.1901303874478085,0.09007337413999006,13.553142553703903,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11100,도봉구,326869.06,51.74447411717018,16913667.614873745,0.10236435097874667,0.15868092725751298,0.07775951141013386,11.715418476259233,0.45,0.35,0.2,20220505_OUTPUT.csv
2022,5,11180,금천구,223485.86,52.15021960487572,11654836.67758451,0.0151749838458402,0.17677438724446892,0.00649739416256333,6.999925709870487,0.45,0.35,0.2,20220505_OUTPUT.csv
