연도,자치구코드,모형,연평균_스트레스점수,연합계_총이동인구수,연평균_평균이동시간,월개수
2023,11010,CRITIC기반,16.448245504098725,14347870.57,61.0661691702384,1
2023,11010,PCA기반,28.365225482871843,14347870.57,61.0661691702384,1
2023,11010,문헌기반,25.577443613780662,14347870.57,61.0661691702384,1
2023,11020,CRITIC기반,16.3851834112476,14550570.62,60.71073292338834,1
2023,11020,PCA기반,28.370301457398135,14550570.62,60.71073292338834,1
2023,11020,문헌기반,25.611033490970815,14550570.62,60.71073292338834,1
2023,11030,CRITIC기반,13.327291770812074,12425631.25,55.90162661394652,1
2023,11030,PCA기반,23.581722558078507,12425631.25,55.90162661394652,1
2023,11030,문헌기반,21.531385300187974,12425631.25,55.90162661394652,1
2023,11040,CRITIC기반,13.770627427756258,14033102.459999999,52.590768128639844,1
2023,11040,PCA기반,25.27434960255404,14033102.459999999,52.590768128639844,1
2023,11040,문헌기반,23.256629765809567,14033102.459999999,52.590768128639844,1
2023,11050,CRITIC기반,14.428266953788919,15124231.04,50.8216349307631,1
2023,11050,PCA기반,26.90345923893114,15124231.04,50.8216349307631,1
2023,11050,문헌기반,24.856563195014587,15124231.04,50.8216349307631,1
2023,11060,CRITIC기반,13.937117587107286,14328208.879999999,51.87518031703939,1
2023,11060,PCA기반,25.718780230892875,14328208.879999999,51.87518031703939,1
2023,11060,문헌기반,23.700771651536105,14328208.879999999,51.87518031703939,1
2023,11070,CRITIC기반,12.536025296745088,13299365.02,50.143938874944595,1
2023,11070,PCA기반,23.464736401389594,13299365.02,50.143938874944595,1
2023,11070,문헌기반,21.727585042404954,13299365.02,50.143938874944595,1
2023,11080,CRITIC기반,15.354416873833568,15840538.33,51.799680378526936,1
2023,11080,PCA기반,28.420483311343094,15840538.33,51.799680378526936,1
2023,11080,문헌기반,26.18318140634768,15840538.33,51.799680378526936,1
2023,11090,CRITIC기반,10.625523166271577,10901212.77,51.215283402992135,1
2023,11090,PCA기반,19.556331743367068,10901212.77,51.215283402992135,1
2023,11090,문헌기반,18.066358392688212,10901212.77,51.215283402992135,1
2023,11100,CRITIC기반,9.563485415117047,10052160.57,50.11476622315679,1
2023,11100,PCA기반,17.800880200963555,10052160.57,50.11476622315679,1
2023,11100,문헌기반,16.491084022396585,10052160.57,50.11476622315679,1
2023,11110,CRITIC기반,17.831058295622157,19178461.18,49.67688031451654,1
2023,11110,PCA기반,33.633345508229226,19178461.18,49.67688031451654,1
2023,11110,문헌기반,31.17297834726228,19178461.18,49.67688031451654,1
2023,11120,CRITIC기반,15.837302357826385,16458666.71,51.345678080078926,1
2023,11120,PCA기반,29.446149139972665,16458666.71,51.345678080078926,1
2023,11120,문헌기반,27.160539000670305,16458666.71,51.345678080078926,1
2023,11130,CRITIC기반,14.163061338952017,14048105.7,53.938280041620644,1
2023,11130,PCA기반,25.68552795934863,14048105.7,53.938280041620644,1
2023,11130,문헌기반,23.555545772608035,14048105.7,53.938280041620644,1
2023,11140,CRITIC기반,19.102652920170918,19378327.45,53.1426047456142,1
2023,11140,PCA기반,35.26773526993535,19378327.45,53.1426047456142,1
2023,11140,문헌기반,32.350257530482715,19378327.45,53.1426047456142,1
2023,11150,CRITIC기반,12.82309360259028,14085912.57,48.59485115396149,1
2023,11150,PCA기반,24.375760670969854,14085912.57,48.59485115396149,1
2023,11150,문헌기반,22.670980489348043,14085912.57,48.59485115396149,1
2023,11160,CRITIC기반,20.962163712537357,21780741.69,52.12130533698076,1
2023,11160,PCA기반,39.053933625044984,21780741.69,52.12130533698076,1
2023,11160,문헌기반,35.930610312104015,21780741.69,52.12130533698076,1
2023,11170,CRITIC기반,15.567153359766616,15575245.58,53.53697673318026,1
2023,11170,PCA기반,28.46200271515118,15575245.58,53.53697673318026,1
2023,11170,문헌기반,26.11388343031783,15575245.58,53.53697673318026,1
2023,11180,CRITIC기반,9.039070775621594,8712529.82,53.99602431283882,1
2023,11180,PCA기반,15.948210965419927,8712529.82,53.99602431283882,1
2023,11180,문헌기반,14.67747027399802,8712529.82,53.99602431283882,1
2023,11190,CRITIC기반,21.341345178751688,21454538.16,54.36366805082466,1
2023,11190,PCA기반,39.2656544518218,21454538.16,54.36366805082466,1
2023,11190,문헌기반,35.89802527159851,21454538.16,54.36366805082466,1
2023,11200,CRITIC기반,14.005272015557376,14280338.01,52.224419817383286,1
2023,11200,PCA기반,25.772433913432536,14280338.01,52.224419817383286,1
2023,11200,문헌기반,23.727239452635917,14280338.01,52.224419817383286,1
2023,11210,CRITIC기반,16.945583334816046,17170406.62,52.88399294874242,1
2023,11210,PCA기반,31.20844767271641,17170406.62,52.88399294874242,1
2023,11210,문헌기반,28.656696191467216,17170406.62,52.88399294874242,1
2023,11220,CRITIC기반,25.731704982008335,25480856.94,56.252730105554605,1
2023,11220,PCA기반,47.28281206405222,25480856.94,56.252730105554605,1
2023,11220,문헌기반,42.98498045335521,25480856.94,56.252730105554605,1
2023,11230,CRITIC기반,39.09196657530446,39100619.21,57.32955863343257,1
2023,11230,PCA기반,72.6914577694625,39100619.21,57.32955863343257,1
2023,11230,문헌기반,65.77140712187116,39100619.21,57.32955863343257,1
2023,11240,CRITIC기반,30.86536423022184,31811687.44,53.228749906072345,1
2023,11240,PCA기반,57.67622995748148,31811687.44,53.228749906072345,1
2023,11240,문헌기반,52.83616461929937,31811687.44,53.228749906072345,1
2023,11250,CRITIC기반,19.992393989125016,21156066.69,50.873590120518,1
2023,11250,PCA기반,37.47409911409166,21156066.69,50.873590120518,1
2023,11250,문헌기반,34.607758371875676,21156066.69,50.873590120518,1
2023,21010,CRITIC기반,40.833075670225604,12874.83,296.2251287489885,1
2023,21010,PCA기반,17.962687772099887,12874.83,296.2251287489885,1
2023,21010,문헌기반,22.39849250971978,12874.83,296.2251287489885,1
2023,21020,CRITIC기반,38.87300778985325,8385.67,283.90308679040527,1
2023,21020,PCA기반,17.078601593531364,8385.67,283.90308679040527,1
2023,21020,문헌기반,21.306185823053042,8385.67,283.90308679040527,1
2023,21030,CRITIC기반,35.38672721654835,27820.99,262.0185540556912,1
2023,21030,PCA기반,15.623279930400589,27820.99,262.0185540556912,1
2023,21030,문헌기반,19.4327636748546,27820.99,262.0185540556912,1
2023,21040,CRITIC기반,40.64360682494512,8883.69,295.81419711536023,1
2023,21040,PCA기반,17.871642604320986,8883.69,295.81419711536023,1
2023,21040,문헌기반,22.29764394309274,8883.69,295.81419711536023,1
2023,21050,CRITIC기반,38.8176245396735,31893.26,282.9398247464006,1
2023,21050,PCA기반,17.152661849318292,31893.26,282.9398247464006,1
2023,21050,문헌기반,21.321295670975015,31893.26,282.9398247464006,1
2023,21060,CRITIC기반,39.30302575650741,20138.81,286.6806865509507,1
2023,21060,PCA기반,17.320910199870124,20138.81,286.6806865509507,1
2023,21060,문헌기반,21.56956818761848,20138.81,286.6806865509507,1
2023,21070,CRITIC기반,28.676138216579645,28409.72,222.77665082459583,1
2023,21070,PCA기반,12.680991622273844,28409.72,222.77665082459583,1
2023,21070,문헌기반,15.768963508033547,28409.72,222.77665082459583,1
2023,21080,CRITIC기반,38.08426148748656,14698.91,279.90695908073076,1
2023,21080,PCA기반,16.778070435430234,14698.91,279.90695908073076,1
2023,21080,문헌기반,20.911715621589064,14698.91,279.90695908073076,1
2023,21090,CRITIC기반,43.94283180294311,61983.87,313.8817688124462,1
2023,21090,PCA기반,19.57258768711982,61983.87,313.8817688124462,1
2023,21090,문헌기반,24.217452782834943,61983.87,313.8817688124462,1
2023,21100,CRITIC기반,38.6863898872706,15501.03,282.96955919777685,1
2023,21100,PCA기반,17.031928670168533,15501.03,282.96955919777685,1
2023,21100,문헌기반,21.225693152443377,15501.03,282.96955919777685,1
2023,21110,CRITIC기반,40.92049343202709,17013.95,296.4082821245125,1
2023,21110,PCA기반,18.02371266815986,17013.95,296.4082821245125,1
2023,21110,문헌기반,22.456371028778825,17013.95,296.4082821245125,1
2023,21120,CRITIC기반,35.37335809406864,11043.24,262.75453630872363,1
2023,21120,PCA기반,15.55661293045675,11043.24,262.75453630872363,1
2023,21120,문헌기반,19.401168709280324,11043.24,262.75453630872363,1
2023,21130,CRITIC기반,39.610413247382446,15872.85,287.37964330511363,1
2023,21130,PCA기반,17.424415756752236,15872.85,287.37964330511363,1
2023,21130,문헌기반,21.713137312641614,15872.85,287.37964330511363,1
2023,21140,CRITIC기반,42.59083992803107,24700.39,306.13912296854744,1
2023,21140,PCA기반,18.78550530057294,24700.39,306.13912296854744,1
2023,21140,문헌기반,23.37782843129314,24700.39,306.13912296854744,1
2023,21150,CRITIC기반,37.41546254020381,10571.27,274.5281491338078,1
