파일명,원본행수,전처리후행수,커버리지
20230801_OUTPUT.csv,6832849,4623258,0.9654461107133199
20230802_OUTPUT.csv,6868025,4642442,0.9655767510144193
20230803_OUTPUT.csv,6848196,4628254,0.9654575999264954
20230804_OUTPUT.csv,6924352,4613948,0.9648964180994898
20230805_OUTPUT.csv,5970067,4000166,0.9636114465183097
20230806_OUTPUT.csv,5136829,3552968,0.9619352135298521
20230807_OUTPUT.csv,6646267,4607926,0.9642312650909333
20230808_OUTPUT.csv,6862134,4705291,0.9648334379211863
20230809_OUTPUT.csv,7002709,4796821,0.9644604304671179
20230810_OUTPUT.csv,5533561,3978137,0.9637096723203831
20230811_OUTPUT.csv,6580113,4456801,0.9641243237267643
20230812_OUTPUT.csv,6139982,4110094,0.9633666025947611
20230813_OUTPUT.csv,5313891,3640128,0.9633157827980405
20230814_OUTPUT.csv,6711581,4517099,0.9638781661477243
20230815_OUTPUT.csv,5472432,3797804,0.9607979786517342
20230816_OUTPUT.csv,7057818,4846693,0.9646237700470307
20230817_OUTPUT.csv,7096030,4841757,0.9651582623919789
20230818_OUTPUT.csv,7256959,4865993,0.9647093706530492
20230819_OUTPUT.csv,6338982,4257256,0.9637569759741524
20230820_OUTPUT.csv,5426651,3757128,0.9618329892402565
20230821_OUTPUT.csv,6904606,4788883,0.9641893333221109
20230822_OUTPUT.csv,6813240,4729026,0.9656460472190551
20230823_OUTPUT.csv,6617048,4613279,0.964786321448644
20230824_OUTPUT.csv,7090573,4827495,0.9645429344199894
20230825_OUTPUT.csv,7461991,4943611,0.9645904938797956
20230826_OUTPUT.csv,6604517,4379453,0.9649763136205536
20230827_OUTPUT.csv,5523507,3793344,0.9629662158192376
20230828_OUTPUT.csv,6713942,4662621,0.9644437069069989
20230829_OUTPUT.csv,6706840,4634949,0.964388726919688
20230830_OUTPUT.csv,7083525,4801563,0.9661196363311749
20230831_OUTPUT.csv,7169690,4722770,0.9665583789940175
