연도,자치구코드,모형,연평균_스트레스점수,연합계_총이동인구수,연평균_평균이동시간,월개수
2023,11010,CRITIC기반,19.295782628540238,15776448.76,62.608122288524925,1
2023,11010,PCA기반,31.127871294098473,15776448.76,62.608122288524925,1
2023,11010,문헌기반,27.942521393512923,15776448.76,62.608122288524925,1
2023,11020,CRITIC기반,18.905106675593064,15893806.29,61.549213514989894,1
2023,11020,PCA기반,30.624003548322026,15893806.29,61.549213514989894,1
2023,11020,문헌기반,27.57512590247175,15893806.29,61.549213514989894,1
2023,11030,CRITIC기반,14.7830291146131,13009481.65,56.221493645770096,1
2023,11030,PCA기반,24.457451512129058,13009481.65,56.221493645770096,1
2023,11030,문헌기반,22.313867638615484,13009481.65,56.221493645770096,1
2023,11040,CRITIC기반,16.19375977743432,15252238.58,53.396252467233275,1
2023,11040,PCA기반,27.320826566454382,15252238.58,53.396252467233275,1
2023,11040,문헌기반,25.104183578879194,15252238.58,53.396252467233275,1
2023,11050,CRITIC기반,17.380723765057144,16687529.14,51.71301233430659,1
2023,11050,PCA기반,29.63982422054807,16687529.14,51.71301233430659,1
2023,11050,문헌기반,27.341567390017104,16687529.14,51.71301233430659,1
2023,11060,CRITIC기반,16.97759158206257,16227225.28,52.33944028466026,1
2023,11060,PCA기반,28.84032589766837,16227225.28,52.33944028466026,1
2023,11060,문헌기반,26.567059330041754,16227225.28,52.33944028466026,1
2023,11070,CRITIC기반,14.917303323028923,14451019.08,51.069197451014894,1
2023,11070,PCA기반,25.533292263740034,14451019.08,51.069197451014894,1
2023,11070,문헌기반,23.606298370038825,14451019.08,51.069197451014894,1
2023,11080,CRITIC기반,19.18719574551439,18368437.9,52.40173230824448,1
2023,11080,PCA기반,32.64246033879666,18368437.9,52.40173230824448,1
2023,11080,문헌기반,30.0574142083851,18368437.9,52.40173230824448,1
2023,11090,CRITIC기반,12.332358569711454,11689871.32,52.02221799571448,1
2023,11090,PCA기반,20.915930230618816,11689871.32,52.02221799571448,1
2023,11090,문헌기반,19.29666940572186,11689871.32,52.02221799571448,1
2023,11100,CRITIC기반,11.165951787677288,10794726.379999999,50.994595116759214,1
2023,11100,PCA기반,19.07615295952084,10794726.379999999,50.994595116759214,1
2023,11100,문헌기반,17.648412712953597,10794726.379999999,50.994595116759214,1
2023,11110,CRITIC기반,21.19963850944943,20839660.39,50.52747940024077,1
2023,11110,PCA기반,36.48137699503299,20839660.39,50.52747940024077,1
2023,11110,문헌기반,33.776622361778884,20839660.39,50.52747940024077,1
2023,11120,CRITIC기반,18.125741140404116,17200174.18,52.47052878023024,1
2023,11120,PCA기반,30.85739052894706,17200174.18,52.47052878023024,1
2023,11120,문헌기반,28.407782353673703,17200174.18,52.47052878023024,1
2023,11130,CRITIC기반,17.21123006370733,15819729.35,55.15893842745953,1
2023,11130,PCA기반,28.76863048289154,15819729.35,55.15893842745953,1
2023,11130,문헌기반,26.310146617772794,15819729.35,55.15893842745953,1
2023,11140,CRITIC기반,22.064209437837754,20530622.09,54.18943601859848,1
2023,11140,PCA기반,37.40067649417398,20530622.09,54.18943601859848,1
2023,11140,문헌기반,34.24032660745211,20530622.09,54.18943601859848,1
2023,11150,CRITIC기반,14.614626559821035,14537077.6,49.73727227240533,1
2023,11150,PCA기반,25.2371216713934,14537077.6,49.73727227240533,1
2023,11150,문헌기반,23.42654640998047,14537077.6,49.73727227240533,1
2023,11160,CRITIC기반,23.596821239250133,22540050.31,52.666575506063154,1
2023,11160,PCA기반,40.28968877411071,22540050.31,52.666575506063154,1
2023,11160,문헌기반,37.060778812496594,22540050.31,52.666575506063154,1
2023,11170,CRITIC기반,17.690010403604145,16434909.7,53.98817946748153,1
2023,11170,PCA기반,29.85235436627749,16434909.7,53.98817946748153,1
2023,11170,문헌기반,27.376991613836985,16434909.7,53.98817946748153,1
2023,11180,CRITIC기반,10.14156533298225,9169788.709999999,54.72549735319982,1
2023,11180,PCA기반,16.65490146014672,9169788.709999999,54.72549735319982,1
2023,11180,문헌기반,15.296173344753202,9169788.709999999,54.72549735319982,1
2023,11190,CRITIC기반,23.99290248599891,22105669.94,55.47887674593767,1
2023,11190,PCA기반,40.491087588978566,22105669.94,55.47887674593767,1
2023,11190,문헌기반,36.94434858130043,22105669.94,55.47887674593767,1
2023,11200,CRITIC기반,16.90474248675696,15909621.15,53.175610338824065,1
2023,11200,PCA기반,28.572063536506374,15909621.15,53.175610338824065,1
2023,11200,문헌기반,26.259364207856226,15909621.15,53.175610338824065,1
2023,11210,CRITIC기반,19.751281492827367,18539455.51,53.42530571946151,1
2023,11210,PCA기반,33.459511353733916,18539455.51,53.42530571946151,1
2023,11210,문헌기반,30.711355834368373,18539455.51,53.42530571946151,1
2023,11220,CRITIC기반,28.83204700562305,26230871.39,57.14089781685654,1
2023,11220,PCA기반,48.584425740862365,26230871.39,57.14089781685654,1
2023,11220,문헌기반,44.10780545040989,26230871.39,57.14089781685654,1
2023,11230,CRITIC기반,42.61493484051373,39210493.99,57.70045626933944,1
2023,11230,PCA기반,72.39342133206047,39210493.99,57.70045626933944,1
2023,11230,문헌기반,65.54340092042338,39210493.99,57.70045626933944,1
2023,11240,CRITIC기반,35.005492043892154,33033381.18,53.837873655263984,1
2023,11240,PCA기반,59.853140740257615,33033381.18,53.837873655263984,1
2023,11240,문헌기반,54.81452047930377,33033381.18,53.837873655263984,1
2023,11250,CRITIC기반,22.720449704748322,22128450.8,51.26992675468741,1
2023,11250,PCA기반,38.98862144531607,22128450.8,51.26992675468741,1
2023,11250,문헌기반,36.01908629630901,22128450.8,51.26992675468741,1
2023,21010,CRITIC기반,32.936859940740376,12082.17,285.6782556040714,1
2023,21010,PCA기반,15.334005921199791,12082.17,285.6782556040714,1
